redirect_url,salary_min,__CLASS__,salary_max,salary_is_predicted,longitude,contract_time,id,created,adref,title,latitude,description,company.__CLASS__,company.display_name,location.__CLASS__,location.display_name,location.area,category.label,category.tag,category.__CLASS__,contract_type
https://www.adzuna.com/details/5829182494?utm_medium=api&utm_source=abfa41a4,101751.97,Adzuna::API::Response::Job,101751.97,1,-77.38847,full_time,5829182494,2026-08-05T11:14:24Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHROeFllR1E4UkdydktjdlFXM2ZYZyIsImkiOiI1ODI5MTgyNDk0In0.QsilIJudcv4T-8smtB_l_YK95yD2Wck7LDxbxUaWHTM,Service Manager,38.878773,"Overview: If You’re the Best at Sales, You Have a Place with the Best in Pests When you’re an Orkin Service Manager, you’re quality control ensuring top-notch service from the industry leader with almost 125 years as the best in pests. Our Service Manager is a “pro” at protecting homes and businesses and knows how to train and develop our Orkin Pros to do the same. You understand the balance between technical acumen and soft skills—like empathy and integrity—that gives customers peace of mind. …",Adzuna::API::Response::Company,Orkin,Adzuna::API::Response::Location,"Fair Oaks, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Fair Oaks']",Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182461?utm_medium=api&utm_source=abfa41a4,76592.39,Adzuna::API::Response::Job,76592.39,1,-76.993069,full_time,5829182461,2026-08-05T11:14:21Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE4MjQ2MSIsInMiOiJ4dE54WWVHUThSR3J2S2N2UVczZlhnIn0.bJNpTav7C0b3X0LOm6Cy19jp5W1cT4drxHYgYT0uTm4,Service Manager,38.873067,"Overview: If You’re the Best at Sales, You Have a Place with the Best in Pests When you’re an Orkin Service Manager, you’re quality control ensuring top-notch service from the industry leader with almost 125 years as the best in pests. Our Service Manager is a “pro” at protecting homes and businesses and knows how to train and develop our Orkin Pros to do the same. You understand the balance between technical acumen and soft skills—like empathy and integrity—that gives customers peace of mind. …",Adzuna::API::Response::Company,Orkin,Adzuna::API::Response::Location,"Hillcrest Heights, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Hillcrest Heights']",Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182427?utm_medium=api&utm_source=abfa41a4,36306.32,Adzuna::API::Response::Job,36306.32,1,-70.909862,full_time,5829182427,2026-08-05T11:14:18Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE4MjQyNyIsInMiOiJ4dE54WWVHUThSR3J2S2N2UVczZlhnIn0.JyUwzfGhhFOn5E7CtPRNuGT3kbdNPt7EmIJNMfCfP_Y,Auto Glass Installation Technician Trainee,42.131195,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work. A Brief Overview A Technician Trainee will be trained and educated to become a proficient auto glass technician. Upon completing our training program, the trainee will…",Adzuna::API::Response::Company,Safelite,Adzuna::API::Response::Location,"Rockland, Plymouth County","['US', 'Massachusetts', 'Plymouth County', 'Rockland']",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182426?utm_medium=api&utm_source=abfa41a4,85682.03,Adzuna::API::Response::Job,85682.03,1,-88.371992,full_time,5829182426,2026-08-05T11:14:18Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE4MjQyNiIsInMiOiJ4dE54WWVHUThSR3J2S2N2UVczZlhnIn0.bZl_pbv2-3Lx-xrnBFlhjhu1B-Vk2yvbw0511nYQWWE,Senior Reactor Operator,40.1126,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",Adzuna::API::Response::Company,Constellation Energy,Adzuna::API::Response::Location,"Bondville, Champaign County","['US', 'Illinois', 'Champaign County', 'Bondville']",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182405?utm_medium=api&utm_source=abfa41a4,44452.19,Adzuna::API::Response::Job,44452.19,1,-71.207082,full_time,5829182405,2026-08-05T11:14:17Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHROeFllR1E4UkdydktjdlFXM2ZYZyIsImkiOiI1ODI5MTgyNDA1In0.RBmJPLKJb3TuF3kKi_rmTx3mh6joGa33VunTq0JO8uM,Auto Glass Installation Technician Trainee,42.331567,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work. A Brief Overview A Technician Trainee will be trained and educated to become a proficient auto glass technician. Upon completing our training program, the trainee will…",Adzuna::API::Response::Company,Safelite,Adzuna::API::Response::Location,"Nonantum, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Nonantum']",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182387?utm_medium=api&utm_source=abfa41a4,68356.84,Adzuna::API::Response::Job,68356.84,1,-118.28784,part_time,5829182387,2026-08-05T11:14:16Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHROeFllR1E4UkdydktjdlFXM2ZYZyIsImkiOiI1ODI5MTgyMzg3In0.I0vJvlqWDTLzTC159Q7EBFB7D8YFrLp_wEJMB9a47Nw,LVN II - Pediatrics - Part-time,34.12356,"Job Summary: Under the direct supervision of a Registered Nurse or physician provides nursing care in accordance with the legal scope of practice and within established standards of care, policies and procedures. Demonstrates performance consistent with the Mission, Vision and Strategic Plan of the organization. Demonstrates quality and effectiveness in work habits and clinical practice and treats co-workers, patients, families and all members of the health care team with dignity and respect. E…",Adzuna::API::Response::Company,Kaiser Permanente,Adzuna::API::Response::Location,"Los Feliz, Los Angeles County","['US', 'California', 'Los Angeles County', 'Los Feliz']",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182378?utm_medium=api&utm_source=abfa41a4,106310.52,Adzuna::API::Response::Job,106310.52,1,-75.629296,full_time,5829182378,2026-08-05T11:14:16Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE4MjM3OCIsInMiOiJ4dE54WWVHUThSR3J2S2N2UVczZlhnIn0.kN9Xq4_mDIbJWelb7m3QJfbWto9_e8kY67wOlEA3ouw,Senior Reactor Operator,40.25626,"Who We Are As the nation's largest producer of clean, carbon-free energy, Constellation is focused on our purpose: accelerating the transition to a carbon-free future. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Our culture and employee experience make it clear: We are powered by passion and purpose. Together, we're creating healthier communities and a cleaner planet, and our …",Adzuna::API::Response::Company,Constellation Energy,Adzuna::API::Response::Location,"Pottstown, Montgomery County","['US', 'Pennsylvania', 'Montgomery County', 'Pottstown']",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182381?utm_medium=api&utm_source=abfa41a4,37967.29,Adzuna::API::Response::Job,37967.29,1,-71.133074,full_time,5829182381,2026-08-05T11:14:16Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHROeFllR1E4UkdydktjdlFXM2ZYZyIsImkiOiI1ODI5MTgyMzgxIn0.kcWAKUWuW3__B4X0KglFPRvbNxE3Sqx4SzE0eWQYuts,Auto Glass Installation Technician Trainee,42.488678,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work. A Brief Overview A Technician Trainee will be trained and educated to become a proficient auto glass technician. Upon completing our training program, the trainee will…",Adzuna::API::Response::Company,Safelite,Adzuna::API::Response::Location,"Woburn, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Woburn']",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182359?utm_medium=api&utm_source=abfa41a4,41042.45,Adzuna::API::Response::Job,41042.45,1,-71.232202,full_time,5829182359,2026-08-05T11:14:15Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE4MjM1OSIsInMiOiJ4dE54WWVHUThSR3J2S2N2UVczZlhnIn0.4fmeM3NgCZZGW5_wtQiru9OgGUoaXruSavpfG_-UDZk,Auto Glass Installation Technician Trainee,42.435368,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work. A Brief Overview A Technician Trainee will be trained and educated to become a proficient auto glass technician. Upon completing our training program, the trainee will…",Adzuna::API::Response::Company,Safelite,Adzuna::API::Response::Location,"Lexington, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Lexington']",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/details/5829182360?utm_medium=api&utm_source=abfa41a4,41171.19,Adzuna::API::Response::Job,41171.19,1,-71.069036,full_time,5829182360,2026-08-05T11:14:15Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHROeFllR1E4UkdydktjdlFXM2ZYZyIsImkiOiI1ODI5MTgyMzYwIn0.lfuLoKllPIrfudU0luSMouOd0PEec32AiqRBN9ebOn4,Auto Glass Installation Technician Trainee,42.501445,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work. A Brief Overview A Technician Trainee will be trained and educated to become a proficient auto glass technician. Upon completing our training program, the trainee will…",Adzuna::API::Response::Company,Safelite,Adzuna::API::Response::Location,"Wakefield, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Wakefield']",Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,
