salary_min,salary_is_predicted,created,title,redirect_url,id,adref,__CLASS__,salary_max,longitude,latitude,description,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,contract_time,contract_type
0.0,0,2026-07-17T10:48:10Z,"Travel Occupational Therapist - Paying up to $2,185/week",https://www.adzuna.com/land/ad/5804950844?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=B540EC205648411EEC1288746AAD406098E11FF8,5804950844,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNDk1MDg0NCIsInMiOiItb1ptdWU2QjhSR0pjX21pcU1zOGpnIn0.AoTMZqjnzCBz98Tup-Edu-3V6pUVWMYWtjr1_UwvHD8,Adzuna::API::Response::Job,113620.0,-88.30422,42.27,"Vivian is looking for Travel Occupational Therapist Therapys in Crystal Lake, Illinois paying up to $2,185/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Vivian Health,"['US', 'Illinois', 'McHenry County', 'Bull Valley']",Adzuna::API::Response::Location,"Bull Valley, McHenry County",,
0.0,0,2026-07-17T10:48:10Z,"Travel Skilled Nursing Facility (SNF) Physical Therapist - Paying up to $2,473/week",https://www.adzuna.com/land/ad/5804950841?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=F8F584376BF4BE05B3BBA15294836A5E09B0FA36,5804950841,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNDk1MDg0MSIsInMiOiItb1ptdWU2QjhSR0pjX21pcU1zOGpnIn0.dHZbkKxTycFJ9bBtsBrN4VgNeXkv0rJ-tHPQMsFXzE4,Adzuna::API::Response::Job,128596.0,-97.007099,33.046237,"Vivian is looking for Travel Physical Therapist Therapys in Lewisville, Texas paying up to $2,473/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Vivian Health,"['US', 'Texas', 'Denton County', 'Lake Dallas']",Adzuna::API::Response::Location,"Lake Dallas, Denton County",,
81120.0,0,2026-07-17T10:48:09Z,staff - Registered Nurse (RN) - PCU - Progressive Care Unit - $39-43 per hour,https://www.adzuna.com/land/ad/5804950818?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=1D1E2DFB3BB6DEE9E0D14E0E4084B4EF301F7D37,5804950818,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLW9abXVlNkI4UkdKY19taXFNczhqZyIsImkiOiI1ODA0OTUwODE4In0.2JPGD9UDM6eNQet7BRkZrlf5F_n8gfALv0t-WKoM5B4,Adzuna::API::Response::Job,89440.0,-81.080985,32.081259,"Perm Staff Jobs is seeking a Registered Nurse (RN) PCU - Progressive Care Unit for a nursing job in Savannah, Georgia. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Duration: Ongoing Employment Type: Staff RN Progressive Care Unit As a RN Progressive Care Unit, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital c…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",,
52000.0,0,2026-07-17T10:48:08Z,staff - Registered Nurse (RN) - ICU - Intensive Care Unit - $25-40 per hour,https://www.adzuna.com/land/ad/5804950810?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=F03ADA5EECF8D5D52EA7D2FD52047D222DECDF60,5804950810,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNDk1MDgxMCIsInMiOiItb1ptdWU2QjhSR0pjX21pcU1zOGpnIn0.tEgANDHofwUU6zMfUuSJt2ks4keolP-Kp8dzz7JfVxg,Adzuna::API::Response::Job,83200.0,-111.874454,40.876216,"Perm Staff Jobs is seeking a Registered Nurse (RN) ICU - Intensive Care Unit for a nursing job in Bountiful, Utah. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Duration: Ongoing Employment Type: Staff RN ICU Mixed Shift Strong staffing Support when it matters most. Technology and tools that streamline patient monitoring and communication to help you work more efficiently. Robust supply chains to keep you fully equipped. Ongoing clinical education to improve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Utah', 'Davis County', 'Bountiful']",Adzuna::API::Response::Location,"Bountiful, Davis County",,
79040.0,0,2026-07-17T10:48:08Z,staff - Registered Nurse (RN) - Neuro ICU - $38-43 per hour,https://www.adzuna.com/land/ad/5804950816?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=16F1E4EDB24775FBCFF818294DC467F070E27093,5804950816,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNDk1MDgxNiIsInMiOiItb1ptdWU2QjhSR0pjX21pcU1zOGpnIn0.at4L1sRpz9At_vK8BvFqrj-SRpilvPadVCRFZsmDPc8,Adzuna::API::Response::Job,89440.0,-81.080985,32.081259,"Perm Staff Jobs is seeking a Registered Nurse (RN) Neuro ICU for a nursing job in Savannah, Georgia. Job Description & Requirements Specialty: Neuro ICU Discipline: RN Duration: Ongoing Employment Type: Staff Clinical RN Coordinator Neuro ICU Ready for a role that supports your unique calling in patient care and fits your life? At Memorial Health University Medical Center, you’ll find clear pathways to advance backed by our unmatched nationwide transfer policy that lets you grow your career whe…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",,
67220.09,1,2026-07-17T10:48:08Z,staff - Registered Nurse (RN) - Med Surg - $39 per hour,https://www.adzuna.com/land/ad/5804950805?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=A9205462E5B90E8FDA79683928C25B947886482F,5804950805,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLW9abXVlNkI4UkdKY19taXFNczhqZyIsImkiOiI1ODA0OTUwODA1In0.wME9a2WqJqIwR3vjMK06MHlSFH5RXBbx2jHsqIqEXDo,Adzuna::API::Response::Job,67220.09,-82.409626,32.213718,"Perm Staff Jobs is seeking a Registered Nurse (RN) Med Surg for a nursing job in Vidalia, Georgia. Job Description & Requirements Specialty: Med Surg Discipline: RN Duration: Ongoing Employment Type: Staff Registered Nurse As a Registered Nurse, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help s…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Georgia', 'Toombs County', 'Vidalia']",Adzuna::API::Response::Location,"Vidalia, Toombs County",,
76960.0,0,2026-07-17T10:48:08Z,staff - Registered Nurse (RN) - Med Surg - $37-53 per hour,https://www.adzuna.com/land/ad/5804950812?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=6010515314158CA313C6001E713B3315172AF78C,5804950812,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNDk1MDgxMiIsInMiOiItb1ptdWU2QjhSR0pjX21pcU1zOGpnIn0.y5AfcKq20VcEdKmvO2K-MrJuJcb2oziFnignndFTBL4,Adzuna::API::Response::Job,110240.0,-84.8772,31.5562,"Perm Staff Jobs is seeking a Registered Nurse (RN) Med Surg for a nursing job in Bluffton, Georgia. Job Description & Requirements Specialty: Med Surg Discipline: RN Duration: Ongoing Employment Type: Staff RN Bariatrics Last year our HCA Healthcare colleagues invested over 156,000 hours volunteering in our communities. As a Bariatric Med/Surg RN with Memorial Health University Medical Center you can be a part of an organization that is devoted to giving back! Benefits Memorial Health Universit…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Georgia', 'Calhoun County', 'Edison']",Adzuna::API::Response::Location,"Edison, Calhoun County",,
81120.0,0,2026-07-17T10:48:08Z,staff - Registered Nurse (RN) - PCU - Progressive Care Unit - $39-43 per hour,https://www.adzuna.com/land/ad/5804950815?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=D11F9F5E000DE755D564CF69D73A7A4FF891085B,5804950815,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLW9abXVlNkI4UkdKY19taXFNczhqZyIsImkiOiI1ODA0OTUwODE1In0.mtjYfQ4-iQWFef1JxAAzjLfAze8EsLzvlt1JAU7J7_c,Adzuna::API::Response::Job,89440.0,-81.080985,32.081259,"Perm Staff Jobs is seeking a Registered Nurse (RN) PCU - Progressive Care Unit for a nursing job in Savannah, Georgia. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Duration: Ongoing Employment Type: Staff RN Surgical Stepdown As a RN Surgical Stepdown, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils …",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",,
81120.0,0,2026-07-17T10:48:07Z,staff - Registered Nurse (RN) - MICU - Medical Intensive Care Unit - $39-53 per hour,https://www.adzuna.com/land/ad/5804950803?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=C755015CD4170F9DEA3BBA313F6FCBD45D518FFC,5804950803,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNDk1MDgwMyIsInMiOiItb1ptdWU2QjhSR0pjX21pcU1zOGpnIn0.KttSuJYzKLp-g13KhSZuyV_0jQgsvtAFZPfHbzZ5RTE,Adzuna::API::Response::Job,110240.0,-81.25812,32.11716,"Perm Staff Jobs is seeking a Registered Nurse (RN) MICU - Medical Intensive Care Unit for a nursing job in Pooler, Georgia. Job Description & Requirements Specialty: MICU - Medical Intensive Care Unit Discipline: RN Duration: Ongoing Employment Type: Staff RN Medical ICU As a RN Medical ICU, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils …",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Georgia', 'Chatham County', 'Pooler']",Adzuna::API::Response::Location,"Pooler, Chatham County",,
76025.34,1,2026-07-17T10:48:07Z,staff - Registered Nurse (RN) - Cardiac PCU - Progressive Care Unit - $48 per hour,https://www.adzuna.com/land/ad/5804950802?se=-oZmue6B8RGJc_miqMs8jg&utm_medium=api&utm_source=abfa41a4&v=2DF1CA868E66D37D31255B2BEBB7B6E5CCB1AAD0,5804950802,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNDk1MDgwMiIsInMiOiItb1ptdWU2QjhSR0pjX21pcU1zOGpnIn0.dOohYZWCwgZdtPsbuEKhe09WF_YSn-VN6T1PM1rGdgo,Adzuna::API::Response::Job,76025.34,-81.25812,32.11716,"Perm Staff Jobs is seeking a Registered Nurse (RN) Cardiac PCU - Progressive Care Unit for a nursing job in Pooler, Georgia. Job Description & Requirements Specialty: Cardiac PCU - Progressive Care Unit Discipline: RN Duration: Ongoing Employment Type: Staff RN Cardiac Intermediate Care As a RN Cardiac Intermediate Care, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunit…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Perm Staff Jobs,"['US', 'Georgia', 'Chatham County', 'Pooler']",Adzuna::API::Response::Location,"Pooler, Chatham County",,
