created,title,__CLASS__,redirect_url,salary_min,salary_max,adref,description,longitude,latitude,id,contract_time,salary_is_predicted,location.area,location.display_name,location.__CLASS__,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,contract_type
2026-04-17T10:19:00Z,General Maintenance Worker,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625794?utm_medium=api&utm_source=abfa41a4,2087.0,2087.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTc5NCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.9ZjsFsgqLwBNHcUqhD6NLS006EUtjNVnVEWpoGTf8t0,"Cyclic General Maintenance Worker - U.S. Army Fort Jackson Competitive Wages and an INSURANCE ALLOWANCE! Top reasons to work at EMI Services, a subsidiary of TechFlow: Paid time off- Vacation, Sick & Federal Holidays Non-seasonal- Always steady work Cyclic General Maintenance Workers on the Fort Jackson team come from areas of Columbia. Primary responsibilities of the Cyclic General Maintenance Worker overall include performing general maintenance, preventative maintenance, and repairs on build…",-81.036821,33.987339,5702625794,full_time,0,"['US', 'South Carolina', 'Richland County', 'Columbia']","Columbia, Richland County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,"TechFlow, Inc.",Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Private Wealth Advisor,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625826?utm_medium=api&utm_source=abfa41a4,125000.0,185000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgyNiIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.TKOtuEJ5EU0tHIZiLJfmAHaBxRpJs74yuADllxcsHvA,"WealthBridge Financial Group is seeking a results-oriented Private Wealth Advisor to join our team. In this position, you will engage with clients to understand their financial objectives and provide them with tailored advice and strategies that align with their goals. You will leverage your financial expertise to offer comprehensive solutions, including investment opportunities, retirement planning, and wealth management strategies. As a Private Wealth Advisor at WealthBridge, you will play a …",-81.38943,41.433234,5702625826,full_time,0,"['US', 'Ohio', 'Cuyahoga County', 'Chagrin Falls']","Chagrin Falls, Cuyahoga County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,WealthBridge Financial Group,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Full time Hospice RN Case Manager,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625812?utm_medium=api&utm_source=abfa41a4,40220.53,40220.53,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODEyIn0.IDBQwglUbUIdVuEqO9SwOv1zrfL4GESYb7MaKhXsKzw,"At AdvisaCare , we believe that quality care deserves compassionate hearts and skilled professionals. We are excited to announce an opportunity for a dedicated Hospice RN Case Manager to join our growing team in the Hospice team As a Hospice RN Case Manager , you will play a pivotal role in providing personalized, patient-centered care to individuals in their end-of-life journey, ensuring comfort, dignity, and peace. You will work closely with patients, families, and interdisciplinary teams to …",-110.971527,32.214792,5702625812,full_time,1,"['US', 'Arizona', 'Pima County', 'Tucson']","Tucson, Pima County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,AdvisaCare,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Private Wealth Advisor,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625824?utm_medium=api&utm_source=abfa41a4,125000.0,185000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgyNCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.vdt5AOuQUuN0Ts6gUcjoovTCG9EcpitkoJj_Wj1BN4o,"WealthBridge Financial Group is seeking a results-oriented Private Wealth Advisor to join our team. In this position, you will engage with clients to understand their financial objectives and provide them with tailored advice and strategies that align with their goals. You will leverage your financial expertise to offer comprehensive solutions, including investment opportunities, retirement planning, and wealth management strategies. As a Private Wealth Advisor at WealthBridge, you will play a …",-83.128384,40.114072,5702625824,full_time,0,"['US', 'Ohio', 'Franklin County', 'Dublin']","Dublin, Franklin County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,WealthBridge Financial Group,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Part Time Weekend Caregiver,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625804?utm_medium=api&utm_source=abfa41a4,15.0,15.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgwNCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.Tb5mMft_0gLEGErOYorX1hZ-ZllSejI3GSSmJnwldsk,"Earn extra income doing something that matter! Now Hiring: Part-Time Caregiver in Tipton, MO Help seniors in your community live comfortably and safely at home. Phoenix Home Care has an immediate opening for a compassionate caregiver to support a senior client in Tipton. This part-time role may be just a few hours a day, but the care and companionship you provide will make a big impact in your client’s life. While this particular need is limited in hours, there are opportunities for additional …",-92.779915,38.655578,5702625804,full_time,0,"['US', 'Missouri', 'Moniteau County', 'Tipton']","Tipton, Moniteau County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,Phoenix Home Care and Hospice,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Private Wealth Advisor,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625850?utm_medium=api&utm_source=abfa41a4,125000.0,185000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTg1MCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.uUWpaiMeYjF917xri_d-mtP8DMxCz7XXsH4EDSDcQEA,"WealthBridge Financial Group is seeking a results-oriented Private Wealth Advisor to join our team. In this position, you will engage with clients to understand their financial objectives and provide them with tailored advice and strategies that align with their goals. You will leverage your financial expertise to offer comprehensive solutions, including investment opportunities, retirement planning, and wealth management strategies. As a Private Wealth Advisor at WealthBridge, you will play a …",-82.994308,40.174069,5702625850,full_time,0,"['US', 'Ohio', 'Delaware County', 'Lewis Center']","Lewis Center, Delaware County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,WealthBridge Financial Group,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Direct Support Professional,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625835?utm_medium=api&utm_source=abfa41a4,18.0,20.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgzNSIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.f3Gz8JTRpf-E7_YTmqsp-KpDFKJ4jr7d5m4KaKkravk,"Creed Medical is seeking a compassionate and reliable Direct Support Professional (DSP) to join our team. In this role, you will provide support and assistance to individuals with intellectual and developmental disabilities, promoting their independence and well-being. Your efforts will help clients with daily living activities, community integration, and personal growth. Joining Creed Medical means becoming part of a supportive team committed to making a positive difference in the lives of tho…",-76.619692,39.437051,5702625835,full_time,0,"['US', 'Maryland', 'Baltimore County', 'Timonium']","Timonium, Baltimore County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,Creed Medicial,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Lead Java Backend Engineer - AWS Cloud,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625806?utm_medium=api&utm_source=abfa41a4,150000.0,170000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODA2In0.613vmxT9R8i9OkOylhkiBgzlMVTp2flDtCnb4E5nHfo,"Diversified Services Network, Inc. (DSN) is seeking a full-time Lead Software Engineer to join our team in Chicago, IL! We offer a hybrid work model, full benefits, PTO, 401k, and more! If you're looking to grow your technical career within an extremely reputable, stable Fortune 500 company - let's talk! JOB RESPONSIBILITIES: Perform all programming and development assignments without close supervision; normally assigned the more complex aspects of systems work. Act as team leader for developme…",,,5702625806,full_time,0,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"Diversified Services Network, Inc.",Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Private Wealth Advisor,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625853?utm_medium=api&utm_source=abfa41a4,125000.0,185000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTg1MyIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.br9HlDCqo250XxZaYI0SqxEPAMFhbA3oN-fylW4VaFM,"WealthBridge Financial Group is seeking a results-oriented Private Wealth Advisor to join our team. In this position, you will engage with clients to understand their financial objectives and provide them with tailored advice and strategies that align with their goals. You will leverage your financial expertise to offer comprehensive solutions, including investment opportunities, retirement planning, and wealth management strategies. As a Private Wealth Advisor at WealthBridge, you will play a …",-84.223797,39.559292,5702625853,full_time,0,"['US', 'Ohio', 'Warren County', 'Springboro']","Springboro, Warren County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,WealthBridge Financial Group,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Civil Intern,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625838?utm_medium=api&utm_source=abfa41a4,16.0,20.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgzOCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.KK6m46iej59wzy5rP2cZcrLVD2spEJjHmgVnupduqPE,"The Civil Division at LaBella provides 5 areas of service including Municipal, Land Development, Renewable Energy, Planning, Gas and Data Intelligence. We are currently looking for Interns to join our Municipal, Water/Wastewater, and Land Development teams. The chosen candidates will provide technical support to our project managers and will be given a number of opportunities to gain practical knowledge and experience in the civil engineering field. The intern will have the opportunity to work …",-77.606867,43.161471,5702625838,,0,"['US', 'New York', 'Monroe County', 'Rochester']","Rochester, Monroe County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,LaBella Associates,Adzuna::API::Response::Company,contract
