redirect_url,id,description,contract_time,salary_max,adref,latitude,salary_min,salary_is_predicted,__CLASS__,title,created,longitude,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_type
https://www.adzuna.com/land/ad/5740499501?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=74500FEC1035AACF9164B82A770EA21711F74161,5740499501,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,53779.61,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTUwMSIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.LPM28kkDmEttbx19GxD1yJm7srix344hgpN_lFoGYZw,26.124272,53779.61,1,Adzuna::API::Response::Job,Drive with DoorDash,2026-05-25T11:47:47Z,-80.128901,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fort Lauderdale, Broward County","['US', 'Florida', 'Broward County', 'Fort Lauderdale']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499499?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=DA3A591BD3B02C457D0A5F26BE19A659B84B0A58,5740499499,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,66385.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5NDk5In0.v43QmALWgySWlFFDtCg5MrDaRpEvLXp5Djjr7gcU984,26.124272,66385.2,1,Adzuna::API::Response::Job,Drive with Doordash - No CDL license needed,2026-05-25T11:47:35Z,-80.128901,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fort Lauderdale, Broward County","['US', 'Florida', 'Broward County', 'Fort Lauderdale']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499492?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=AC7D1B72E3259D042859976E01F7D0F3CCE0FE6E,5740499492,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,68369.35,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTQ5MiIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.F0NQMDTYHYsLIS-uTmOhYN-LlcZKMb4_SSNJMSOFX3I,26.124272,68369.35,1,Adzuna::API::Response::Job,Delivery Driver - Earn Extra Cash,2026-05-25T11:47:06Z,-80.128901,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fort Lauderdale, Broward County","['US', 'Florida', 'Broward County', 'Fort Lauderdale']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499490?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=E75CC29CF904E96FE2159EDB5BF9726AAA082BF4,5740499490,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,64971.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5NDkwIn0.u3sF3uj6RkRxC6icBCX6C7aK9Jc20RxfZcWXSrABtVw,25.756014,64971.45,1,Adzuna::API::Response::Job,Delivery Driver - No Experience Needed,2026-05-25T11:46:55Z,-80.134484,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Miami, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Miami']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499467?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=D391AFA80C15855B561560E9ED189D999732E924,5740499467,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,61432.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5NDY3In0.Yn814abyPliIdSvYU6tdxwo0TYZCDDiw147SKh33BbE,38.85431,61432.54,1,Adzuna::API::Response::Job,Restaurant Delivery,2026-05-25T11:45:49Z,-104.75578,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Colorado Springs, El Paso County","['US', 'Colorado', 'El Paso County', 'Colorado Springs']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499448?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=F08FDF7AE36FEC8A6EFCFF491E8AEF063B3D0937,5740499448,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,67102.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTQ0OCIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.jevuyOAJAlyF3nxu5Q4Uc9eL3UhYpYrH_px7cGF2zHE,39.75,67102.11,1,Adzuna::API::Response::Job,Drive with Doordash - No CDL license needed,2026-05-25T11:45:13Z,-104.99,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Denver, Colorado","['US', 'Colorado', 'Denver']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499329?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=22C50EB9F85ABBCB9274D61C8FF072EC5071D200,5740499329,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,85820.57,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MzI5In0.W1ZsK38P8lkjoTqh18x0-TKGg8XkD6a0Kr0C9gA2bwI,38.85431,85820.57,1,Adzuna::API::Response::Job,Dashers - Sign Up and Start Earning,2026-05-25T11:44:47Z,-104.75578,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Colorado Springs, El Paso County","['US', 'Colorado', 'El Paso County', 'Colorado Springs']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499298?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=ED00E58A039B8677A4E892C79027E9E662655C84,5740499298,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,80372.39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTI5OCIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.mz66rFXv_5h0qEF56t3R1OJPJe13IYN20-CnjPEc_fU,36.516546,80372.39,1,Adzuna::API::Response::Job,Restaurant Delivery - Sign Up and Start Earning,2026-05-25T11:43:29Z,-87.32203,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clarksville, Montgomery County","['US', 'Tennessee', 'Montgomery County', 'Clarksville']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499281?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=7B3F2C680FA8AB446E0BF0206013C72962B076E9,5740499281,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,52187.81,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MjgxIn0.9iawTn0zW5Z1pVtBHXSjTfmm2mN71fXiBgkGo8USwuQ,36.516546,52187.81,1,Adzuna::API::Response::Job,Drive with DoorDash,2026-05-25T11:42:59Z,-87.32203,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clarksville, Montgomery County","['US', 'Tennessee', 'Montgomery County', 'Clarksville']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499224?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=C892CD26F6BF05E27C33D2EA7278E7023CCED315,5740499224,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,50708.89,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MjI0In0.84lZAlqfoCmqgzkDx-MZbDt49w6BtDA076ybRmJT9uA,39.5254,50708.89,1,Adzuna::API::Response::Job,Drive with DoorDash,2026-05-25T11:41:22Z,-119.813527,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Reno, Washoe County","['US', 'Nevada', 'Washoe County', 'Reno']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
