created,adref,redirect_url,salary_min,id,title,salary_is_predicted,salary_max,longitude,__CLASS__,contract_time,description,latitude,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,location.area,location.__CLASS__,location.display_name,contract_type
2026-06-19T11:59:25Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDczMDQxIn0.zGjOT2lrlPeBA-ArZCgZI6VdcqShCOurNBD41eiC1xo,https://www.adzuna.com/details/5769473041?utm_medium=api&utm_source=abfa41a4,87911.65,5769473041,Occupational Therapist (26-27 School Year),1,87911.65,-97.017588,Adzuna::API::Response::Job,part_time,"Why Choose Candor? At Candor, we’re not just a company—we’re a mission-driven community of educators passionate about making a real difference. Here, your expertise isn’t just appreciated—it’s celebrated. We believe you can serve students meaningfully without sacrificing your work-life balance. Join a supportive team where your growth, well-being, and success take center stage. What We’re Looking For: Are you a compassionate Occupational Therapist dedicated to empowering students and schools? H…",32.781145,Adzuna::API::Response::Company,Candor Consulting & Diagnostics,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Texas', 'Dallas', 'Grand Prairie']",Adzuna::API::Response::Location,"Grand Prairie, Dallas",
2026-06-19T11:59:24Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MzA0MCIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.4-4TluZ0ZNMcUuNglmdEgR8LGUYjIIYISdBU8QR3aZ4,https://www.adzuna.com/details/5769473040?utm_medium=api&utm_source=abfa41a4,81380.46,5769473040,Board Certified Behavior Analyst 26-27 School Year,1,81380.46,-97.017588,Adzuna::API::Response::Job,part_time,"Why Choose Candor? At Candor, we’re not just a company—we’re a mission-driven community of educators passionate about making a real difference. Here, your expertise isn’t just appreciated—it’s celebrated. We believe you can serve students meaningfully without sacrificing your work-life balance. Join a supportive team where your growth, well-being, and success take center stage. What We’re Looking For: Are you a passionate Board Certified Behavior Analyst ready to empower students and schools? H…",32.781145,Adzuna::API::Response::Company,Candor Consulting & Diagnostics,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Texas', 'Dallas', 'Grand Prairie']",Adzuna::API::Response::Location,"Grand Prairie, Dallas",
2026-06-19T11:56:45Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyODk1In0.S36U_IM7Us0i2K5I3uHkXpRlCnV7YB2FC-X2SDnV77E,https://www.adzuna.com/details/5769472895?utm_medium=api&utm_source=abfa41a4,54355.41,5769472895,"Wellness, Life Skills, & Recreation Specialist",1,54355.41,-76.021034,Adzuna::API::Response::Job,full_time,"Position Overview The YWCA of Binghamton/Broome County is committed to the elimination of racism and the empowerment of women and children. The YWCA of Binghamton/Broome County seeks to hire a full-time Wellness, Life Skills, & Recreation Specialist for its supportive housing programs. YWCA housing sites serve individuals and families experiencing homelessness, including seniors and individuals with physical or mental health conditions. This position is responsible for developing and delivering…",42.112853,Adzuna::API::Response::Company,YWCA of Binghamton,social-work-jobs,Adzuna::API::Response::Category,Social work Jobs,"['US', 'New York', 'Broome County', 'Endwell']",Adzuna::API::Response::Location,"Endwell, Broome County",
2026-06-19T11:53:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjk2In0.6bNSfs-huYKEAZofR0HjG31UatbW0DMZQ0zAKWDNWpk,https://www.adzuna.com/land/ad/5769472696?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=B37ADA69ADB61009BC2BAC0A322C889072D57B15,82175.16,5769472696,RN - Labor & Delivery/Nursery/Postpartum - PRN Tier II - Nights - Relocation Required to Forrest Cit,1,82175.16,-85.761632,Adzuna::API::Response::Job,,"Job Description Job Description Please note relocation is required for this role to: Forrest City, AR RN - Labor & Delivery/Nursery/Postpartum - PRN Tier II - Nights Forrest City Medical Center is your community medical provider, serving Eastern Arkansas and its residents with physical therapy, radiology imaging, women’s center and senior care. Forrest City Medical Center is a118 bed Acute Care facility located 40 minutes west of Memphis, TN and less than 90 miles for Little Rock, AR. Position …",38.483396,Adzuna::API::Response::Company,Forrest City Hospital Inc,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Indiana', 'Clark County', 'Memphis']",Adzuna::API::Response::Location,"Memphis, Clark County",
2026-06-19T11:53:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY5NCIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.d-ha1IZN8QIh7qlUK0bZkBJB1rkmXF7aumPazGq7_cw,https://www.adzuna.com/land/ad/5769472694?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=72A24C397E4EB728EF228AC31442BA8E77CCA8F3,137800.0,5769472694,ICU RN (36hrs Days or Nights),0,137800.0,-75.958809,Adzuna::API::Response::Job,,"Job Description Job Description ICU RN _ Johnson City, NY 3x12hrs Days or Night shift - 13weeks 2 yrs of recent exp BLS, ACLS, NIHSS Company Description LanceSoft is rated as one of the largest staffing firms in the US by SIA. Our mission is to establish global cross-culture human connections that further the careers of our employees and strengthen the businesses of our clients. We are driven to use the power of our global network to connect businesses with the right people, and people with the…",42.115631,Adzuna::API::Response::Company,Lancesoft INC,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,"['US', 'New York', 'Broome County', 'Johnson City']",Adzuna::API::Response::Location,"Johnson City, Broome County",
2026-06-19T11:53:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjk3In0.7PrnCDCAXsk63fifwDneHlqgmzY9kNxFP7MKO37UrrA,https://www.adzuna.com/land/ad/5769472697?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=F0E1A96A2B7FADA7446987F63DC6BD0DAA4D50D5,124800.0,5769472697,RN-Psych (Float),0,130000.0,-102.30241,Adzuna::API::Response::Job,,"Job Description Job Description Requirements: 2 years of Adult & Adolescent inpatient psych experience required Floating required BSN required Psych/ Substance inpatient experience required BLS (AHA), ACLS (AHA), CPI, required Restraint Reduction de-escalation /crisis intervention experience preferred. Company Description LanceSoft is rated as one of the largest staffing firms in the US by SIA. Our mission is to establish global cross-culture human connections that further the careers of our em…",40.584437,Adzuna::API::Response::Company,Lancesoft INC,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,"['US', 'Colorado', 'Phillips County', 'Holyoke']",Adzuna::API::Response::Location,"Holyoke, Phillips County",
2026-06-19T11:53:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjk1In0.sTa0tmv1AM2l--GrNkkzDMqVU04bYWW0REx8uYwPHsc,https://www.adzuna.com/land/ad/5769472695?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=03D66254C437BD32FEBB6B1D92F29A2C2E2EC9C8,111800.0,5769472695,RN Med Surg,0,111800.0,-82.328911,Adzuna::API::Response::Job,,"Job Description Job Description Requirements: BLS (AHA), NIHSS 2 yr of Med Surg experience required Covid Card required Company Description LanceSoft is rated as one of the largest staffing firms in the US by SIA. Our mission is to establish global cross-culture human connections that further the careers of our employees and strengthen the businesses of our clients. We are driven to use the power of our global network to connect businesses with the right people, and people with the right busine…",29.642252,Adzuna::API::Response::Company,Lancesoft INC,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,"['US', 'Florida', 'Alachua County', 'Gainesville']",Adzuna::API::Response::Location,"Gainesville, Alachua County",
2026-06-19T11:53:38Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY5MCIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.sFdsO7DB41OQyVzj2-3KiYovrbQVHYy6UjH7GsUjKm8,https://www.adzuna.com/land/ad/5769472690?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=4A9903F8C299F29BBBA5ECCE0FA73D621371115D,73665.42,5769472690,Shop Mobile Equipment Mechanic,1,73665.42,-104.542223,Adzuna::API::Response::Job,,Job Description Job Description Location: Canon City Shop CO Job Req ID: 17092 Join our amazing team and contribute as a: Shop Mobile Equipment Mechanic ABOUT THE ROLE This position is primarily responsible for maintaining the mobile equipment fleet in a state of readiness. Performs the appropriate vehicle/mobile equipment inspections and preventative maintenance. Performs required vehicle/mobile equipment repair maintenance. Informs supervisor of vehicle condition that could impact production.…,38.306019,Adzuna::API::Response::Company,Amrize,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,"['US', 'Colorado', 'Pueblo County', 'Pueblo']",Adzuna::API::Response::Location,"Pueblo, Pueblo County",
2026-06-19T11:53:38Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY5MSIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.1nE7hR8t_OgoX4x4LYm-VTqBfs6uYZZ3RxFE2nH_zrA,https://www.adzuna.com/land/ad/5769472691?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=B677A6B911B6B9336151D07861AA38FBC7491993,58345.54,5769472691,Special Education Teacher 2026-2027 SY,1,58345.54,-83.174858,Adzuna::API::Response::Job,,"Job Description Job Description $2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your bes…",30.053001,Adzuna::API::Response::Company,Epic Special Education Staffing,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"['US', 'Florida', 'Lafayette County', 'Mayo']",Adzuna::API::Response::Location,"Mayo, Lafayette County",
2026-06-19T11:53:37Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY4OSIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.4Xtkeg9icaNWy7eHRwpWfV9Qk0sAaf9MS-VflN6yM0s,https://www.adzuna.com/land/ad/5769472689?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=D80131B73A8B98CFF2FA4F41D6E3D929705F2615,114400.0,5769472689,"Senior Manager - Real-World Evidence (RWE), Immunology",0,120640.0,-75.227676,Adzuna::API::Response::Job,,"Job Description Job Description About Client Medicine: We believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly i…",40.185386,Adzuna::API::Response::Company,Lancesoft INC,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,"['US', 'Pennsylvania', 'Montgomery County', 'Spring House']",Adzuna::API::Response::Location,"Spring House, Montgomery County",
