redirect_url,salary_is_predicted,created,title,salary_max,description,adref,id,__CLASS__,latitude,salary_min,longitude,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
https://www.adzuna.com/land/ad/5861374301?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=0E808AE49C9C1E3F73A8B762AD98628A7DB0E180,1,2026-08-29T13:03:24Z,"Travel MedSurg RN in Cape Girardeau, Missouri",22202.57,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MzAxIn0.fHHw5OA8CU5-fcKVPxbmZAPxol16yS1AhIm8uLMV04c,5861374301,Adzuna::API::Response::Job,37.3662,22202.57,-89.6439,Gifted Healthcare,Adzuna::API::Response::Company,"['US', 'Missouri', 'Cape Girardeau County', 'Jackson']",Adzuna::API::Response::Location,"Jackson, Cape Girardeau County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
https://www.adzuna.com/land/ad/5861374299?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=4EE6192A3B0EC311FDAAE092464E8F82E3799956,1,2026-08-29T13:03:24Z,Registered Nurse Labor and Delivery,103744.6,"Job Description: Platte Valley Hospital | Brighton, Colorado If you're an experienced Labor & Delivery nurse looking for greater autonomy, stronger teamwork, and meaningful patient connections, Platte Valley Hospital offers a unique opportunity to practice at the top of your license in a highly collaborative community hospital environment. As part of Intermountain Health, you'll enjoy the close-knit culture of a community hospital combined with the resources, stability, and career opportunities…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI5OSIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.MHP0wgBFjAL9lOhodwZW0cziEctp3lYb1xPWnoTPrY0,5861374299,Adzuna::API::Response::Job,39.98246,103744.6,-104.796523,Intermountain Health,Adzuna::API::Response::Company,"['US', 'Colorado', 'Adams County', 'Brighton']",Adzuna::API::Response::Location,"Brighton, Adams County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
https://www.adzuna.com/land/ad/5861374302?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=14DA82BF15D1ABFD27E4C32EE80ED95A53A5183C,1,2026-08-29T13:03:24Z,"Regional CDL-A Driver – Home More, Stress Less",118623.07,"Tired of being gone for weeks at a time? Updike Distribution Logistics runs true regional lanes across AZ, So. CA, No. CA, NV, and UT — so you get consistent freight without sacrificing your life at home. What You'll Earn 55–60.5 CPM (base  mileage bonus) $500 Transition Bonus, $2,500 retention bonus at 180 days Detention, layover, and extra stop pay on top of your mileage What You'll Get Medical/dental/vision after 90 days 401(k) match up to 6% Paid orientation and paid vacation What You Won't…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDMwMiIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.CpEYltmsHLxqnHgYwKz6m1qzmoWkdQqbWNHMfyhP8wI,5861374302,Adzuna::API::Response::Job,34.536754,118623.07,-117.344677,Updike Distribution Logistics,Adzuna::API::Response::Company,"['US', 'California', 'San Bernardino County', 'Oro Grande']",Adzuna::API::Response::Location,"Oro Grande, San Bernardino County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374297?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=FAE81C34CBABCE3B50D238F6D52C7FCDC065D480,1,2026-08-29T13:03:24Z,"Regional CDL-A Driver – Home More, Stress Less",108594.29,"Tired of being gone for weeks at a time? Updike Distribution Logistics runs true regional lanes across AZ, So. CA, No. CA, NV, and UT — so you get consistent freight without sacrificing your life at home. What You'll Earn 55–60.5 CPM (base  mileage bonus) $500 Transition Bonus, $2,500 retention bonus at 180 days Detention, layover, and extra stop pay on top of your mileage What You'll Get Medical/dental/vision after 90 days 401(k) match up to 6% Paid orientation and paid vacation What You Won't…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI5NyIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.RekcRIcOfjMKokKjnHXvAgxVx4vm86UurpsU1nlWg68,5861374297,Adzuna::API::Response::Job,33.924283,108594.29,-118.201422,Updike Distribution Logistics,Adzuna::API::Response::Company,"['US', 'California', 'Los Angeles County', 'Lynwood']",Adzuna::API::Response::Location,"Lynwood, Los Angeles County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374290?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=B7D1F022227F601EF8FC79BC78DF5797524BCDF3,1,2026-08-29T13:03:22Z,CT Technologist,98381.95,"Description CT Technologist for Providence Portland Medical Center in Portland, OR. Various Shifts and Schedules Available with Flexible Scheduling for Full-Time Day and Night Shifts! Sign-on Bonus for eligible external candidates who meet all conditions for payment – this is in addition to the fantastic benefits and compensation package offered by Providence that begin on your first day of employment. Full-Time $6,000 Part-Time $4,000 Join our team of dedicated caregivers who work tirelessly e…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI5MCIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.Yt4cmwMYQpTajFwNjT94oAi33F-eJCItn6BHQUQOc2M,5861374290,Adzuna::API::Response::Job,45.40986,98381.95,-122.68008,Providence,Adzuna::API::Response::Company,"['US', 'Oregon', 'Clackamas County', 'Lake Oswego']",Adzuna::API::Response::Location,"Lake Oswego, Clackamas County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
https://www.adzuna.com/land/ad/5861374284?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=1CD16E9E45F516EFCAAE024B6E12119BAC7528DF,1,2026-08-29T13:03:22Z,Warehouse Supervisor,63363.52,"Our team members are at the heart of everything we do. At Cencora, we are united in our responsibility to create healthier futures, and every person here is essential to us being able to deliver on that purpose. If you want to make a difference at the center of health, come join our innovative company and help us improve the lives of people and animals everywhere. Apply today! Job Details Sign-on Bonus: $3,000 Shift Hours: Sunday - Thursday 8:00pm- complete Please note, flexibility in schedule …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0Mjg0In0.rFTozN2OZ__GThb6_jFoDMpCif21Uyz29qejGKV6ZFQ,5861374284,Adzuna::API::Response::Job,44.776519,63363.52,-93.500763,Cencora,Adzuna::API::Response::Company,"['US', 'Minnesota', 'Scott County', 'Shakopee']",Adzuna::API::Response::Location,"Shakopee, Scott County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,full_time,
https://www.adzuna.com/land/ad/5861374289?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=8195B3BD64ED978245163727D6EBB15A22593F8A,1,2026-08-29T13:03:22Z,"Regional CDL-A Driver – Home More, Stress Less",119420.58,"Tired of being gone for weeks at a time? Updike Distribution Logistics runs true regional lanes across AZ, So. CA, No. CA, NV, and UT — so you get consistent freight without sacrificing your life at home. What You'll Earn 55–60.5 CPM (base  mileage bonus) $500 Transition Bonus, $2,500 retention bonus at 180 days Detention, layover, and extra stop pay on top of your mileage What You'll Get Medical/dental/vision after 90 days 401(k) match up to 6% Paid orientation and paid vacation What You Won't…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI4OSIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.OzDwp-3AX542VrRDy15rRBs3FqLEqGsULk3y64Z3DQ8,5861374289,Adzuna::API::Response::Job,34.559961,119420.58,-118.042134,Updike Distribution Logistics,Adzuna::API::Response::Company,"['US', 'California', 'Los Angeles County', 'Littlerock']",Adzuna::API::Response::Location,"Littlerock, Los Angeles County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374247?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=CDA2A2922690D263FB7D4928F5B90EC4ABF1D919,1,2026-08-29T13:03:22Z,"Regional CDL-A Driver – Home More, Stress Less",96554.54,"Tired of being gone for weeks at a time? Updike Distribution Logistics runs true regional lanes across AZ, So. CA, No. CA, NV, and UT — so you get consistent freight without sacrificing your life at home. What You'll Earn 55–60.5 CPM (base  mileage bonus) $500 Transition Bonus, $2,500 retention bonus at 180 days Detention, layover, and extra stop pay on top of your mileage What You'll Get Medical/dental/vision after 90 days 401(k) match up to 6% Paid orientation and paid vacation What You Won't…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI0NyIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.-mMc3xN0bevYzRH0GJZIWcEbi8OmJtqgae0-1q5KqVI,5861374247,Adzuna::API::Response::Job,34.16022,96554.54,-118.05198,Updike Distribution Logistics,Adzuna::API::Response::Company,"['US', 'California', 'Los Angeles County', 'Sierra Madre']",Adzuna::API::Response::Location,"Sierra Madre, Los Angeles County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374285?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=DCE0075CCE29A0D519DB193BFBC6E914B9690E3B,1,2026-08-29T13:03:22Z,"Travel MedSurg RN in Des Moines, Iowa",23919.65,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI4NSIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.hC6reaw6x8Ke6czzOIehUEn45T2rOLA3ybhHayMeVE0,5861374285,Adzuna::API::Response::Job,41.59295,23919.65,-93.60019,Gifted Healthcare,Adzuna::API::Response::Company,"['US', 'Iowa', 'Polk County', 'South Des Moines']",Adzuna::API::Response::Location,"South Des Moines, Polk County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
https://www.adzuna.com/land/ad/5861374291?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=9BFC680845B63A0091880F5166ADD1CD39D8C993,1,2026-08-29T13:03:22Z,"Regional CDL-A Driver – Home More, Stress Less",102485.4,"Tired of being gone for weeks at a time? Updike Distribution Logistics runs true regional lanes across AZ, So. CA, No. CA, NV, and UT — so you get consistent freight without sacrificing your life at home. What You'll Earn 55–60.5 CPM (base  mileage bonus) $500 Transition Bonus, $2,500 retention bonus at 180 days Detention, layover, and extra stop pay on top of your mileage What You'll Get Medical/dental/vision after 90 days 401(k) match up to 6% Paid orientation and paid vacation What You Won't…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI5MSIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.w7nfHG387PhOm-EPCGvdb0k_PZ_0MTCtAnrQsDytA8A,5861374291,Adzuna::API::Response::Job,,102485.4,,Updike Distribution Logistics,Adzuna::API::Response::Company,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
