redirect_url,description,id,adref,longitude,__CLASS__,salary_max,salary_min,latitude,created,title,salary_is_predicted,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,contract_type
https://www.adzuna.com/land/ad/5756398409?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=6C3013863C88C3B2262EEE75B12B2BD63D787288,"Job Description Job Description MICRO CENTER is the nation’s leading computer and electronics big‑box retailer, offering more than 40,000 of the industry’s best technology products. For over 45 years, our success has been built on unmatched product expertise, a passion for innovation, and a deep commitment to exceptional customer service. At Micro Center, Passion, Energy, and Commitment aren’t just words—they’re how we work, grow, and win together. We take pride in creating long‑term customer r…",5756398409,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4NDA5In0.1Oe-uSg6CQ91cW716PMIbz2bIz4DQb0o6QnXzh7zdzw,-93.818785,Adzuna::API::Response::Job,100249.86,100249.86,33.77632,2026-06-08T12:38:26Z,DIRECTOR OF RETAIL MEDIA,1,"['US', 'Arkansas', 'Hempstead County', 'Columbus']",Adzuna::API::Response::Location,"Columbus, Hempstead County",Micro Center Inc,Adzuna::API::Response::Company,"PR, Advertising & Marketing Jobs",Adzuna::API::Response::Category,pr-advertising-marketing-jobs,,
https://www.adzuna.com/land/ad/5756398387?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=C6DECDA3ABAC6C15856B376C0EDB7DB7C8BB8540,"Job Description Job Description Solo OTR Drivers: 2,000 Miles Per Week On Average. Now with $2,000 Sign On Bonus! True Up Program Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $5,000 Sign-On Bonus/split with an average of 5,000 miles per week! $0.72 - $0.80 CPM Split Starting Pay Don’t have a team partner? We will help you find the right partner with our Team Match program. Or make your own team. Now's the time to bring on a family membe…",5756398387,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4Mzg3In0.QAvrHcOVF1npfjyBdBcNUmkTqLFHOGrOYd6ldy18y5E,-100.484821,Adzuna::API::Response::Job,89960.0,0.0,31.892366,2026-06-08T12:38:25Z,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.73k per week,0,"['US', 'Texas', 'Coke County', 'Robert Lee']",Adzuna::API::Response::Location,"Robert Lee, Coke County",U.S. Xpress - OTR,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
https://www.adzuna.com/land/ad/5756398371?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=B9FE16C1AD37283BC3D5637819085F9C106E5767,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",5756398371,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODM3MSIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.U80B6ODCKzpcsel8kLOTxrsqPSdYMvxLI2m2M6dsoFY,-119.217889,Adzuna::API::Response::Job,68134.51,68134.51,36.387173,2026-06-08T12:38:24Z,Remote Customer Service and Sales | Bilingual(Spanish/English),1,"['US', 'California', 'Tulare County', 'Ivanhoe']",Adzuna::API::Response::Location,"Ivanhoe, Tulare County",HMG Careers,Adzuna::API::Response::Company,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,,
https://www.adzuna.com/land/ad/5756398315?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=D69E64C9ED1FE2098D822D78025664BCF22DA8F5,"Guides the day-to-day activities for a team that ensures electrical, mechanical, pneumatic, and hydraulic servicing and efficient maintenance of production machinery and equipment, physical plant, utilities, and grounds. Ensures compliance with all regulations and company policies and procedures. Maintains a safe work environment and monitors procedures. Supervises repair and maintenance projects. Works closely with various departments to ensure efficient operations. At Butterball, we exist to …",5756398315,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzE1In0.bRlPex5JnvMkJrJwrHBlcfYviHw_C_fUE6sTBJoReP8,-78.106669,Adzuna::API::Response::Job,60964.23,60964.23,35.154577,2026-06-08T12:38:23Z,Maintenance Supervisor - Tray Pack,1,"['US', 'North Carolina', 'Duplin County', 'Calypso']",Adzuna::API::Response::Location,"Calypso, Duplin County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398322?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=46CD2F276C65866C9F86FB86DA3A0E8C6C4C3177,"Facilities IMTs will work individually or as a member of a team, perform a wide variety of skilled/unskilled landscaping and grounds maintenance functions and semi-skilled preventive maintenance and repair work while ensuring the Facilities and Grounds are maintained at the highest level possible regarding safety, cleanliness and operability. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories,…",5756398322,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzIyIn0.XaKH6CZ2nLkCKO5KzO3bmT0j72U36HMvcWiZXokL-F0,-78.044828,Adzuna::API::Response::Job,62276.71,62276.71,35.180334,2026-06-08T12:38:23Z,FACILITIES MAINTENANCE II ( WASTE WATER ),1,"['US', 'North Carolina', 'Wayne County', 'Mount Olive']",Adzuna::API::Response::Location,"Mount Olive, Wayne County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398308?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=B3AB4AE645EA268BCE1409F528E7B4B963D3C2EC,"Facilities IMTs will work individually or as a member of a team, perform a wide variety of skilled/unskilled landscaping and grounds maintenance functions and semi-skilled preventive maintenance and repair work while ensuring the Facilities and Grounds are maintained at the highest level possible regarding safety, cleanliness and operability. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories,…",5756398308,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMwOCIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.iC8MtPMOISwHTclwvO1CjHrVHCdufsxXFL9P9h1ETM4,-78.022622,Adzuna::API::Response::Job,37520.16,37520.16,35.293309,2026-06-08T12:38:23Z,FACILITIES MAINTENANCE II ( WASTE WATER ),1,"['US', 'North Carolina', 'Wayne County', 'Dudley']",Adzuna::API::Response::Location,"Dudley, Wayne County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398335?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=C0D45DFB1254997BBA933A561EA11DA28479A88C,"Maintenance lead position responsible for assisting the Supervisor with duties in the maintenance area while ensuring that job tasks, assignments, and safety are followed. The Lead will also be responsible for performing a variety of maintenance tasks and focused on training all maintenance personnel to support the daily goals. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing qual…",5756398335,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMzNSIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.H8IFaob1SDdCLUfY8zwB-H06pBE2ftT2XVWi0viMcbA,-78.106669,Adzuna::API::Response::Job,39179.0,39179.0,35.154577,2026-06-08T12:38:23Z,MAINTENANCE TEAM LEAD (ES REFRIGERATION),1,"['US', 'North Carolina', 'Duplin County', 'Calypso']",Adzuna::API::Response::Location,"Calypso, Duplin County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398302?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=BD67FB4CD6FC700166893F2EDA08A9F7DA8EB875,"At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means having a team who supports you, having the opportunity to grow personally and professionally, and making an impact on the health of others daily. Whether you choose to work at one of our five (5) manufac…",5756398302,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMwMiIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.xxz_YnfcG_gRhkOpueVFXNM9yeETJrUbc7D0wnhfroU,-79.003881,Adzuna::API::Response::Job,89452.45,89452.45,35.059298,2026-06-08T12:38:23Z,Maintenance Superintendent - Refrigeration,1,"['US', 'North Carolina', 'Cumberland County', 'Lafayette']",Adzuna::API::Response::Location,"Lafayette, Cumberland County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398336?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=211B5A62CC97FD9ADD14390C9243D851220FB579,"Provide mechanical support service in response to operational changes resulting from malfunction, breakdown, relocation, replacement or other modification of existing mechanical systems and/or equipment. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means…",5756398336,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzM2In0.EWIyVeRQcCYIb4eRY8Cl_YKdo3ErIsGp3JZcy3aFMKI,-78.07339,Adzuna::API::Response::Job,53886.91,53886.91,34.998538,2026-06-08T12:38:23Z,MAINTENANCE TECHNICIAN II,1,"['US', 'North Carolina', 'Duplin County', 'Warsaw']",Adzuna::API::Response::Location,"Warsaw, Duplin County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398333?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=A39162493E940D6B22B8EF9FC77F4537390DADE7,"Maintenance lead position responsible for assisting the Supervisor with duties in the maintenance area while ensuring that job tasks, assignments, and safety are followed. The Lead will also be responsible for performing a variety of maintenance tasks and focused on training all maintenance personnel to support the daily goals. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing qual…",5756398333,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMzMyIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.w68wGgjVqOvWwl_ijYAZWNj4niuMMHEzYKSA1KSSqCQ,-78.07339,Adzuna::API::Response::Job,43603.34,43603.34,34.998538,2026-06-08T12:38:23Z,MAINTENANCE TEAM LEAD (ES REFRIGERATION),1,"['US', 'North Carolina', 'Duplin County', 'Warsaw']",Adzuna::API::Response::Location,"Warsaw, Duplin County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
