created,id,salary_is_predicted,__CLASS__,redirect_url,longitude,adref,description,title,salary_min,salary_max,latitude,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.area,location.display_name,location.__CLASS__,contract_type,contract_time
2026-09-25T13:46:43Z,5898612777,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612777?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=6FC59CCF9D0B62655984AF7569BC7A576B4EEB92,-95.294803,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5ODYxMjc3NyIsInMiOiJPQnl4T1FxNThSR0N3Nmt1VERySmxnIn0.MvziQ9WWkxRpfkEJc-S45fsYp8hdjU8D1UXlJIfed0c,"American Traveler is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Tyler, Texas. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 10/20/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Assignment Overview Shift: Days, 3x12hrs Hours: 36 hrs/wk Start Date: Oct 20, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring an experienced ER RN with Level I Trauma ex…","Travel ER RN - $1,915 per week",0.0,99580.0,32.325203,Adzuna::API::Response::Company,American Traveler,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Smith County', 'Tyler']","Tyler, Smith County",Adzuna::API::Response::Location,,
2026-09-25T13:46:43Z,5898612779,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612779?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=21F354DC0314E1C965810D64784826138FB09799,-82.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0J5eE9RcTU4UkdDdzZrdVREckpsZyIsImkiOiI1ODk4NjEyNzc5In0._r-oztsQElKYZRQQylu6rRmmqzYqxuzd_D0koDRKs94,"LanceSoft is seeking a travel nurse RN PICU - Pediatric Intensive Care for a travel nursing job in Asheville, North Carolina. Job Description & Requirements Specialty: PICU - Pediatric Intensive Care Discipline: RN Start Date: ASAP Duration: 8 weeks 48 hours per week Shift: 12 hours, days Employment Type: Travel LanceSoft Job ID j975v9pd7enb0c79ckq4mehyt58f3126. Pay package is based on 12 hour shifts and 48 hours per week (subject to confirmation) with tax-free stipend amount to be determined. …","Travel Nurse RN - PICU - Pediatric Intensive Care - $3,600 per week",0.0,187200.0,35.6,Adzuna::API::Response::Company,LanceSoft,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'North Carolina', 'Buncombe County', 'Asheville']","Asheville, Buncombe County",Adzuna::API::Response::Location,,
2026-09-25T13:46:42Z,5898612760,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612760?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=9D0AA57B59E2EE7D7E8D7BB4F9CF897BFB570521,-122.67199,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5ODYxMjc2MCIsInMiOiJPQnl4T1FxNThSR0N3Nmt1VERySmxnIn0.c53v2mH60MuWFyEnUxJSBD6-IsAUkoMZZ8nxZbSIYwA,"Genie Healthcare is seeking a travel nurse RN CVOR for a travel nursing job in Portland, Oregon. Job Description & Requirements Specialty: CVOR Discipline: RN Start Date: 10/12/2026 Duration: 12 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Genie Healthcare is looking for a RN to work in RN-CVOR for a 12 weeks travel assignment located in Portland, OR for the Shift (3x12hr days, 07:00:00-19:00:00, 12.00-3). Pay and benefits packages are estimated based on client bill rat…","Travel CVOR RN - $2,361 per week",0.0,122772.0,45.518244,Adzuna::API::Response::Company,Genie Healthcare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Oregon', 'Multnomah County', 'Portland']","Portland, Multnomah County",Adzuna::API::Response::Location,,
2026-09-25T13:46:42Z,5898612776,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612776?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=CE590DE7836607667BA3F1D870FCF8806D9640C6,-82.206243,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0J5eE9RcTU4UkdDdzZrdVREckpsZyIsImkiOiI1ODk4NjEyNzc2In0.M-5uzifH45vC1J33Y6JtP_ohmw1KVdH0LMSvoSl1nZY,"ALOIS Healthcare is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Bristol, Tennessee. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 10/11/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Travel Much of the work they do centers on assessing and tracking changes in patients' conditions and reporting this information to the doctor heading the treatment team. They also frequently…","Travel Nurse RN - PCU - Progressive Care Unit - $3,100 per week",0.0,161200.0,36.581764,Adzuna::API::Response::Company,ALOIS Healthcare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Tennessee', 'Sullivan County', 'Bristol']","Bristol, Sullivan County",Adzuna::API::Response::Location,,
2026-09-25T13:46:41Z,5898612751,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612751?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=45A2FCDBDD02233DDB6E7DFBA04E93AD566B72A3,-117.777676,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5ODYxMjc1MSIsInMiOiJPQnl4T1FxNThSR0N3Nmt1VERySmxnIn0.wmH97t7PfQH_K-TtwfGr5FoUyArGP_1UY65_3AZbKr4,"American Traveler is seeking a travel nurse RN Telemetry for a travel nursing job in Pomona, California. Job Description & Requirements Specialty: Telemetry Discipline: RN Start Date: 10/13/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Oct 13, 2026 Length: 13 weeks Openings: 2 Description American Traveler is hiring an RN-Telemetry for a night shift Observation Unit position requi…","Travel Telemetry RN - $1,693 per week",0.0,88036.0,34.068163,Adzuna::API::Response::Company,American Traveler,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,"['US', 'California', 'Los Angeles County', 'Phillips Ranch']","Phillips Ranch, Los Angeles County",Adzuna::API::Response::Location,,
2026-09-25T13:46:41Z,5898612756,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612756?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=11ACB35EBDD0D104CB0DCA472308E577DB3DBDFB,-86.514712,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0J5eE9RcTU4UkdDdzZrdVREckpsZyIsImkiOiI1ODk4NjEyNzU2In0.3fHsFOBKYz_k3Vaizdzy3al6hsNcQL2vzhoZ0-zpeSE,"HealthTrust Workforce Solutions HCA is seeking a travel nurse RN PACU - Post Anesthesia Care for a travel nursing job in Smyrna, Tennessee. Job Description & Requirements Specialty: PACU - Post Anesthesia Care Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Entrust Your Career to HealthTrust! At HealthTrust, we believe that healthcare is not defined by the four walls in which it is practiced; it’s defined by its people. We pride ourselves on cra…","Travel Nurse RN - PACU - Post Anesthesia Care - $1,918 per week",0.0,99736.0,35.96507,Adzuna::API::Response::Company,HealthTrust Workforce Solutions HCA,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Tennessee', 'Rutherford County', 'Smyrna']","Smyrna, Rutherford County",Adzuna::API::Response::Location,,
2026-09-25T13:46:41Z,5898612748,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612748?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=D27239DD8B54BB7B0FAD8B64C2EE27C67D773352,-98.536461,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0J5eE9RcTU4UkdDdzZrdVREckpsZyIsImkiOiI1ODk4NjEyNzQ4In0.NqR2mh6WGwzbix8k-XoaB7qXZFB8vEHJWyS8ySt5ceU,"Uniti Med is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Wichita Falls, Texas. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 10/19/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Benefits: Day 1 Insurance Cigna medical, MetLife dental and vision insurance License reimbursement for new licenses needed for each assignment Discounts with hotels and rental cars A dedica…","Travel Neuro PCU RN - $1,694 per week",0.0,88088.0,33.893322,Adzuna::API::Response::Company,Uniti Med,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Wichita County', 'Wichita Falls']","Wichita Falls, Wichita County",Adzuna::API::Response::Location,,
2026-09-25T13:46:40Z,5898612745,0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612745?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=827161F312CF098B1477C0CB2520D4CA01BA3260,-89.56409,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5ODYxMjc0NSIsInMiOiJPQnl4T1FxNThSR0N3Nmt1VERySmxnIn0.zJaEAvY5xt3zHi3kEPUM2guGtdwqBbO2PfjnWtwsgQg,"American Traveler is seeking a travel nurse RN Neuro ICU for a travel nursing job in Peoria, Illinois. Job Description & Requirements Specialty: Neuro ICU Discipline: RN Start Date: 10/12/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Oct 12, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring an experienced RN for a Neuro ICU night shift position requiring cr…","Travel Neuro ICU RN - $2,527 per week",0.0,131404.0,40.70923,Adzuna::API::Response::Company,American Traveler,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Peoria County', 'Vets Row']","Vets Row, Peoria County",Adzuna::API::Response::Location,,
2026-09-25T13:46:19Z,5898612724,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612724?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=730B81C4D0E575638CDF81EDF06CA95CDC61C2F6,-111.940325,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0J5eE9RcTU4UkdDdzZrdVREckpsZyIsImkiOiI1ODk4NjEyNzI0In0.UjIc1s43NoORZYOchSx8tExFrilCuXjCHaW8O5sGNF0,"OVERVIEW OF THE COMPANY Fox Corporation Under the FOX banner, we produce and distribute content through some of the world’s leading and most valued brands, including: FOX News Media, FOX Sports, FOX Entertainment, FOX Television Stations and Tubi Media Group. We empower a diverse range of creators to imagine and develop culturally significant content, while building an organization that thrives on creative ideas, operational expertise and strategic thinking. JOB DESCRIPTION FOX is proud to supp…","Spring 2027 FOX Technology Internship Program - Tempe, AZ",58641.48,58641.48,33.436666,Adzuna::API::Response::Company,FOX Corporation,Creative & Design Jobs,creative-design-jobs,Adzuna::API::Response::Category,"['US', 'Arizona', 'Maricopa County', 'Tempe']","Tempe, Maricopa County",Adzuna::API::Response::Location,contract,
2026-09-25T13:46:18Z,5898612713,1,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5898612713?se=OByxOQq58RGCw6kuTDrJlg&utm_medium=api&utm_source=abfa41a4&v=DAF7034CD3BD754D982F93751F071FB3A5A939A6,-122.086585,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5ODYxMjcxMyIsInMiOiJPQnl4T1FxNThSR0N3Nmt1VERySmxnIn0.iv87trfGfGl02eaM84arrTXeDXZZQnJb8SNSiifyGFA,"SPREAD ENTHUSIASM. SHAPE THE FUTURE. SHARE YOUR PASSION. Knowing the destination isn't enough: you need to know how to get there. Build up your own networks, exploit new ideas, consistently take the initiative. Inspire other people with your enthusiasm. That's the only way to give ideas the power that allows them to become true innovations. Spring 2027 - Summer 2027 Full-Time Internship - Mountain View, CA March 8, 2027 - September 3, 2027 WHAT AWAITS YOU. Supporting the strategic purchasing pr…","Intern, Purchasing Digital Services - Spring 2027 - Summer 2027",50323.58,50323.58,37.378535,Adzuna::API::Response::Company,BMW,Consultancy Jobs,consultancy-jobs,Adzuna::API::Response::Category,"['US', 'California', 'Santa Clara County', 'Mountain View']","Mountain View, Santa Clara County",Adzuna::API::Response::Location,contract,full_time
