redirect_url,__CLASS__,longitude,adref,description,salary_is_predicted,title,salary_max,latitude,created,id,salary_min,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_time,contract_type
https://www.adzuna.com/land/ad/5870854178?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=C857139ADB9C333E1701FC4E88D36572A0CD122A,Adzuna::API::Response::Job,-113.88805,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODU0MTc4In0.iEt8vl2f8fuXzHyneNiM9rar2GpopxmiM9su9B5p7F4,"PRIDE Health is seeking a travel nurse RN Med Surg for a travel nursing job in Salmon, Idaho. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 09/21/2026 Duration: 8 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel PRIDE Health Job ID 19089774. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:Med Surg,19:00:00-07:30:00 About PRIDE Health…",0,"Travel Med Surg RN - $2,353 per week",122356.0,45.140398,2026-09-04T12:47:08Z,5870854178,0.0,PRIDE Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Salmon, Lemhi County","['US', 'Idaho', 'Lemhi County', 'Salmon']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870854147?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=6A8B85B15308F98A47CB4C2987D5BB8CBF9EDCE5,Adzuna::API::Response::Job,-84.287316,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODU0MTQ3In0.AEds2bwYKnHMvtJlDRN4b___218FetFMCgUXiA0OQa8,"Uniti Med is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Midland, Michigan. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 09/28/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Benefits: Day 1 Insurance Cigna medical, MetLife dental and vision insurance License reimbursement for new licenses needed for each assignment Discounts with hotels and rental cars A dedicated recruiter and…",0,"Travel Med Surg RN - $1,876 per week",97552.0,43.615963,2026-09-04T12:47:05Z,5870854147,0.0,Uniti Med,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Midland, Midland County","['US', 'Michigan', 'Midland County', 'Midland']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870854107?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=683A85BA939071C0F18954DE86ABDE8F1419EB90,Adzuna::API::Response::Job,-74.432741,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODU0MTA3In0.XHkz9-HFWAVtz8dBY50_ycN1BeT2oKVjL4xS4b9tcSs,"LanceSoft is seeking a travel nurse RN Case Management for a travel nursing job in Morristown, New Jersey. Job Description & Requirements Specialty: Case Management Discipline: RN Start Date: 09/14/2026 Duration: 13 weeks 35 hours per week Shift: 7 hours, days Employment Type: Travel LanceSoft Job ID j971t14f14vyvp3nxwcyeted258drv4p. Pay package is based on 7 hour shifts and 35 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN Case Mana…",0,"Travel Nurse RN - Case Management - $2,300 per week",119600.0,40.78062,2026-09-04T12:47:04Z,5870854107,0.0,LanceSoft,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Convent Station, Morris County","['US', 'New Jersey', 'Morris County', 'Convent Station']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870854094?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=170E37E374D0D162A127B179D61A62AEBCD0CEA1,Adzuna::API::Response::Job,-93.60019,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODU0MDk0In0.gMKshBH6e49B_ja_8joPcbZcexiMJPnrWRUg9ilzxOE,"LanceSoft is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Des Moines, Iowa. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 09/28/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Travel LanceSoft Job ID j9794vbxzxryddb6yyzen20d0s8drcv4. Pay package is based on 12 hour shifts and 48 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted j…",0,"Travel PCU RN - $3,300 per week",171600.0,41.59295,2026-09-04T12:47:03Z,5870854094,0.0,LanceSoft,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"South Des Moines, Polk County","['US', 'Iowa', 'Polk County', 'South Des Moines']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870854068?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=0A8556AA48181BEC9D5F32DED9DFA73973E98A8D,Adzuna::API::Response::Job,-86.780596,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1NDA2OCIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.CBrlDziDsjad8m86pPM9RlIvobRXQeyb5qnLTQ78nWo,"VyTalent Solutions is seeking a travel nurse RN Oncology for a travel nursing job in Nashville, Tennessee. Job Description & Requirements Specialty: Oncology Discipline: RN Start Date: ASAP Duration: 12 weeks 40 hours per week Shift: 10 hours Employment Type: Travel The right role can make all the difference in your career. At VyTalent Solutions, we support healthcare professionals with opportunities designed to meet today’s workforce needs. We’re currently looking for a RN for a Hospital contr…",0,"Travel Nurse RN - Oncology - $2,265 per week",117780.0,36.172489,2026-09-04T12:47:02Z,5870854068,0.0,VyTalent Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Nashville, Davidson County","['US', 'Tennessee', 'Davidson County', 'Nashville']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853448?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=C9B22F058D6A34DA969261CDF2E76F76BE73E4A6,Adzuna::API::Response::Job,-122.545868,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1MzQ0OCIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.7qO5FcQrkFNWIZ32wQ4ZGqSeT-GWtOuvToQwT6div84,"Pay rates ranging from $16.90 to $22 dollars per hour! Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Special Needs Support Worker to work with adults and children. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home …",1,Special Needs Support Worker,60977.54,38.015319,2026-09-04T12:45:51Z,5870853448,60977.54,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Terra Linda, Marin County","['US', 'California', 'Marin County', 'Terra Linda']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
https://www.adzuna.com/land/ad/5870853444?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=A5BFECB7E9EBA6301FB05C957B7AFA9CBD98C103,Adzuna::API::Response::Job,-84.476192,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzNDQ0In0.S58cKHK838yrJjc577s2Y5c47MOJXpn-aXS3a1SvJmw,"Arcadia Home Care & Staffing, part of the Addus Homecare family of companies, is a national provider of home care and staffing with over 40 years of experience and dedication to enhancing the quality of life. Apply today and learn more about our current opportunities Why work for Arcadia? Now offering Daily Pay for select positions! Your schedule is based on YOUR availability! Full-time or Part-time hours! Weekly pay & direct deposit! Mileage Reimbursement! Premium Holiday Pay! Referral Bonuses…",1,Home Health Aide,53559.98,44.032809,2026-09-04T12:45:50Z,5870853444,53559.98,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Gladwin, Gladwin County","['US', 'Michigan', 'Gladwin County', 'Gladwin']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
https://www.adzuna.com/land/ad/5870853433?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=F1B5354E525A073C62C602F929D3E5DE54E7DA50,Adzuna::API::Response::Job,-122.335923,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzNDMzIn0.uVQVdrjQDi3HZMT7Ht2LPmLIpoviL_-3ehiaTOU0qN4,"Pay rates range from $16.50 - $18/hr Offering Daily Pay! We offer a referral bonus incentive. ARCADIA ALSO OFFERS HEALTH BENEFITS WITH NO MINIMUM HOURS REQUIRED TO QUALIFY IN THE FIRST YEAR. Take advantage of this unique opportunity to learn the fundamentals of quality home care and deliver life-changing service to your clients. As an Arcadia Home Health Aide, you'll play a vital role in supporting seniors and people with disabilities living independently. This rewarding position provides consi…",1,Arcadia Home Health Aide,63058.61,40.548976,2026-09-04T12:45:49Z,5870853433,63058.61,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Palo Cedro, Shasta County","['US', 'California', 'Shasta County', 'Palo Cedro']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853429?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=0A9CC56F3202514F5E21912B092624D08BB3D0B2,Adzuna::API::Response::Job,-122.970128,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzNDI5In0.oo5jmNpSr-uook6in0GuqH6V7icePa7bS402x1Mu92Q,"Offering Daily Pay for select positions Addus HomeCare is hiring immediately for Home Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join …",1,Addus Home Care Aide,46996.25,46.154694,2026-09-04T12:45:48Z,5870853429,46996.25,Addus Homecare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Longview, Cowlitz County","['US', 'Washington', 'Cowlitz County', 'Longview']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
https://www.adzuna.com/land/ad/5870853420?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=D5D93121EC72C073139DF5A18795917FDBEEC720,Adzuna::API::Response::Job,-88.159308,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1MzQyMCIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.mik8vSwmsf_Xb_8P2Z-lqDWbyt7__F_eMRRC5Ggy2wI,"Addus HomeCare is hiring immediately for Home Care Aides. This rewarding, entry-level position provides consistent, flexible full time/part time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Home Care Aides starting wage is $18.75/HR plus travel reimbursement . Apply today and learn more about our current opportunities. Caregiver Benefits: Competitive pay - $18.75/HR DAILY PAY available for select positions! Flexible schedul…",1,Home Care Aide,39564.39,39.863175,2026-09-04T12:45:48Z,5870853420,39564.39,Addus Homecare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Villa Grove, Douglas County","['US', 'Illinois', 'Douglas County', 'Villa Grove']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
