salary_is_predicted,salary_min,created,redirect_url,longitude,title,adref,salary_max,description,__CLASS__,id,latitude,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time,contract_type
1,81046.8,2026-07-30T11:10:07Z,https://www.adzuna.com/details/5821204787?utm_medium=api&utm_source=abfa41a4,-86.444578,Supply Chain Specialist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwNDc4NyIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.L8xPSqHE_tiXb_-liSLuZIPZbwGzjJKzYleueZ2VnRA,81046.8,"Prometheus Energetics. Bringing Fire to the Fight. Prometheus Energetics is an independent U.S.-based merchant supplier of solid rocket motors and warheads. We are a joint venture between Kratos Defense and Security Solutions and Rafael Advanced Defense Systems. Kratos provides U.S. industrial credibility and speed; Rafael transfers decades of combat-proven designs, manufacturing IP, and technical training to ensure field-ready products from day one. Job Description The Supply Chain Specialist …",Adzuna::API::Response::Job,5821204787,39.07944,Adzuna::API::Response::Location,"['US', 'Indiana', 'Monroe County', 'Bloomington']","Bloomington, Monroe County","PROMETHEUS ENERGETICS, LLC",Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
1,100786.3,2026-07-30T11:10:07Z,https://www.adzuna.com/details/5821204788?utm_medium=api&utm_source=abfa41a4,-86.444578,Tooling Engineer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjA0Nzg4In0.fRVdhYtpaEjDMbjhWOo0bi06nct5A-Rh-VwhESJPArY,100786.3,"About Prometheus Energetics Prometheus Energetics is an independent U.S.-based merchant supplier of solid rocket motors and warheads. A joint venture between Kratos Defense & Security Solutions and Rafael Advanced Defense Systems, Prometheus combines U.S. industrial speed and credibility with decades of combat-proven designs, manufacturing know-how, and technical training to deliver field-ready products at scale. Position Summary The Senior Manager / Principal Tooling Engineer is the lead tooli…",Adzuna::API::Response::Job,5821204788,39.07944,Adzuna::API::Response::Location,"['US', 'Indiana', 'Monroe County', 'Bloomington']","Bloomington, Monroe County","PROMETHEUS ENERGETICS, LLC",Adzuna::API::Response::Company,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,,
1,68595.06,2026-07-30T11:09:19Z,https://www.adzuna.com/details/5821204116?utm_medium=api&utm_source=abfa41a4,-74.607661,Service Advisor,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjA0MTE2In0.3bMM1NI1mtmCxuxSpTrHClQnA70j5tohCwPw6aa6lu8,68595.06,Franklin Sussex Hyundai is seeking Service Advisors to join our team! The Nielsen Automotive Group understands the importance of employee satisfaction and how it has a direct effect on our customer experience. Our customer retention keeps our shops extremely busy affording our Advisors the ability to provide well for themselves and their family's. Our dealerships are well respected and we welcome applicants who can adapt to the Nielsen Way as we continue to grow and flourish in our local commun…,Adzuna::API::Response::Job,5821204116,41.209818,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Sussex County', 'Sussex']","Sussex, Sussex County",Nielsen Automotive Group,Adzuna::API::Response::Company,maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,,
1,71961.16,2026-07-30T11:09:06Z,https://www.adzuna.com/details/5821203947?utm_medium=api&utm_source=abfa41a4,-82.78864,Nurse Practitioner (APRN),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAzOTQ3In0.jsIbXTDcyBSqcSU_dloqZhcTtrvzjjzQs3mWn2Bnllo,71961.16,"We are seeking two experienced, patient-focused Advance Practice Registered Nurses/Nurse Practitioners to join our growing healthcare team. We have two distinct openings: one for a candidate with oncology experience, and one for a candidate with a family practice background and willingness to perform in-office procedures. Both roles center on identifying and managing chronic health conditions through a holistic, patient-centered approach. Strong family practice candidates without oncology exper…",Adzuna::API::Response::Job,5821203947,27.981827,Adzuna::API::Response::Location,"['US', 'Florida', 'Pinellas County', 'Clearwater']","Clearwater, Pinellas County",LifeWorks Wellness Center,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,full_time,
1,42768.58,2026-07-30T11:07:42Z,https://www.adzuna.com/details/5821203066?utm_medium=api&utm_source=abfa41a4,-95.751048,Charity Fundraising Representative,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAzMDY2In0.vZjMn89iO5pbdXYOBDqVLsu-5Ohom9iP81cQxThRdnA,42768.58,"About Us We partner with nonprofit organizations to raise awareness and funds through direct community engagement. Our team connects people with meaningful causes, and we’re looking for motivated individuals who want to grow in sales, event marketing, and fundraising while making a real impact. Position Overview As a Charity Fundraising Representative , you’ll represent nonprofit partners at community events, retail locations, and outreach sites. This entry-level role provides full training and…",Adzuna::API::Response::Job,5821203066,29.826018,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Katy']","Katy, Harris County",Peak Point,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,63029.81,2026-07-30T11:07:16Z,https://www.adzuna.com/details/5821202796?utm_medium=api&utm_source=abfa41a4,-111.720761,Clinical Mental Health Counselor,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAyNzk2In0.a0ku68JUj79juRb__jxByeA3BwpchiGucP6Q0mzqKas,63029.81,"Arcadia Counseling in Sandy, Lehi and Lindon is looking for full and part-time Licensed and Associate Clinical Mental Health Counselors to grow with our company of over 60 MFTs, CMHCs and CSWs. We offer a full-service administration model that allows you to focus on therapy while our team handles marketing, credentialing, eligibility checks, client onboarding, scheduling, billing and collections. Paneled with most major insurance companies, we guide our clients through anxiety, depression, trau…",Adzuna::API::Response::Job,5821202796,40.343286,Adzuna::API::Response::Location,"['US', 'Utah', 'Utah County', 'Lindon']","Lindon, Utah County",Arcadia Counseling,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
1,43592.4,2026-07-30T11:05:39Z,https://www.adzuna.com/details/5821202009?utm_medium=api&utm_source=abfa41a4,-77.162202,Shipping & Receiving Clerk,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAyMDA5In0.GjJRxTaBga-GOqwOF4r5Z__Sq--aQv9BQ-FXIyYBNnU,43592.4,"ASR is looking for a Shipping/Receiving Clerk with a Secret clearance who is looking to advance their career. The Shipping/Receiving Clerk duties typically involve the following: verifying that orders are accurately filled by comparing items and quantities of goods gathered for shipment against documents; ensuring that shipments are properly packaged, identified with shipping information, and loaded into transporting vehicles, transporting and delivering material, and preparing and keeping reco…",Adzuna::API::Response::Job,5821202009,38.600119,Adzuna::API::Response::Location,"['US', 'Maryland', 'Charles County', 'Indian Head']","Indian Head, Charles County",ASR INTERNATIONAL,Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,,
1,61828.62,2026-07-30T11:05:10Z,https://www.adzuna.com/details/5821201788?utm_medium=api&utm_source=abfa41a4,-75.070436,Professional CDL -A Driver LOCAL,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMTc4OCIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.FKxp5nyCWUU8awSVAsSnV2ebof6X0G3tgY5DcEtgYKE,61828.62,"Compassion Coalition is seeking dedicated CDL-A drivers with a clean license to join our team. As part of our nonprofit mission to fight food waste and insecurity, you will play a crucial role in delivering products to local and regional areas . Our drivers are home by 5pm Monday - Friday . Enjoy your weekends off. Pay is $65,000/yr. Key Responsibilities: – Safely operate vehicles to deliver products to designated locations. – Assist with manual tasks when not driving, including lifting, standi…",Adzuna::API::Response::Job,5821201788,43.038959,Adzuna::API::Response::Location,"['US', 'New York', 'Herkimer County', 'Frankfort']","Frankfort, Herkimer County",Compassion Coalition Inc,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,,
1,28164.11,2026-07-30T11:04:58Z,https://www.adzuna.com/details/5821201682?utm_medium=api&utm_source=abfa41a4,-97.660237,Shift Leader 406,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMTY4MiIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.2G7AgxVT-cePCy7EIEIPu0lHUozm-gUeIc2hR_dP3DU,28164.11,"Shift Leader (Full-time) Drive the Shift. Grow Your Career. | WhiteWater Express Starting Pay: $15–$17/hour  Biweekly Tips Multiple shifts available – Hiring Immediately Looking for a leadership role where you can stay active, support a team, and grow your career? At WhiteWater Express, this isn’t just a car wash job, it’s your starting point for leadership. We promote from within, offer performance bonuses, and train you to succeed. No car wash experience? No problem. We provide paid training.…",Adzuna::API::Response::Job,5821201682,30.504138,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Round Rock']","Round Rock, Williamson County",WhiteWater Express Car Wash,Adzuna::API::Response::Company,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,full_time,
1,30433.36,2026-07-30T11:04:58Z,https://www.adzuna.com/details/5821201683?utm_medium=api&utm_source=abfa41a4,-97.581358,Shift Leader 412,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAxNjgzIn0.yzzfkS6E-FxmnyChn96GLutwVmJLtYTKDkfXLC0mvAM,30433.36,"Shift Leader (Full-time) Drive the Shift. Grow Your Career. | WhiteWater Express Starting Pay: $15–$17/hour  Biweekly Tips Multiple shifts available – Hiring Immediately Looking for a leadership role where you can stay active, support a team, and grow your career? At WhiteWater Express, this isn’t just a car wash job, it’s your starting point for leadership. We promote from within, offer performance bonuses, and train you to succeed. No car wash experience? No problem. We provide paid training.…",Adzuna::API::Response::Job,5821201683,30.661806,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Georgetown']","Georgetown, Williamson County",WhiteWater Express Car Wash,Adzuna::API::Response::Company,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,full_time,
