redirect_url,salary_min,adref,salary_is_predicted,created,longitude,latitude,contract_time,salary_max,description,id,title,__CLASS__,category.label,category.tag,category.__CLASS__,location.__CLASS__,location.display_name,location.area,company.display_name,company.__CLASS__,contract_type
https://www.adzuna.com/land/ad/5656278266?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=016ECA1ED203CBCCA4FC9D47382593AFADBE2586,81434.27,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjI3ODI2NiIsInMiOiJXcmV2a1dRWjhSR1JRZW9pcmxyS0VBIn0.yrt1pTIe_TmYgF7bvVgKsVBCTrtYhJiB7fPG1jLPWK8,1,2026-03-06T08:55:33Z,-90.38478,38.48227,part_time,81434.27,"Find your calling at Mercy! At Mercy, healthcare is more than a job, it’s a calling. Join a team built on compassion, excellence, and support. Whether you’re starting your career or bringing years of experience, you’ll make a difference every day while growing professionally. Enjoy day-one benefits: Comprehensive medical, dental, and vision coverage; generous PTO (up to 24 days your first year, growing to 34 with tenure and rollover up to 440 hours); paid parental leave; 401(k) with employer ma…",5656278266,Licensed Practical Nurse (LPN) - General Surgery,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Arnold, Jefferson County","['US', 'Missouri', 'Jefferson County', 'Arnold']",Mercy,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278265?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=C9F781B6F61CB4C967A792DFEC08F70834AD2717,38671.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3JldmtXUVo4UkdSUWVvaXJscktFQSIsImkiOiI1NjU2Mjc4MjY1In0.cFipRFhfmqu9jJly5R-9yMq_40BUIGmzh7xOlYYT-c8,1,2026-03-06T08:55:30Z,-93.161572,34.455646,,38671.0,"Job Description What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you…",5656278265,Driver - Cash out with Instant Pay,Adzuna::API::Response::Job,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Pleasant Hill, Garland County","['US', 'Arkansas', 'Garland County', 'Pleasant Hill']",Uber,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278262?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=0BDF7AD22F9754A808B05C65C5E3850A04C9E13B,87872.25,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3JldmtXUVo4UkdSUWVvaXJscktFQSIsImkiOiI1NjU2Mjc4MjYyIn0.YteHJ7aojoTeyT0lh0vgylZ4UeXMZu4FmZYvtvS1uYo,1,2026-03-06T08:55:26Z,-90.45234,38.65548,full_time,87872.25,"Find your calling at Mercy! Together, we lead the way in Women’s Health—where collaboration saves lives and compassion drives care. Start your career in Women’s Health with Mercy! Whether you’re an experienced RN or joining our RN Residency Program, this is your opportunity to make a meaningful impact in a supportive, patient-centered environment.  Location: Mercy Hospital St. Louis  Schedule: Full Time | Nights Position Details: Why Mercy? Work in a specialized Women’s Health (GYN) unit that p…",5656278262,Women's Health RN (Bedside),Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Westwood, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Westwood']",Mercy,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278258?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=E37FF9BAFB188DFA37E7C65C4F014868193B748F,95613.66,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3JldmtXUVo4UkdSUWVvaXJscktFQSIsImkiOiI1NjU2Mjc4MjU4In0.S-bPnNLiMRPAn3X33SlJt6iXps37Bw-YcBcl88iKhFY,1,2026-03-06T08:55:26Z,-90.45234,38.65548,full_time,95613.66,"Find your calling at Mercy! Overview Provides professional nursing care to patients within the medical practice in support of, and as directed by, the physicians. Assists the physician in the treatment of patients and completes related clinical paperwork. The incumbent in this position shall carry out his or her responsibilities and integrate into his or her work ethic the Mercy Philosophy of caring for the sick and suffering, respect for human life and the dignity of each person, applying Chri…",5656278258,RN Specialty Clinic - Nephrology (F/T Days),Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Westwood, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Westwood']",Mercy,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278264?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=FDE5383D41885AD73F5EB2A87561C369B3DAFE08,35099.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3JldmtXUVo4UkdSUWVvaXJscktFQSIsImkiOiI1NjU2Mjc4MjY0In0.uITW6uftRxKNC436PyRU5sxmj6yl37E7MemVceRZvf4,1,2026-03-06T08:55:26Z,-86.76973,31.263033,,35099.98,"Job Description What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you…",5656278264,Want to earn extra money? Drive with Uber,Adzuna::API::Response::Job,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Brooklyn, Conecuh County","['US', 'Alabama', 'Conecuh County', 'Brooklyn']",Uber,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278263?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=2811D0989571F56B81FBB969765F28CB1589DBB8,88366.89,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjI3ODI2MyIsInMiOiJXcmV2a1dRWjhSR1JRZW9pcmxyS0VBIn0.ZfODrJ6kTYpD3582V4OefTnxp8lmTVkQZHtIHPNsZNo,1,2026-03-06T08:55:26Z,-90.45234,38.65548,part_time,88366.89,"Find your calling at Mercy! Overview: Utilizes the nursing process to provide patient care. Maintains professional accountability for provision of patient care for the assigned patients. Evaluates the overall effectiveness of care provided by other direct care givers. Coordinates the patient care in conjunction with other departments. Maintains patient rights and confidentiality of patient information. Performs duties and responsibilities in a manner consistent with our mission, values, and Mer…",5656278263,RN - Center for Performance Medicine PRN Nights,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Westwood, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Westwood']",Mercy,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278239?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=E50A4C93FA83A2F0A127B70CB16CEF837B269234,142878.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjI3ODIzOSIsInMiOiJXcmV2a1dRWjhSR1JRZW9pcmxyS0VBIn0.bJzilgcsB_hLrGhjysYcoCiw6JSvxG6slRKm9Qgqo6M,1,2026-03-06T08:55:25Z,-90.45234,38.65548,full_time,142878.38,"Find your calling at Mercy! Utilizes the Mercy Nursing Conceptual Framework and nursing process to provide patient care. Maintains professional accountability for provision of patient care for the assigned patients. Coordinates the patient care in conjunction with other departments. Maintains patient rights and confidentiality of patient information. Position Details: RN Weekend Inpatient Wound 3x12, Friday, Saturday, and Sunday (Days) Education: Graduated from a school of nursing (Associate's …",5656278239,RN Weekend - Inpatient Wound,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Westwood, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Westwood']",Mercy,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278210?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=A9842F76917641E407FC8D7ECA2E0DAF84A0001B,40686.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3JldmtXUVo4UkdSUWVvaXJscktFQSIsImkiOiI1NjU2Mjc4MjEwIn0.7d3h68RJjFdDcqYot6yIzO2iCcyuMimiEAr9elsWgao,1,2026-03-06T08:55:23Z,-82.81762,29.613294,,40686.68,"Job Description What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you…",5656278210,Earn Extra Income Driving,Adzuna::API::Response::Job,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Trenton, Gilchrist County","['US', 'Florida', 'Gilchrist County', 'Trenton']",Uber,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278206?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=04FC797F6A03D4806B0D4AF27BB083924F2B63CD,112669.02,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3JldmtXUVo4UkdSUWVvaXJscktFQSIsImkiOiI1NjU2Mjc4MjA2In0.mBW2LcxkdfT74u4i6Yr-siPneyZIgdonWfFpt_GXJRc,1,2026-03-06T08:55:22Z,-82.994308,40.174069,full_time,112669.02,"$12,500 Sign on Bonus Columbus Pike Dental Care in Lewis Center, OH is Growing and we are looking for one more hygienist to round out our growing patient base. 4 day work week Full Benefits package for Full time employees -Health Insurance -Dental Benefits -401K -CE's paid for -Retirement, Just to name a few What You’ll Gain Flexible Schedule Continuing education to provide you opportunity to develop your full potential and enhance your clinical skills to provide education and care to your pati…",5656278206,Dental Hygienist,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Lewis Center, Delaware County","['US', 'Ohio', 'Delaware County', 'Lewis Center']",Columbus Pike Dental Care,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278208?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=E1491574118639D94431EB1108C909A62351BD61,112271.3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjI3ODIwOCIsInMiOiJXcmV2a1dRWjhSR1JRZW9pcmxyS0VBIn0.3o3Y3DKcdeem8V7S5fR2u-F1LrHcaGMUxDtGkOuW1R8,1,2026-03-06T08:55:22Z,-82.994308,40.174069,full_time,112271.3,"$12,500 Sign on Bonus Columbus Pike Dental Care in Lewis Center, OH is Growing and we are looking for one more hygienist to round out our growing patient base. 4 day work week Full Benefits package for Full time employees -Health Insurance -Dental Benefits -401K -CE's paid for -Retirement, Just to name a few What You’ll Gain Flexible Schedule Continuing education to provide you opportunity to develop your full potential and enhance your clinical skills to provide education and care to your pati…",5656278208,Dental Hygienist,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Lewis Center, Delaware County","['US', 'Ohio', 'Delaware County', 'Lewis Center']",Columbus Pike Dental Care,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278207?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=D2FB2110E00A0D22B12EB31EA4E3DA7D86E8A8E6,112271.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3JldmtXUVo4UkdSUWVvaXJscktFQSIsImkiOiI1NjU2Mjc4MjA3In0.cmjuioG0GNgqsXyfQ0AvOdELAO-DANyT1J6AKkuB7n8,1,2026-03-06T08:55:22Z,-82.994308,40.174069,full_time,112271.3,"$12,500 Sign on Bonus Columbus Pike Dental Care in Lewis Center, OH is Growing and we are looking for one more hygienist to round out our growing patient base. 4 day work week Full Benefits package for Full time employees -Health Insurance -Dental Benefits -401K -CE's paid for -Retirement, Just to name a few What You’ll Gain Flexible Schedule Continuing education to provide you opportunity to develop your full potential and enhance your clinical skills to provide education and care to your pati…",5656278207,Dental Hygienist,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Lewis Center, Delaware County","['US', 'Ohio', 'Delaware County', 'Lewis Center']",Columbus Pike Dental Care,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278205?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=0CA4DFE1CB48C8CCD6A7BDB2A04C6C62B640CAA9,97937.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjI3ODIwNSIsInMiOiJXcmV2a1dRWjhSR1JRZW9pcmxyS0VBIn0.2Xs1inGHtkxHQML8AfyUBiZeowNsTRQUR0Esmv1XgAs,1,2026-03-06T08:55:21Z,-94.4721,39.2774,full_time,97937.38,"Dental Hygienist Liberty Dental Care 9150 NE Barry Rd, Ste B Kansas City, MO 64157 $10,000 Sign-On Bonus Full-TimeMonday-Thursday As an elite clinical provider and patient advocate at Liberty Dental Care , you’ll receive best in class non-clinical support to provide exceptional lifetime patient care while obtaining unparalleled education to enhance your clinical skills. You’ll work in an environment that encourages full clinical autonomy, giving your patients the time and attention they need, w…",5656278205,Dental Hygienist,Adzuna::API::Response::Job,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Liberty, Clay County","['US', 'Missouri', 'Clay County', 'Liberty']",Liberty Dental Care,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278204?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=BE7D73C86E62741F048F0631BB8BD4595CBD9AF8,33587.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjI3ODIwNCIsInMiOiJXcmV2a1dRWjhSR1JRZW9pcmxyS0VBIn0.ZTNj0SrCbrrmKPkBlvE9L3pqPspjq3OPArO7TvJFP6U,1,2026-03-06T08:55:19Z,-82.81762,29.613294,,33587.98,"Job Description What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you…",5656278204,Want to earn extra money? Drive with Uber,Adzuna::API::Response::Job,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Trenton, Gilchrist County","['US', 'Florida', 'Gilchrist County', 'Trenton']",Uber,Adzuna::API::Response::Company,
https://www.adzuna.com/land/ad/5656278202?se=WrevkWQZ8RGRQeoirlrKEA&utm_medium=api&utm_source=abfa41a4&v=51863BE0396F7DB6151B53A64D43E58BE0A98DD3,30761.9,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjI3ODIwMiIsInMiOiJXcmV2a1dRWjhSR1JRZW9pcmxyS0VBIn0.V7Acumt1kinGDLONEF8Nwu7OhVGHPQp8glfMhkrszm4,1,2026-03-06T08:55:18Z,-80.9076,41.66778,part_time,30761.9,"Earn at least $1640 driving with Uber when you complete your first 122 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 122 trips with Ub…",5656278202,"Side gig: Earn at least $1640 in your first 122 trips driving, guaranteed.",Adzuna::API::Response::Job,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Rock Creek, Ashtabula County","['US', 'Ohio', 'Ashtabula County', 'Rock Creek']",Uber,Adzuna::API::Response::Company,
