id,redirect_url,salary_is_predicted,title,adref,salary_max,description,longitude,salary_min,latitude,created,__CLASS__,category.__CLASS__,category.tag,category.label,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
5737726108,https://www.adzuna.com/details/5737726108?utm_medium=api&utm_source=abfa41a4,0,Porter Housekeeping,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI2MTA4In0.fEEu5doCt1Xk2DCfH2uuRyR2kDNiTy9A9wPX4-eQl8k,33238.0,"Manhattanview Rehab Center - Porter/ Housekeeping RATE: $16 Per Hour BENEFITS: • Weekly Employee Appreciation Event- “Thankful Thursday” • Monthly Gift Giveaways • Medical, Dental & Vision Insurance • Life Insurance • Disability Insurance • 401K • Holiday Pay • Paid Time Off • Overtime Available ABOUT US: At ManhattanView we are big believers in making work a positive experience and that is why we invest in and give back to our staff. From our weekly “Thankful Thursday” Program to our Monthly G…",-74.034772,33238.0,40.765016,2026-05-22T11:47:18Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,"Summit Avenue, Hudson County","['US', 'New Jersey', 'Hudson County', 'Summit Avenue']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Manhattanview Rehab Center,,
5737726096,https://www.adzuna.com/land/ad/5737726096?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=46E985FAE29B678F66B76B50047A82DBDF6F188E,0,Remote Financial Planning & Analysis Manager - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI2MDk2In0.EtsG9zGxgctANRJozcpLlBcODfTiNizE4k4KJNS4kE0,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-81.791059,104000.0,26.162386,2026-05-22T11:46:54Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Naples, Collier County","['US', 'Florida', 'Collier County', 'Naples']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737726084,https://www.adzuna.com/land/ad/5737726084?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=90037BD31946B31CC61541310FFACB0E7968E9B1,0,Remote M&A Associate - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI2MDg0In0.U-bAVt7VgkIwvh5hf-Ri-Ew0sEmBV0zScFr3gXFsuk4,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-84.309939,104000.0,39.360059,2026-05-22T11:46:52Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Mason, Warren County","['US', 'Ohio', 'Warren County', 'Mason']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737726071,https://www.adzuna.com/land/ad/5737726071?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=F0A0FDADED4CB0F6FB1A827504FAEE2339F69188,0,Remote Senior Financial Analyst - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI2MDcxIn0.Z5N3343l2C-PRXtUoa3xL7hwG-zB6cGytf2LGf_AvUc,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-74.294038,104000.0,41.038153,2026-05-22T11:46:52Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Wanaque, Passaic County","['US', 'New Jersey', 'Passaic County', 'Wanaque']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737726076,https://www.adzuna.com/land/ad/5737726076?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=6841F61C6FD891904E4F147B9614D14E1D9091FB,0,Remote Senior Financial Analyst - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI2MDc2In0.cbG2jS0560ufMUIiXQwq0SzQKR402nOcMebvU7o418I,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-87.064199,104000.0,41.610594,2026-05-22T11:46:52Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Chesterton, Porter County","['US', 'Indiana', 'Porter County', 'Chesterton']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737726057,https://www.adzuna.com/land/ad/5737726057?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=E2626F73D6CFF3F2BE5F3639A45C768BB14AAA22,0,Remote Equity Research Analyst - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNjA1NyIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.rv-ZfP8KuDqMNNisitcRagrKKnNr9jJp5vZduEFCvTM,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-104.937199,104000.0,40.099151,2026-05-22T11:46:51Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Frederick, Weld County","['US', 'Colorado', 'Weld County', 'Frederick']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737725985,https://www.adzuna.com/land/ad/5737725985?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=CE299F24F028638DAE9AFA2F7E6CDA926ADCDB3D,0,Remote Lead Financial Analyst - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1OTg1In0.nhB40TtPJ4lpEyEEH6uxuLhSF9ajsU0hvjrVZevJCcQ,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",,104000.0,,2026-05-22T11:46:47Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,US,['US'],Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737725982,https://www.adzuna.com/land/ad/5737725982?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=9A5E11E77AFB1F0703D08C759B6442B84388D56A,0,Remote Equity Research Analyst - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1OTgyIn0.UKrdOcBh1dkURdHkIhTkFqejS5EpAQfuopElD4fBXh4,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-80.289495,104000.0,25.82232,2026-05-22T11:46:46Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Miami Springs, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Miami Springs']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737725970,https://www.adzuna.com/land/ad/5737725970?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=64A7F58588D06A23C1FB0CBFF9B8E995CC742FA1,0,Remote M&A Associate - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNTk3MCIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.LHETsDqsnKWFAOM_boRj5nngCi87WOprkMooqtt4F18,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-90.671797,104000.0,40.459208,2026-05-22T11:46:43Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Macomb, McDonough County","['US', 'Illinois', 'McDonough County', 'Macomb']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737725965,https://www.adzuna.com/land/ad/5737725965?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=E1760A0DFCD5617C21293F15F55453450EEECF50,0,Remote Financial Analyst - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1OTY1In0.oDTs4ihGEI-chRkq57qe0cgfUxEtgzcpiCqY-xXW1iY,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-88.544545,104000.0,42.672793,2026-05-22T11:46:42Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Elkhorn, Walworth County","['US', 'Wisconsin', 'Walworth County', 'Elkhorn']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
