salary_min,salary_max,latitude,title,longitude,id,created,redirect_url,__CLASS__,adref,description,salary_is_predicted,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.area,location.display_name,location.__CLASS__,contract_time,contract_type
0.0,176800.0,39.02466,"Travel Skilled Nursing Facility (SNF) Physical Therapist - Paying up to $3,400/week",-121.60994,5801270055,2026-07-15T10:55:51Z,https://www.adzuna.com/land/ad/5801270055?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=D486D94A80C2F7FC80E7EF36B83ECD7928A7C4DD,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDU1In0.d69r0glErgpuajgdZBXOrSSE6TIt4e3AX23ECIzp3PI,"Vivian is looking for Travel Physical Therapist Therapys in Yuba City, California paying up to $3,400/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'California', 'Sutter County', 'Yuba City']","Yuba City, Sutter County",Adzuna::API::Response::Location,,
0.0,140400.0,42.38987,"Travel Physical Therapist - Paying up to $2,700/week",-71.23939,5801270052,2026-07-15T10:55:51Z,https://www.adzuna.com/land/ad/5801270052?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=25160461487D824742D2AF2901AA1F1A2A269A6F,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDUyIn0.TBFPgB27NNEzNxhKmMfQ6omiQBaEZy2MMrmwekPaJak,"Vivian is looking for Travel Physical Therapist Therapys in Waltham, Massachusetts paying up to $2,700/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'Massachusetts', 'Middlesex County', 'South Waltham']","South Waltham, Middlesex County",Adzuna::API::Response::Location,,
0.0,145236.0,48.103991,"Travel Physical Therapist - Paying up to $2,793/week",-105.644503,5801270056,2026-07-15T10:55:51Z,https://www.adzuna.com/land/ad/5801270056?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=88E479C2F90AE141FF2AD6DC8383494CD1831B09,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDA1NiIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.umr0fa_2LIf4yEgAbzA6K7HcMzBEvAJJ0PB5EbrjwVQ,"Vivian is looking for Travel Physical Therapist Therapys in Wolf Point, Montana paying up to $2,793/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jo…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'Montana', 'Roosevelt County', 'Wolf Point']","Wolf Point, Roosevelt County",Adzuna::API::Response::Location,,
0.0,171236.0,35.60526,"Travel Home Health Physical Therapist - Paying up to $3,293/week",-117.68724,5801270054,2026-07-15T10:55:51Z,https://www.adzuna.com/land/ad/5801270054?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=C917959B885483963E29369340ABDD6F09DAFC85,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDA1NCIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.oyOh8i0MUhkc-LhqVf4_by6TWIytVbAash4Mk-2M20E,"Vivian is looking for Travel Physical Therapist Therapys in Ridgecrest, California paying up to $3,293/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'California', 'Kern County', 'Ridgecrest']","Ridgecrest, Kern County",Adzuna::API::Response::Location,,
0.0,118560.0,46.510824,"Travel Occupational Therapist - Paying up to $2,280/week",-111.962825,5801270050,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270050?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=78916A13FE12A4F4017C1BEC5665E5A3B693056A,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDUwIn0.xl7suh-iYfN49OSuq8aztFH12ohEJSorThPHuf2NikI,"Vivian is looking for Travel Occupational Therapist Therapys in Clancy, Montana paying up to $2,280/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jo…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'Montana', 'Jefferson County', 'Clancy']","Clancy, Jefferson County",Adzuna::API::Response::Location,,
0.0,128128.0,40.101754,"Travel Home Health Occupational Therapist - Paying up to $2,464/week",-83.132431,5801270034,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270034?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=D494527067C67BAF4CFD97445D1A1175BF511391,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDAzNCIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.MyIMi41caPh22SU4LMaESuZh4LXh_CIXQhlFjZ2AtU0,"Vivian is looking for Travel Occupational Therapist Therapys in Dublin, Ohio paying up to $2,464/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'Ohio', 'Franklin County', 'Dublin']","Dublin, Franklin County",Adzuna::API::Response::Location,,
0.0,88244.0,,"Travel Outpatient Physical Therapy Assistant - Paying up to $1,697/week",,5801270043,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270043?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=83DC861648C6A318C9427657C20047DE720110FF,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDA0MyIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.EEvq04BBHoFrIpv0liaqCD6tNI3bABa18mGdYZP9o5o,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Palmer Town, Massachusetts paying up to $1,697/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,['US'],US,Adzuna::API::Response::Location,,
0.0,120380.0,42.275816,"Travel Neurology Registered Nurse - $2,315 per week",-71.820142,5801270026,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270026?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=DE8B22BEC5EB35F8CD8467688DFC67241BE7569C,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDAyNiIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.0QDg1NNrb-f1GyfeWENbAYpn2PEq77ATk9QD2mjJXWw,"Supplemental Health Care is seeking a travel nurse RN Neurology for a travel nursing job in Worcester, Massachusetts. Job Description & Requirements Specialty: Neurology Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Job Description: Supplemental Health Care is connecting Neurology Registered Nurses with top-tier hospital contracts in Worcester, Massachusetts. Travel or stay local, either way, we’ll guide you to an opportunit…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Supplemental Health Care,Adzuna::API::Response::Company,"['US', 'Massachusetts', 'Worcester County', 'West Side']","West Side, Worcester County",Adzuna::API::Response::Location,,
0.0,117000.0,34.536754,"Travel Physical Therapist - Home Health - $2,250 per week",-117.344677,5801270028,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270028?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=8FDC17E0113B87BBE79AF3A9DDFAEAB8E163C1EB,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDAyOCIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.eBEoSIzQVQlHuH2ZW-Q4NH4IMhqHideELIN8qN8M1Fs,"Skyline Med Staff Therapy is seeking a travel Physical Therapist for a travel job in Victorville, California. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: 08/03/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Join the Top- Rated Travel Healthcare Team! Skyline Med Staff was named as the 1 Best Travel Healthcare Company in 2025 by BluePipes, a recognition driven by glowing reviews from travel healthcare profes…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Skyline Med Staff Therapy,Adzuna::API::Response::Company,"['US', 'California', 'San Bernardino County', 'Oro Grande']","Oro Grande, San Bernardino County",Adzuna::API::Response::Location,,
0.0,101400.0,43.635266,"Travel Long Term Care (LTC) Physical Therapy Assistant - Paying up to $1,950/week",-72.254184,5801270049,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270049?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=40639F4B0977A2F6EF90105882258C277588DDC1,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDA0OSIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.K0tqYbjjy0mVnHeG8554MWMnGlr7JFZW_gqmijIQ48I,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Lebanon, New Hampshire paying up to $1,950/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'New Hampshire', 'Grafton County', 'West Lebanon']","West Lebanon, Grafton County",Adzuna::API::Response::Location,,
