created,__CLASS__,adref,latitude,salary_max,salary_min,salary_is_predicted,longitude,id,redirect_url,description,title,company.display_name,company.__CLASS__,category.label,category.tag,category.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
2026-06-12T12:13:44Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickFoalhudG04Ukdwb1pDZUZxckZ2USIsImkiOiI1NzYxNDg5MzIxIn0.3t7lOtsKsjbMGVC6VmgWweaLspGelj_CkWGuzhfh9OI,31.25424,127244.0,0.0,0,-85.3989,5761489321,https://www.adzuna.com/land/ad/5761489321?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=0C997FCE24C32D81193F8B0BF4AC0C1DFABCFB3F,"HCS 247 Travel is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Dothan, Alabama. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, days Employment Type: Travel Aggressive Compensation Packages Lodging Per-Diem for those who qualify Meals and Incidentals Allowance for those who qualify Travel Expense Allowance for those who qualify Medical Dental and Vision Benefi…","Travel Medical-Surgical Telemetry RN - $2,447 per week",HCS 247 Travel,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Alabama', 'Houston County', 'Kelly Springs']","Kelly Springs, Houston County",,
2026-06-12T12:13:43Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickFoalhudG04Ukdwb1pDZUZxckZ2USIsImkiOiI1NzYxNDg5MzIwIn0.2OE-u7Sl85Oa52NPL4bGZHF1TUOb-0KOebaJYKx6yys,41.572796,107848.0,0.0,0,-93.743106,5761489320,https://www.adzuna.com/land/ad/5761489320?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=1F86742248F7031CAF76DEC98A5944C116F39547,"Access Healthcare is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in West Des Moines, Iowa. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel 7a-7:30p & Every other weekend, Every other holiday Access Healthcare Job ID 5-THS-1954216. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be deter…","Travel Medical/Surgical Telemetry RN - $2,074 per week",Access Healthcare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Iowa', 'Polk County', 'West Des Moines']","West Des Moines, Polk County",,
2026-06-12T12:13:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MTQ4OTMxNiIsInMiOiJyQWhqWG50bThSR3BvWkNlRnFyRnZRIn0.fZlRzb9d8NjuFZRat4PjQ8ywTUQ7EnHVZUw6EVZk9LY,42.701685,112892.0,0.0,0,-74.92412,5761489316,https://www.adzuna.com/land/ad/5761489316?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=F9A4C8B78A99184D77BE46A2E39498565A00D7CB,"Access Healthcare is seeking a travel CVOR Technologist for a travel job in Cooperstown, New York. Job Description & Requirements Specialty: CVOR Technologist Discipline: Allied Health Professional Start Date: 06/29/2026 Duration: 12 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Access Healthcare Job ID 78255378. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. About Access Healthcare Ac…","Travel CVOR Certified Surgical Technologist - $2,171 per week",Access Healthcare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Otsego County', 'Cooperstown']","Cooperstown, Otsego County",,
2026-06-12T12:13:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MTQ4OTMxNyIsInMiOiJyQWhqWG50bThSR3BvWkNlRnFyRnZRIn0.4j561X3EfkjKPvkb1d84sAfneMJywSlRnqbnMagxzLs,39.9532,146692.0,0.0,0,-75.0722,5761489317,https://www.adzuna.com/land/ad/5761489317?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=1970F853230A23562D25ECA6A5A9CC467CC0E6F3,"LeaderStat is seeking a travel nurse RN NICU - Neonatal Intensive Care for a travel nursing job in Camden, New Jersey. Job Description & Requirements Specialty: NICU - Neonatal Intensive Care Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Estimated Pay Package : Up to $ 2820.72 per week *The above pay package is an estimate, please contact our team to put together your personalized pay package, as a variety of factors can influ…","Travel NICU Registered Nurse - $2,821 per week",LeaderStat,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Camden County', 'Merchantville']","Merchantville, Camden County",,
2026-06-12T12:13:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MTQ4OTMxOCIsInMiOiJyQWhqWG50bThSR3BvWkNlRnFyRnZRIn0.N5CGVhFLTp6NYwF13ONN9RUEc2DtqJmzUVFGjCYvXAc,41.01858,144612.0,0.0,0,-81.62178,5761489318,https://www.adzuna.com/land/ad/5761489318?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=339604B44291F5E7D7D054E764F2CFFC732BE2D6,"TNAA TotalMed Allied is seeking a travel CT Technologist for a travel job in Barberton, Ohio. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel We are looking for a Computed Tomography Technologist (CT Tech) for an immediate travel opening in Barberton, OH. The right CT Tech must have 1 year of experience. Read below for additional requirements. As a CT Tech, you w…","Travel CT Technologist - $2,781 per week",TNAA TotalMed Allied,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Ohio', 'Summit County', 'Barb']","Barb, Summit County",,
2026-06-12T12:13:40Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MTQ4OTMxNCIsInMiOiJyQWhqWG50bThSR3BvWkNlRnFyRnZRIn0.9zTOUMH5YbAaRP8SgrNCt5ibHFvltKK0Bd6MUJMDyXg,40.21788,115336.0,0.0,0,-74.07018,5761489314,https://www.adzuna.com/land/ad/5761489314?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=F4598E63CFD5BFA5E451DEF5255AA93DD7D5EC97,"Certification Details BLS - AHA NRP (AHA Only) NJ State Professional Registered Nurse license or multi-state compact license Job Details Registered Nurse responsible for evaluating patients and assisting physicians with patient care. Plans, implements, and documents nursing care based on patient’s needs. Identifies patient needs and determines priorities for care through assessment, planning, intervention, and evaluation. Develops, implements and coordinates individualized plan of care for pati…","Travel Registered Nurse - NICU - $2,218 per week",Hackensack Meridian Health - 1945 State Route 33,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Shark River Hills']","Shark River Hills, Monmouth County",,
2026-06-12T12:13:40Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickFoalhudG04Ukdwb1pDZUZxckZ2USIsImkiOiI1NzYxNDg5MzE1In0.8tnriaFM9NKE_wpQqFyrXqUqSFsnuvggAEQnWXzVXMw,44.544551,151632.0,0.0,0,-123.279551,5761489315,https://www.adzuna.com/land/ad/5761489315?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=D89300E3B4073684A1B2A17298D60C12ACB01101,"Wellspring Nurse Source is seeking a travel nurse RN CVOR for a travel nursing job in Corvallis, Oregon. Job Description & Requirements Specialty: CVOR Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours, flexible Employment Type: Travel Wellspring Nurse Source Job ID 37173004. Pay package is based on 8 hour shifts and 40.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN CVOR About Wellspring Nurse Sour…","Travel CVOR Cardiac Surgery Nurse - $2,916 per week",Wellspring Nurse Source,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Oregon', 'Benton County', 'Philomath']","Philomath, Benton County",,
2026-06-12T12:13:37Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickFoalhudG04Ukdwb1pDZUZxckZ2USIsImkiOiI1NzYxNDg5MzEwIn0.DLRZdhBTnOGPxBQ1RKJCo8dAXFOEpa0HK747sbXGasA,40.75284,121940.0,0.0,0,-73.97528,5761489310,https://www.adzuna.com/land/ad/5761489310?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=1C96CADC741ADC5CA5DAF306C39DFC6414925012,"HCS 247 Travel is seeking a travel nurse RN SICU - Surgical Intensive Care for a travel nursing job in New York, New York. Job Description & Requirements Specialty: SICU - Surgical Intensive Care Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Aggressive Compensation Packages Lodging Per-Diem for those who qualify Meals and Incidentals Allowance for those who qualify Travel Expense Allowance for those who qualify Medical D…","Travel Surgical ICU Registered Nurse - $2,345 per week",HCS 247 Travel,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']","Grand Central, Manhattan",,
2026-06-12T12:13:37Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MTQ4OTMxMSIsInMiOiJyQWhqWG50bThSR3BvWkNlRnFyRnZRIn0.kIfeNweHfGg-gYnU7O6TxygnmOe5odrF0okwDrgSYgo,40.75284,104260.0,0.0,0,-73.97528,5761489311,https://www.adzuna.com/land/ad/5761489311?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=7B4B7DA9CB85CDFE5CC40C718AF849585C2BD3BC,"Cross Country Nurses is seeking a travel nurse RN Rehabilitation for a travel nursing job in New York, New York. Job Description & Requirements Specialty: Rehabilitation Discipline: RN Start Date: 08/03/2026 Duration: 14 weeks 34 hours per week Shift: 12 hours, days Employment Type: Travel Job Summary: A Registered Nurse (RN) specializing in Medical Surgical Rehabilitation (MS REHAB) is needed on a contract basis at a healthcare facility in New York, NY. This position involves providing compass…","Travel Nurse RN - Rehabilitation - $2,005 per week",Cross Country Nurses,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']","Grand Central, Manhattan",,
2026-06-12T12:13:34Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickFoalhudG04Ukdwb1pDZUZxckZ2USIsImkiOiI1NzYxNDg5MzAxIn0.vY6yILF6n_CuRB4CXp88F_pCnBl6oNX7EIbaPH-cxdU,38.05,112632.0,0.0,0,-84.5,5761489301,https://www.adzuna.com/land/ad/5761489301?se=rAhjXntm8RGpoZCeFqrFvQ&utm_medium=api&utm_source=abfa41a4&v=924610727EAD202DAD9DA07C101E85BADD94B06A,"American Traveler is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Lexington, Kentucky. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 07/14/2026 Duration: 14 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Jul 14, 2026 Length: 14 weeks Openings: 1 Description American Traveler is seeking an experienced ICU RN for a nig…","Travel ICU Registered Nurse - $2,166 per week",American Traveler,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Fayette County', 'Lexington']","Lexington, Fayette County",,
