created,description,__CLASS__,id,salary_is_predicted,longitude,salary_min,salary_max,redirect_url,latitude,title,adref,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
2026-09-23T13:46:12Z,"Job Description Job Description 40 hours Mon-Fri No weekend rotation Setting - Post Acute, 99 beds",Adzuna::API::Response::Job,5895490757,1,-122.100787,111459.34,111459.34,https://www.adzuna.com/land/ad/5895490757?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=4F1D43FB36798601BD14B0CDFD42795D0A6A2A0B,37.673724,Director of Rehabilitation - Physical Therapist,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNzU3In0.28DniLicp5P_Zku2qJAwutiaM4tmwZjVXfOeeth8LOQ,Adzuna::API::Response::Location,"Hayward, Alameda County","['US', 'California', 'Alameda County', 'Hayward']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,HiredFirst,,
2026-09-23T13:46:11Z,"Job Description Job Description Now Hiring - Start Immediately! First Student is hiring immediately for a Mechanic / Maintenance Technician II to join our team dedicated to safely transporting students in those iconic yellow buses. In this role, you'll play a critical part in keeping our fleet road-ready and dependable-supporting a safer ride for the children in our community. Why Join First Student? In addition to a supportive, safety-first culture and stable full-time work, we proudly offer: …",Adzuna::API::Response::Job,5895490693,1,-73.833084,37294.49,37294.49,https://www.adzuna.com/land/ad/5895490693?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=325216E6F65BCD84ED9C3478DE3FFA1B1A296C36,40.908796,Fleet Technician (B),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDY5MyIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.Ep-pDZpIffHrFSDGQqTBX4gX2QqHeW14MPJMgAMLn44,Adzuna::API::Response::Location,"Mount Vernon, Westchester County","['US', 'New York', 'Westchester County', 'Mount Vernon']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,First Student,,
2026-09-23T13:46:11Z,"Job Description Job Description Gulfshore Life Magazine — Managing Editor Location: Bonita Springs, FL | Full-time, on-site (Remote applicants will not be considered) Who We Are Gulfshore Life is Southwest Florida’s leading luxury lifestyle publication, covering the people, places and culture of Naples, Fort Myers, Sanibel Island and beyond for more than five decades. (Coverage area: Collier, Lee and Charlotte counties.) We are a locally owned publication with stable, long-term ownership and a …",Adzuna::API::Response::Job,5895490723,1,-81.844804,134109.98,134109.98,https://www.adzuna.com/land/ad/5895490723?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=A06658E29E5496104852E01752D14EA764F4DF43,26.347548,Managing Editor,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDcyMyIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.91uB6-Q1OB_l_NB-di1v24VKrZTKfggSES6tSfuF-Yo,Adzuna::API::Response::Location,"Bonita Springs, Lee County","['US', 'Florida', 'Lee County', 'Bonita Springs']",creative-design-jobs,Creative & Design Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Gulfshore Life,,
2026-09-23T13:46:11Z,"Job Description Job Description Description: SUMMARY : The Outpatient Therapist provides high-quality, evidence-based behavioral health services to individuals, families, and groups in an outpatient setting. The Therapist is responsible for assessment, diagnosis, treatment planning, and delivery of therapeutic services in accordance with Ohio licensure laws, agency policies, and applicable state and federal regulations. Services are delivered using a person-centered, trauma-informed, and recove…",Adzuna::API::Response::Job,5895490664,1,-81.357886,62895.42,62895.42,https://www.adzuna.com/land/ad/5895490664?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=3A3F10D793FFA9E14A1EFA3AD071C259E673582D,41.153667,Outpatient Therapist (LPCC/LISW),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjY0In0.DDfV-Bbbx_8S52OoKY4X3m-Y_pwVP2z3u1yqYYNkZOM,Adzuna::API::Response::Location,"Kent, Portage County","['US', 'Ohio', 'Portage County', 'Kent']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,194660 Axess Family Services,,
2026-09-23T13:46:11Z,Job Description Job Description Benefits: Food Fridays Paid holidays Bonuses Spiffs Your birthday is a paid day off 401(k) 401(k) matching Bonus based on performance Company car Company parties Competitive salary Employee discounts Free food & snacks Free uniforms Health insurance Opportunity for advancement Paid time off Training & development Tuition assistance HVAC Service Technicians join our family at Grand Canyon Home Services This is an hourly pay position (plus tons of bonus & spiff opp…,Adzuna::API::Response::Job,5895490661,1,-112.302936,59066.69,59066.69,https://www.adzuna.com/land/ad/5895490661?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=A80C4A934ECD005C4CD9EB7C7633930E7A79374A,33.593928,HVAC Technician(s),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjYxIn0.cAyMfqb2OnZ-7odUHE-_HEwDsaINxmqmheHkpfREIyA,Adzuna::API::Response::Location,"Youngtown, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Youngtown']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Grand Canyon Home Services LLC,,
2026-09-23T13:46:11Z,"Job Description Job Description Do you enjoy working with CAD and updating drawings and specs? Do you enjoy focusing on the details with an eye on Quality? If so, this may be the opportunity for you. CPV Manufacturing is an industrial valve manufacturer located in Kennett Square, looking for someone to focus full time on updating drawings and procedures. Every US Naval Aircraft Carrier and Nuclear Submarine is outfitted with our products, so our standards are high. Essential Duties: Update and …",Adzuna::API::Response::Job,5895490658,1,-75.711603,69091.87,69091.87,https://www.adzuna.com/land/ad/5895490658?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=3955A4AACE8E4DA8114FA914CCF4BE8117C634B3,39.846777,Mechanical Drafter,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjU4In0.LSAe6LMfMzA1MDbWLeeACGZd7llysxcHbfZkcxjCCeE,Adzuna::API::Response::Location,"Kennett Square, Chester County","['US', 'Pennsylvania', 'Chester County', 'Kennett Square']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Admiral Valve LLC,,
2026-09-23T13:46:11Z,"Job Description Job Description POSITION SUMMARY: The Server, under the direction of the Bartender Lead, is responsible for welcoming and serving guests food and drinks in a courteous, friendly, and timely manner and for maintaining a clean and stocked work area. The position is responsible for providing attentive, cheerful, courteous, professional customer service to all customers, internal and external, striving to always exceed their expectations. ESSENTIAL FUNCTIONS: (includes, but is not l…",Adzuna::API::Response::Job,5895490699,1,-86.647936,29482.88,29482.88,https://www.adzuna.com/land/ad/5895490699?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=F138BDF1126CED86BD70B820CAD6011B7B7C1A83,46.411057,Server (Bar),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjk5In0.iQmdqxF71VjgHW2RFDaqsEHFLUNPk1iOUeGP9C72AIU,Adzuna::API::Response::Location,"Munising, Alger County","['US', 'Michigan', 'Alger County', 'Munising']",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Kewadin Casinos,,
2026-09-23T13:46:11Z,"Job Description Job Description Intensive In-Community (IIC) Therapist Location: Ocean,Middlesex and Monmouth County Job Type: Part-time (Per Diem) Pay: $65.00 – $85.00 per hour Work Setting: In-person Position Summary We are seeking a compassionate and skilled Intensive In-Community (IIC) Therapist to join our team. The IIC will provide therapeutic services to children, adolescents, and families in their homes and communities, using evidence-based practices to promote emotional, behavioral, an…",Adzuna::API::Response::Job,5895490686,1,-74.49472,59106.88,59106.88,https://www.adzuna.com/land/ad/5895490686?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=243EBFD104F5EA107A0EA12B1DF2C84B8AD2E9DD,40.7818,(IIC) Mental Health Therapist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDY4NiIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.4T5gFHQuVhA4J2NdL9GZH2PfLd1FsRmqd2L29cD4jDs,Adzuna::API::Response::Location,"Morristown, Morris County","['US', 'New Jersey', 'Morris County', 'Morristown']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CALM HORIZON LLC,,
2026-09-23T13:46:11Z,Job Description Job Description Pharmaceutical Sales Representative – Entry Level or Experienced If you are looking to work or break into a Pharmaceutical Sales Representative and promote innovative as well as clinically proven pharmaceutical products then we want to talk to you. We are dedicated to improving the lives of patients and families who benefit from our products. All of our Pharmaceutical Sales Reps have played a pivotal role in our success and continues to help fuel our growth. As a…,Adzuna::API::Response::Job,5895490717,1,-78.878706,95408.72,95408.72,https://www.adzuna.com/land/ad/5895490717?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=D4F8C27160784A436BDFBF7116156F15CD9C7230,35.052993,Pharmaceutical Sales Agent,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDcxNyIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.CAuj-gRKyf5nLV3KOVDtYLgDNShRlfbSt6Xy3San18k,Adzuna::API::Response::Location,"Fayetteville, Cumberland County","['US', 'North Carolina', 'Cumberland County', 'Fayetteville']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Prism Biotech,,
2026-09-23T13:46:11Z,"Job Description Job Description P osition Summary/Objective Responsible for leading and executing the end-to-end supply chain strategy across the Product Identification (PI) business. This role combines strategic leadership with hands-on execution, including direct ownership of key supplier relationships and procurement activities. The director will oversee supply chain operations supporting manufacturing and distribution across multiple global sites, ensuring cost efficiency, supply continuity…",Adzuna::API::Response::Job,5895490716,1,-71.521502,133589.06,133589.06,https://www.adzuna.com/land/ad/5895490716?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=2EC8300EE19A3A4428BDC2B309721C0A730AF924,41.703671,Global Supply Chain Director,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNzE2In0.KMNlBBYG7XaEX-_J9tp9I1Y1vz7qpXpp9qh-163F0mw,Adzuna::API::Response::Location,"West Warwick, Kent County","['US', 'Rhode Island', 'Kent County', 'West Warwick']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"AstroNova, Inc.",,
