latitude,created,salary_max,title,longitude,salary_min,redirect_url,salary_is_predicted,adref,__CLASS__,description,id,location.area,location.__CLASS__,location.display_name,category.label,category.tag,category.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
38.660886,2026-03-27T10:02:15Z,240.0,"Locum Physician (MD/DO) - Otolaryngology - $240 to $275 per hour in Creve Coeur, MO",-90.422618,240.0,https://www.adzuna.com/land/ad/5680344952?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=A71FF08543E1F8DC9FB49C650810AE50105D0644,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDk1MiIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.qKJ9QyZY9Ucf4HAcfeg4MO21T4wsTEALZ0OX9z5ER48,Adzuna::API::Response::Job,"Doctor of Medicine | Otolaryngology Location: Creve Coeur, MO Employer: Curative Pay: $240 to $275 per hour Start Date: ASAP About the Position LocumJobsOnline is working with Curative to find a qualified Otolaryngology MD in Creve Coeur, Missouri, 63141! Pediatric Otolaryngology - On-Call Assignment - Missouri Experience a balanced inpatient assignment in Missouri where you manage a manageable volume. This interim role offers steady clinical engagement while supporting a long-term permanent se…",5680344952,"['US', 'Missouri', 'Saint Louis County', 'Creve Coeur']",Adzuna::API::Response::Location,"Creve Coeur, Saint Louis County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,LocumJobsOnline,,
40.17396,2026-03-27T10:02:14Z,275.0,"Locum Physician (MD/DO) - Emergency Medicine - $275 to $315 per hour in Washington, PA",-80.246171,275.0,https://www.adzuna.com/land/ad/5680344949?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=E8C2D233A6701680BFFE97FF4EC7925DC03BA26A,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0OTQ5In0.nCaTVFoRTjKW2jvPe9FipPTS8KwgZfj6P2tKKQDXnOs,Adzuna::API::Response::Job,"Doctor of Medicine | Emergency Medicine Location: Washington, PA Employer: Curative Pay: $275 to $315 per hour Start Date: ASAP About the Position LocumJobsOnline is working with Curative to find a qualified Emergency Medicine MD in Washington, Pennsylvania, 15301! Emergency Medicine Locums - Pennsylvania - Physician Join a dynamic Emergency Medicine team in Pennsylvania, with locations near major city centers, offering exclusive short-term assignments. Highlights Short-term assignments availab…",5680344949,"['US', 'Pennsylvania', 'Washington County', 'Washington']",Adzuna::API::Response::Location,"Washington, Washington County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,LocumJobsOnline,,
31.709263,2026-03-27T10:02:10Z,211747.78,Locum Physician (MD/DO) - Obstetrics and Gynecology in Texas,-98.656775,211747.78,https://www.adzuna.com/land/ad/5680344927?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=DB9D7B7E17C6C949B570E5DA47BFCD2DBF283E52,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0OTI3In0.B59snURWB9sbutf3Gr0tyZBcHG7O9Re_zR7uHwRHZmw,Adzuna::API::Response::Job,"Doctor of Medicine | Obstetrics and Gynecology Location: Texas Employer: Medicus Healthcare Solutions Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position LocumJobsNetwork is working with Medicus Healthcare Solutions to find a qualified Obstetrics and Gynecology MD in Texas! Opportunity Details Medicus is partnering with a hospital in Dallas, Texas, for an opportunity for an OB Hospitalist to provide locum coverage. About the Opportunity: Schedule: 24-hour shift…",5680344927,"['US', 'Texas']",Adzuna::API::Response::Location,"Texas, US",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,LocumJobsNetwork,,
43.544349,2026-03-27T10:02:09Z,28095.33,Team Member - Late Night / Closer - Full Time - Urgently Hiring,-72.95629,28095.33,https://www.adzuna.com/land/ad/5680344886?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=BF04017E37E5560519E9B281E007B3AC045DC37C,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDg4NiIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.0y9dmzZNZoB40_69IEXUD0tYFkvQXcT7WBdV5BSE3A0,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344886,"['US', 'Vermont', 'Rutland County', 'Clarendon']",Adzuna::API::Response::Location,"Clarendon, Rutland County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.45693,2026-03-27T10:02:09Z,22879.52,Team Member - Early Morning / Opener - Part Time - Urgently Hiring,-72.991913,22879.52,https://www.adzuna.com/land/ad/5680344908?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=945F0FBFF4A9522F5002B900E1A360D1B7C58FA9,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0OTA4In0.FNNb2aPZDgySW8m4w4rWnYoAo_-tEQWgdEePolBDheM,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344908,"['US', 'Vermont', 'Rutland County', 'South Wallingford']",Adzuna::API::Response::Location,"South Wallingford, Rutland County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.650746,2026-03-27T10:02:09Z,22879.52,Team Member - Early Morning / Opener - Part Time - Urgently Hiring,-73.197599,22879.52,https://www.adzuna.com/land/ad/5680344885?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=07B649A31F5BB75BDF531390C537B36A16FBFB4B,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0ODg1In0.JnAQHwaSz0ukgNDvu7kKbgALLg8Fs4RqTWeirIHOIrE,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344885,"['US', 'Vermont', 'Rutland County', 'Bomoseen']",Adzuna::API::Response::Location,"Bomoseen, Rutland County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.813291,2026-03-27T10:02:08Z,27190.62,Team Member - Food Champion - Full Time - Urgently Hiring,-73.089667,27190.62,https://www.adzuna.com/land/ad/5680344791?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=B7F5E76205658246B05EFCE644E3190ADD6F7135,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0NzkxIn0.5ha_ynXO9jRGRjsPw09YNnoq5kSUMV05CzLcevuwDaU,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344791,"['US', 'Vermont', 'Rutland County', 'Brandon']",Adzuna::API::Response::Location,"Brandon, Rutland County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.520322,2026-03-27T10:02:08Z,24110.75,Team Member - Early Morning / Opener - Full Time - Urgently Hiring,-72.869004,24110.75,https://www.adzuna.com/land/ad/5680344815?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=90199EE48DF43A9175B8764D42086FB2FFBAE611,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0ODE1In0.oLLV8ZboxAXXRLocv6mavR8irUgfgMaFUzR81m-hWJE,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344815,"['US', 'Vermont', 'Rutland County', 'Cuttingsville']",Adzuna::API::Response::Location,"Cuttingsville, Rutland County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.521207,2026-03-27T10:02:08Z,22214.94,Team Member - Service Champion - Part Time - Urgently Hiring,-73.224211,22214.94,https://www.adzuna.com/land/ad/5680344832?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=F881B96EE9F38B37C03567099CBA922DA6A6287F,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDgzMiIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.11fmkkwuUEOi9nYl1ILywz6QGUQUvPPhvnpC2vIuFKg,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344832,"['US', 'Vermont', 'Rutland County', 'Lake St Catherine']",Adzuna::API::Response::Location,"Lake St Catherine, Rutland County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.45693,2026-03-27T10:02:08Z,21723.19,Team Member - Late Night / Closer - Part Time - Urgently Hiring,-72.991913,21723.19,https://www.adzuna.com/land/ad/5680344792?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=5ECE4DAF66A0DB83F6FCA0335861B0113EE97DCB,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDc5MiIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.EdRVkfptYI9iNrkoSv8LWj2YYA5HO-CNgAAvGB4HMkk,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344792,"['US', 'Vermont', 'Rutland County', 'South Wallingford']",Adzuna::API::Response::Location,"South Wallingford, Rutland County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.650746,2026-03-27T10:02:08Z,21723.19,Team Member - Late Night / Closer - Part Time - Urgently Hiring,-73.197599,21723.19,https://www.adzuna.com/land/ad/5680344816?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=CD1FE47A4A5BBD8A2BF4132BA1822A8828C6B419,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0ODE2In0.9itQAjtWjTtZaI80T0nPOEeH-MwVNslC7ddcXdfI0_Q,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344816,"['US', 'Vermont', 'Rutland County', 'Bomoseen']",Adzuna::API::Response::Location,"Bomoseen, Rutland County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.6065,2026-03-27T10:02:08Z,26009.22,Team Member - Food Champion- Part Time - Urgently Hiring,-72.97206,26009.22,https://www.adzuna.com/land/ad/5680344853?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=C96B70CC50854AA14C6B1AD862E597394E32C303,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDg1MyIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.s-gt5vDayIdBtFF_wnsSK4YuyUwc8JHtSgVznAo_KTE,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344853,"['US', 'Vermont', 'Rutland County', 'Rutland Town']",Adzuna::API::Response::Location,"Rutland Town, Rutland County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.6065,2026-03-27T10:02:08Z,26026.32,Team Member - Service Champion - Part Time - Urgently Hiring,-72.97206,26026.32,https://www.adzuna.com/land/ad/5680344849?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=B2226F890E2EA83B13FD58200B96CA3416956AD8,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDg0OSIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.c2EAF1-SYc6HA3J4QXFBSyDhtGtu_BxbiLxfDWKBgzk,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344849,"['US', 'Vermont', 'Rutland County', 'Rutland Town']",Adzuna::API::Response::Location,"Rutland Town, Rutland County",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
43.65522,2026-03-27T10:02:07Z,23423.54,Team Member - Food Champion - Full Time - Urgently Hiring,-72.79482,23423.54,https://www.adzuna.com/land/ad/5680344786?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=3776F5340E2EB3ADB8CAE934220427113912188F,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0Nzg2In0._OUtMxldV9ZzsX-sHMglzKDMI5PJSCiZtgp6qdJs_cA,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344786,"['US', 'Vermont', 'Rutland County', 'Killington']",Adzuna::API::Response::Location,"Killington, Rutland County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
32.952104,2026-03-27T10:02:07Z,30516.71,Late Night Team Member – Urgently Hiring,-112.742038,30516.71,https://www.adzuna.com/land/ad/5680344769?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=09B70916207410EAD2B6DDA331C6BDF52B33B9C8,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0NzY5In0.r34nKaIc_gCuAuY2QOShO8KZt22H6AvfkPuorSr3RVA,Adzuna::API::Response::Job,"Join Our Team at Taco Bell | Luihn VantEdge! Are you someone who loves making people smile and working in a fun, fast-paced environment? Taco Bell is the place for you! Whether you’re saving for something special, looking to grow your career, or just want to be part of an amazing team — we’ve got you covered. Why You’ll Love Working Here as a Team Member: Free meal every shift — because tacos make everything better Flexible scheduling — we’ll work around your classes or other commitments Paid t…",5680344769,"['US', 'Arizona', 'Maricopa County', 'Gila Bend']",Adzuna::API::Response::Location,"Gila Bend, Maricopa County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell - Pima,,
43.650746,2026-03-27T10:02:07Z,23423.54,Team Member - Food Champion - Full Time - Urgently Hiring,-73.197599,23423.54,https://www.adzuna.com/land/ad/5680344768?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=9068CEDDF00AF38659B9AB32EDA385E573E571D6,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDc2OCIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.KbdUegPFEzp6xml_QZsIb3aDH5_YbGr5fEpn3SgcdNc,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344768,"['US', 'Vermont', 'Rutland County', 'Bomoseen']",Adzuna::API::Response::Location,"Bomoseen, Rutland County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
35.763667,2026-03-27T10:02:07Z,26911.93,Restaurant Supervisor – Customer Service Associate,-79.16845,26911.93,https://www.adzuna.com/land/ad/5680344761?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=C5FED98B59531CF6E32FC9678DDB0B819BA56F79,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0NzYxIn0.ls4KdufIORtJFCVktGaNRRpxnI07PIv7R_EAxhpoOY8,Adzuna::API::Response::Job,"Taco Bell / KFC - Pittsboro is currently hiring a full time or part time Restaurant Supervisor for our Pittsboro, NC location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Taco Bell / KFC - Pittsboro in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should ha…",5680344761,"['US', 'North Carolina', 'Chatham County', 'Bynum']",Adzuna::API::Response::Location,"Bynum, Chatham County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell / KFC - Pittsboro,,
35.763667,2026-03-27T10:02:07Z,23760.73,Store Supervisor – Urgently Hiring,-79.16845,23760.73,https://www.adzuna.com/land/ad/5680344755?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=B6A940CBE2EBFE86041498C3A50B5EFE80A4A8C9,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0NzU1In0.pdv31semJurNU5UnJJX0-QKmZ-C6yMw9d3mEwMTOU1s,Adzuna::API::Response::Job,"Taco Bell / KFC - Pittsboro is looking for a full time or part time Store Supervisor for our location in Pittsboro, NC. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and …",5680344755,"['US', 'North Carolina', 'Chatham County', 'Bynum']",Adzuna::API::Response::Location,"Bynum, Chatham County",Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell / KFC - Pittsboro,,
43.573161,2026-03-27T10:02:07Z,23423.54,Team Member - Food Champion - Full Time - Urgently Hiring,-73.042834,23423.54,https://www.adzuna.com/land/ad/5680344777?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=9CE1536DE671D6071A74A9ED4795D756A3602EAE,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MDM0NDc3NyIsInMiOiJDRkF3WC1jcDhSR2JOYkFBalhabDhnIn0.vP5DjUvvrIOvvgdShvJ--VVcRnvk-ezmcb7VZxcsLSQ,Adzuna::API::Response::Job,"You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Team Members are friendly and helpful to customers and coworkers, meeting customer needs and taking steps to solve food or service issues. Have a clean and tidy appearance and work habits. Be willing and able to commu…",5680344777,"['US', 'Vermont', 'Rutland County', 'West Rutland']",Adzuna::API::Response::Location,"West Rutland, Rutland County",Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell- Rutland,,
35.763667,2026-03-27T10:02:07Z,30905.75,Store Supervisor – Entry Level,-79.16845,30905.75,https://www.adzuna.com/land/ad/5680344744?se=CFAwX-cp8RGbNbAAjXZl8g&utm_medium=api&utm_source=abfa41a4&v=E8714E1B18B91041A08F23AE4EF2DE2582D7986D,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ0ZBd1gtY3A4UkdiTmJBQWpYWmw4ZyIsImkiOiI1NjgwMzQ0NzQ0In0.V-pbIA_Klx1eVILiSopWyYaFJ04mJIG-s3d37V7Ukrw,Adzuna::API::Response::Job,"Taco Bell / KFC - Pittsboro is looking for a full time or part time Store Supervisor for our location in Pittsboro, NC. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and …",5680344744,"['US', 'North Carolina', 'Chatham County', 'Bynum']",Adzuna::API::Response::Location,"Bynum, Chatham County",Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Taco Bell / KFC - Pittsboro,,
