salary_min,salary_is_predicted,adref,description,salary_max,__CLASS__,created,redirect_url,latitude,longitude,id,title,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,contract_time,contract_type
88000.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDcwMyIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.MxsWsWw_088LfwV4fDa-PX1C_aoroW_KVLEqiVqiNFM,"WellStar is seeking a Cardiac CT Technologist to deliver high-quality, patient-centered cardiac imaging within a leading not-for-profit health system. In this role, you will perform and optimize cardiac CT studies, ensuring accurate image acquisition, radiation safety, and compassionate patient care. Collaborating with cardiologists, radiologists, and nursing teams, you will support timely diagnosis and treatment decisions. WellStar offers advanced imaging technology, strong clinical resources,…",108000.0,Adzuna::API::Response::Job,2026-09-09T13:03:54Z,https://www.adzuna.com/land/ad/5877384703?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=BD13E646B97C36A02FF48E0EF9BE1F01925EF6F6,33.285518,-84.577931,5877384703,Cardiac CT Technologist,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,WellStar,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Senoia, Coweta County","['US', 'Georgia', 'Coweta County', 'Senoia']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY5MCIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.paTlIT6PYN6jJga1afuTNzYIlg30buqOQWU75ezII2I,"American Traveler is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Hagerstown, Maryland. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 09/28/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Sep 28, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring an experienced RN for an Emerge…",113464.0,Adzuna::API::Response::Job,2026-09-09T13:03:48Z,https://www.adzuna.com/land/ad/5877384690?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=53BF2096E7C81CF3A45E16E4660F593B7F704679,39.63599,-77.74737,5877384690,"Travel ER RN - $2,182 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,American Traveler,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hagerstown, Washington County","['US', 'Maryland', 'Washington County', 'Hagerstown']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0NjkxIn0.tXIvjUPWGDPTzABUClo-CB2eaYNxts92iQWe26sv0YM,"American Traveler is seeking a travel nurse RN Med Surg for a travel nursing job in Albuquerque, New Mexico. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 10/12/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 4x12hrs Hours: 48 hrs/wk Start Date: Oct 12, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring an experienced RN for a Med/Surg Neuro night shift position re…",120588.0,Adzuna::API::Response::Job,2026-09-09T13:03:48Z,https://www.adzuna.com/land/ad/5877384691?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=8C6D17165E2B52241E4220F8DF154BD3AB9DB3DF,35.19955,-106.64425,5877384691,"Travel Medical Surgical Neuro RN - $2,319 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,American Traveler,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Alameda, Bernalillo County","['US', 'New Mexico', 'Bernalillo County', 'Alameda']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY4MyIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.EF7qkPwkLdbYRNbqgG6OAjEdL8zK3p2MTl1Ce4XrdSI,"Genie Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Battle Creek, Michigan. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 10/05/2026 Duration: 26 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Genie Healthcare is looking for a RN to work in MedSurg for a 26 weeks travel assignment located in Battle Creek, MI for the Shift (3x12 nights, 19:00:00-07:00:00, 12.00-3). Pay and benefits packages are estimated base…",114816.0,Adzuna::API::Response::Job,2026-09-09T13:03:48Z,https://www.adzuna.com/land/ad/5877384683?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=258A665532D2EF9A1061A6AE9F94B5C90723E93D,42.306187,-85.136257,5877384683,"Travel Med Surg RN - $2,208 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Genie Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Battle Creek, Calhoun County","['US', 'Michigan', 'Calhoun County', 'Battle Creek']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY4NCIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.uJNHR7OnCfRnEQJ2JHJLK7jC5GApC20U9shE2HZ9zSI,"GetMed Staffing, Inc. is seeking a travel nurse RN NICU - Neonatal Intensive Care for a travel nursing job in Eureka, California. Job Description & Requirements Specialty: NICU - Neonatal Intensive Care Discipline: RN Start Date: 10/05/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel GetMed Staffing is searching for a strong NICU RN to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing of…",116740.0,Adzuna::API::Response::Job,2026-09-09T13:03:48Z,https://www.adzuna.com/land/ad/5877384684?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=DE6D68A1160B88A5410C0A0B2E59A1870C0EBE32,40.79661,-124.17411,5877384684,"Travel NICU RN - $2,245 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"GetMed Staffing, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Eureka, Humboldt County","['US', 'California', 'Humboldt County', 'Eureka']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0Njg3In0.6COOPWzNz6RwwvwDzsJ3JPr7VZfKljnMpBOgu7Tdln4,"American Traveler is seeking a travel nurse RN PCU - Progressive Care Unit Med Surg for a travel nursing job in Olympia, Washington. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 10/06/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Oct 6, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring a Registered Nurse f…",100256.0,Adzuna::API::Response::Job,2026-09-09T13:03:48Z,https://www.adzuna.com/land/ad/5877384687?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=1220B81ED6C548C4B5A5AC87CFFC344D6244745E,47.06962,-122.952085,5877384687,"Travel PCU Float RN - $1,928 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,American Traveler,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Schneiders Prairie, Thurston County","['US', 'Washington', 'Thurston County', 'Schneiders Prairie']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY2MyIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.fGDZOY2XZW_ZX3rYg63FCGTD2QBBKyK88aYab6uD7M8,"Medical Solutions LTC is seeking a travel nurse RN Rehabilitation for a travel nursing job in Rochester, New York. Job Description & Requirements Specialty: Rehabilitation Discipline: RN Duration: 17 weeks 36 hours per week Shift: 12 hours Employment Type: Travel We’re seeking talented healthcare professionals whose adventure game is as strong as their clinical game. Those that want flexibility and high pay, we have the positions for you! Some of the industry-leading benefits enjoyed by Medical…",107796.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384663?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=9B64B7BE9EC877805EBC1583C3DA95EC30522B51,43.1315,-77.6085,5877384663,"Travel Rehabilitation RN - $2,073 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Medical Solutions LTC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Loehmanns Plaza, Monroe County","['US', 'New York', 'Monroe County', 'Loehmanns Plaza']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0NjY2In0.iowI5lV_LEbktjtdX1uygcMt93WYZyzeR1vhmfS2Sl0,"ADN Healthcare is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Anderson, Indiana. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 09/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Weekly rate listed is an estimate and can vary based on the applicant's home location, VMS Fees, and onboarding costs. Our Client is currently seeking ED - Emergency Department for positions …",106912.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384666?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=925A1C26F874B3DC42D415FDD1AE31FA64386E90,40.100152,-85.679071,5877384666,"Travel Emergency Room RN - $2,056 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,ADN Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Anderson, Madison County","['US', 'Indiana', 'Madison County', 'Anderson']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY2NyIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.rm4Wq8Ib1czspyH-plwYeSSM58APsT97uYKQDLx3C7M,"ADN Healthcare is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Brookfield, Wisconsin. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: 09/28/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel About ADN Healthcare ADN Healthcare has thousands of contract and direct hire positions available. We offer medical, dental, and vision coverage. Benefits Guaranteed Hours Continuing Education Company …",123032.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384667?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=4E65926B636196BD1777DD8CAC93E1E43541A8B8,43.0601,-88.1551,5877384667,"Travel Nurse RN - OR - Operating Room - $2,366 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,ADN Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Brookfield, Waukesha County","['US', 'Wisconsin', 'Waukesha County', 'Brookfield']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0NjYyIn0.zCXuImLIrYBMOJs94jSEue18iKE8CYUdAXn2ro0aXdU,"Coast Medical Service is seeking a travel nurse RN PreOp / PACU - Post Anesthesia Care for a travel nursing job in Walla Walla, Washington. Job Description & Requirements Specialty: PreOp / PACU - Post Anesthesia Care Discipline: RN Start Date: 10/05/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Coast guarantees stipend payments for facility-initiated call-offs and on-call shifts, giving you added peace of mind throughout your assignment Coast Medical S…",121992.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384662?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=7D47C784F67DA54718C9BA70B7057B26D61DCCFA,46.064581,-118.343021,5877384662,"Travel Nurse RN - PreOp / PACU - Post Anesthesia Care - $2,346 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Walla Walla, Walla Walla County","['US', 'Washington', 'Walla Walla County', 'Walla Walla']",,
