redirect_url,__CLASS__,salary_min,adref,longitude,salary_is_predicted,id,salary_max,title,description,latitude,created,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,contract_time,contract_type
https://www.adzuna.com/land/ad/5796975604?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=2DC830E8011073AE6200F51F01AB75D28639EA27,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTYwNCIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.XiK9lEb5uQQ6MokhG438KOkVYuxnmHXOOYVvH-Ur5aU,-84.1403,0,5796975604,112788.0,"Travel Nurse RN - ICU - Intensive Care Unit - $2,169 per week","ALOIS Healthcare is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Dayton, Ohio. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel ICU Nurse responsibilities include evaluating a patient's condition and administering treatment, as well providing constant support throughout recovery time. Ultimately, you will work directly w…",39.7159,2026-07-11T10:13:40Z,"['US', 'Ohio', 'Montgomery County', 'Oakwood']","Oakwood, Montgomery County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,ALOIS Healthcare,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975594?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=3027BDA6DD0C6ACDF4EEC3F8BBEA136190EDC8CB,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTk0In0.bIp4PPbiBVl2Xwir6sxZOsBZ6jh38IIRpBsA0v1Bp0Q,-95.338212,0,5796975594,123500.0,"Travel Occupational Therapist - $2,375 per week","SkyBridge Healthcare Therapy is seeking a travel Occupational Therapist for a travel job in Muskogee, Oklahoma. Job Description & Requirements Specialty: Occupational Therapist Discipline: Therapy Start Date: 08/10/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel Type: Rehabilitation Muskogee , OK SkyBridge Healthcare is seeking a Traveler for a 13 week contract in OK. SkyBridge Healthcare is a premier staffing firm dedicated to matching outstanding talent with e…",35.729553,2026-07-11T10:13:29Z,"['US', 'Oklahoma', 'Muskogee County', 'Keefeton']","Keefeton, Muskogee County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,SkyBridge Healthcare Therapy,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/details/5796975595?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35419.36,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU5NSIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.r_HPfgTKqcV-tgvK4pO2CaNAqCom6FFXLKcYelWu-Rc,-80.674722,1,5796975595,35419.36,Retail Merchandiser,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining Retail Odyssey, an Advantage Solutions company, means joining a network of 65,000 teammates serving 4,000 brands and retail customers across 40 countries. All the while, being provided the opportunities, support, and enrichment you need to grow your career. In this role, you will provide in-store merchandising support …",40.185556,2026-07-11T10:13:29Z,"['US', 'West Virginia', 'Brooke County', 'Short Creek']","Short Creek, Brooke County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,The Retail Odyssey Company,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,part_time,
https://www.adzuna.com/land/ad/5796975586?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=C007300DE8CA9CDE03F390D9389C660AAC3DA520,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU4NiIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.FI6wBhii-UAA5GW5it0oqRPgGYGWs_p-4ea8UwotfDI,-91.1825,0,5796975586,91208.0,"Travel ER Registered Nurse - $1,754 per week","Nightingale Nurses is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Baton Rouge, Louisiana. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel About Nightingale Nurses the first name in travel nursing You may not realize it, but as an RN with real world hospital experience, you are legendary. To the lives you’ve helped save…",30.44941,2026-07-11T10:13:28Z,"['US', 'Louisiana', 'East Baton Rouge Parish', 'Baton Rouge']","Baton Rouge, East Baton Rouge Parish",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Nightingale Nurses,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975584?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=F90D4DE56116AB398765511D187BD2D2AB0A51D6,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTg0In0.8SUsWgJS4FWPzFQMs1otDcux1nsN73jy1NGAo2Zho3o,-95.884034,0,5796975584,98592.0,"Travel CVOR Technologist - $1,896 per week","Coast Medical Service is seeking a travel CVOR Technologist for a travel job in Tulsa, Oklahoma. Job Description & Requirements Specialty: CVOR Technologist Discipline: Allied Health Professional Start Date: 08/03/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is fea…",36.095485,2026-07-11T10:13:28Z,"['US', 'Oklahoma', 'Tulsa County', 'Williams']","Williams, Tulsa County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Coast Medical Service,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975591?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=AE9673D779C9451A02BA470120DB63F07A43FC09,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU5MSIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.IKNXG1zFZGsI3Y32l7C6h_BnIpwoXGIC3cn0_nsru1I,-77.74737,0,5796975591,158340.0,"Travel Med/Surg Telemetry & IMC Float Pool RN - $3,045 per week","Nightingale Nurses is seeking a travel nurse RN Intermediate Care for a travel nursing job in Hagerstown, Maryland. Job Description & Requirements Specialty: Intermediate Care Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, days Employment Type: Travel About Nightingale Nurses the first name in travel nursing You may not realize it, but as an RN with real world hospital experience, you are legendary. To the lives you’ve helped save, the patients you’v…",39.63599,2026-07-11T10:13:28Z,"['US', 'Maryland', 'Washington County', 'Hagerstown']","Hagerstown, Washington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Nightingale Nurses,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975587?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=21726A93E64F1D7447C4132D9F2D07A086E3000F,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU4NyIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.6-XXO5hlkNj6R5ZNe4kV0LowJKtC7xjXSAuu8KLZLyo,-68.009785,0,5796975587,109200.0,"Travel Operating Room Surgical Technologist - $2,100 per week","GHR Healthcare - Travel is seeking a travel Certified Surgical Technologist for a travel job in Presque Isle, Maine. Job Description & Requirements Specialty: Certified Surgical Technologist Discipline: Allied Health Professional Start Date: 08/10/2026 Duration: 12 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel GHR Healthcare - Travel Job ID 78849365. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be de…",46.679927,2026-07-11T10:13:28Z,"['US', 'Maine', 'Aroostook County', 'Presque Isle']","Presque Isle, Aroostook County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GHR Healthcare - Travel,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975589?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=BDD94CDB2BE10B6C997EF5ADE959FBAEAD1EAC10,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTg5In0.mOlHC79f-JPpH6pQhex8yX9dLvt_A-ChJ3tce12c7CU,-106.64425,0,5796975589,168064.0,"Travel Nurse RN - Labor and Delivery - $3,232 per week","ALOIS Healthcare is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Albuquerque, New Mexico. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 08/17/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Travel A labor and delivery nurse works with mothers during the final stages of pregnancy helping with birthing, monitoring the mother's vital signs, and becoming astute in signs and symptoms of possible …",35.19955,2026-07-11T10:13:28Z,"['US', 'New Mexico', 'Bernalillo County', 'Alameda']","Alameda, Bernalillo County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,ALOIS Healthcare,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975576?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=90C80FCA795253ACBE506D915B4D69B98BD0C69A,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU3NiIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.8M3kMTHWBqnAQDwteAqvd7YfqmQWsWHuuq1-TRNJwuk,-122.92704,0,5796975576,103896.0,"Travel ER Registered Nurse - $1,998 per week","PRN Healthcare is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Salem, Oregon. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel PRN Healthcare Job ID 1560535. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: ER RN About …",44.89876,2026-07-11T10:13:27Z,"['US', 'Oregon', 'Marion County', 'Turner']","Turner, Marion County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,PRN Healthcare,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975581?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=C52AC7188703B392D023CA2A3E90FB6D487358FA,Adzuna::API::Response::Job,116480.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTgxIn0.7405pKwTSmuaW5qP_FCjti6oonnVwfuWWMwzi7la-YI,-83.693211,0,5796975581,124800.0,Local Contract CT Technologist - $56-60 per hour,"Host Healthcare is seeking a local contract CT Technologist for a local contract job in Macon, Georgia. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 07/13/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, nights Employment Type: Local Contract Host Healthcare Job ID La1fVX000003fsSXYAY. Pay package is based on 10 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Post…",32.806296,2026-07-11T10:13:27Z,"['US', 'Georgia', 'Bibb County', 'Payne']","Payne, Bibb County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Host Healthcare,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
