id,salary_min,latitude,description,salary_is_predicted,__CLASS__,title,redirect_url,created,salary_max,adref,longitude,company.display_name,company.__CLASS__,category.__CLASS__,category.label,category.tag,location.display_name,location.area,location.__CLASS__,contract_type,contract_time
5715948602,31168.59,36.991898,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,Adzuna::API::Response::Job,Drive with Uber,https://www.adzuna.com/details/5715948602?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:57Z,31168.59,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNTk0ODYwMiIsInMiOiI4bFp1NDJoRjhSR2Q5NW1WUGZydmFBIn0.ns_z1WJEJBFtxEnkMh5QQmUcFkLFwuFBeQPM0vMJAFM,-78.227155,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Victoria, Lunenburg County","['US', 'Virginia', 'Lunenburg County', 'Victoria']",Adzuna::API::Response::Location,,
5715948571,87769.98,40.738931,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Gopuff Delivery Gigs,https://www.adzuna.com/details/5715948571?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,87769.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGxadTQyaEY4UkdkOTVtVlBmcnZhQSIsImkiOiI1NzE1OTQ4NTcxIn0.kKOXih-qiZKXUEEt4Y979LqzRpBdnsFAfq5EkwL5C08,-73.983376,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Gramercy Park and Murray Hill, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Gramercy Park and Murray Hill']",Adzuna::API::Response::Location,contract,part_time
5715948553,72372.93,40.738931,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Earn Extra Cash as a Local Delivery Driver,https://www.adzuna.com/details/5715948553?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,72372.93,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGxadTQyaEY4UkdkOTVtVlBmcnZhQSIsImkiOiI1NzE1OTQ4NTUzIn0.RS0XwgDHeJAwbpECT_F78dO8I_pFSRl5gNIU0XlOCH8,-73.983376,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Gramercy Park and Murray Hill, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Gramercy Park and Murray Hill']",Adzuna::API::Response::Location,contract,part_time
5715948547,58917.44,40.738931,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Become a Gopuff Driver - Flexible Schedule,https://www.adzuna.com/details/5715948547?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,58917.44,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGxadTQyaEY4UkdkOTVtVlBmcnZhQSIsImkiOiI1NzE1OTQ4NTQ3In0.tUS8CZ-xkmL4usZhgqVN_ZrB1LxIZ4lN3aBZU6GKDlU,-73.983376,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Gramercy Park and Murray Hill, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Gramercy Park and Murray Hill']",Adzuna::API::Response::Location,contract,part_time
5715948563,68923.26,40.738931,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Earn Money Delivering With Gopuff,https://www.adzuna.com/details/5715948563?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,68923.26,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNTk0ODU2MyIsInMiOiI4bFp1NDJoRjhSR2Q5NW1WUGZydmFBIn0.kL4iW0Xq3WGVfocr0Dl9B5JzyNdYs068qhAoDPi8krk,-73.983376,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Gramercy Park and Murray Hill, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Gramercy Park and Murray Hill']",Adzuna::API::Response::Location,contract,part_time
5715948537,67369.55,33.8801,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Earn Money Delivering With Gopuff,https://www.adzuna.com/details/5715948537?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,67369.55,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNTk0ODUzNyIsInMiOiI4bFp1NDJoRjhSR2Q5NW1WUGZydmFBIn0.fgrBW1X6AjhcelCVlpDNa3fLkYOd9ww8jEeBFg-oCR0,-117.53489,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Corona, Riverside County","['US', 'California', 'Riverside County', 'Corona']",Adzuna::API::Response::Location,contract,part_time
5715948551,88037.16,40.738931,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Gopuff Delivery Driver Gigs,https://www.adzuna.com/details/5715948551?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,88037.16,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNTk0ODU1MSIsInMiOiI4bFp1NDJoRjhSR2Q5NW1WUGZydmFBIn0.alSdpaeKq-3IOKzwVAgkFj9pAME0AiQugCXG2p5WD5w,-73.983376,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Gramercy Park and Murray Hill, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Gramercy Park and Murray Hill']",Adzuna::API::Response::Location,contract,part_time
5715948562,64216.89,40.738931,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Gopuff Delivery Driver - Choose when you work,https://www.adzuna.com/details/5715948562?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,64216.89,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNTk0ODU2MiIsInMiOiI4bFp1NDJoRjhSR2Q5NW1WUGZydmFBIn0.9azPctlAs-izWg71436FMNE5MBdIQDFK6hqAj3FTdxs,-73.983376,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Gramercy Park and Murray Hill, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Gramercy Park and Murray Hill']",Adzuna::API::Response::Location,contract,part_time
5715948566,68784.71,40.738931,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Earn Money Delivering With Gopuff,https://www.adzuna.com/details/5715948566?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,68784.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGxadTQyaEY4UkdkOTVtVlBmcnZhQSIsImkiOiI1NzE1OTQ4NTY2In0.tyAlVCdI_jPiI0gf7tQknx-4kEC2HTZF5uPjqnlFE5k,-73.983376,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Gramercy Park and Murray Hill, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Gramercy Park and Murray Hill']",Adzuna::API::Response::Location,contract,part_time
5715948546,81725.23,33.771263,"Do more than make ends meet. Deliver with Gopuff and get paid to deliver what your neighbors need from a Gopuff facility near you! With one centralized pickup location and smaller delivery zones, Gopuff makes earning effortless. It's simple: deliver from a facility near you straight to the customer! You’ll be delivering everyday essentials, from cleaning supplies, home needs and OTC medications to food, drinks and more. Sign up to be a Gopuff Delivery Partner today and experience the easiest wa…",1,Adzuna::API::Response::Job,Deliver with Gopuff,https://www.adzuna.com/details/5715948546?utm_medium=api&utm_source=abfa41a4,2026-05-01T10:07:51Z,81725.23,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNTk0ODU0NiIsInMiOiI4bFp1NDJoRjhSR2Q5NW1WUGZydmFBIn0.mdlyBkmMcdybwGo9cRsOwvyAuBoi6e7e_F7kwTP7lbs,-117.485295,Gopuff,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,"Corona, Riverside County","['US', 'California', 'Riverside County', 'Corona']",Adzuna::API::Response::Location,contract,part_time
