redirect_url,latitude,salary_max,salary_is_predicted,id,__CLASS__,adref,longitude,created,salary_min,description,title,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,contract_time,contract_type
https://www.adzuna.com/land/ad/5776437748?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=4E71E048D26A0BD69AC99956E8CE0601E42C0B7F,42.894598,82923.21,1,5776437748,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHFUT3dLeHc4UkdMU05WbXVoVXpWZyIsImkiOiI1Nzc2NDM3NzQ4In0.nDV4yl30BzCPIp8653vsCSmZQlOok6GxsrbdO0C90RI,-112.354074,2026-06-25T11:33:08Z,82923.21,"Job Description Job Description Mathews Plumbing is seeking experienced Journeyman Plumbers for our Chubbuck location. We are looking for motivated professionals ready to step into a leadership role and take responsibility for managing a crew. The ideal candidate is dependable, results-driven, and committed to mentoring apprentices—helping them grow and develop a strong understanding of the trade while ensuring high-quality work. Our projects include residential and commercial construction, rem…",Journeyman Plumber,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,Mathews Plumbing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pocatello, Bannock County","['US', 'Idaho', 'Bannock County', 'Pocatello']",,
https://www.adzuna.com/land/ad/5776437749?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=9F62AB74CF93377EEE8527FB284B9B92111A247D,34.214316,46981.77,1,5776437749,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzc0OSIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.z_ostS4IfgteCAR3cqBi5iONDnWfMeEevnXZCDsFat8,-80.973977,2026-06-25T11:33:08Z,46981.77,"Job Description Job Description Top Helper Electrician – Manufacturing Construction Project Blythewood, SC 29016 Pay: $24.00 Schedule: Monday–Friday | 7:00 AM – 5:30 PM Duration: 2 to 3 Months Job Overview Talent Corps is seeking 4 Top Helper Electricians to assist with electrical installation on a large electric vehicle manufacturing facility in Blythewood, SC. Top Helpers will support Journeyman Electricians with installing bus plugs, busways, bus ducts, pulling wire, and installing overhead …",Top Helper Electrician - Manufacturing Project - $24.00,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,Talent Corps,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Blythewood, Richland County","['US', 'South Carolina', 'Richland County', 'Blythewood']",,
https://www.adzuna.com/land/ad/5776437744?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=B047AEEA456334A4FBA7C88113F08E5F4DADFDCB,40.477779,76162.42,1,5776437744,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzc0NCIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.htB6SPVysw1t9ZDf_BaiMsCucyigskCr_xUuzwc12Hw,-88.989245,2026-06-25T11:33:07Z,76162.42,"Job Description Job Description Description ION Solar is a rapidly expanding, full-service residential solar company with a strong nationwide presence. Our dedicated team is committed to making solar energy accessible and affordable for homeowners across the country. We are currently seeking strong leaders to support our company's growth and continued success. We have a great work environment that fosters individual growth and allows our team to enjoy helping people go green. Licensed Electrici…",Solar Electrician,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,Ion Solar,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Bloomington, McLean County","['US', 'Illinois', 'McLean County', 'Bloomington']",,
https://www.adzuna.com/land/ad/5776437739?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=2762432382748C34E52223F0550B3C4DCB036E3D,33.854548,50564.89,1,5776437739,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzczOSIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.Kh71CruCkt5_h8Pe9nRHKUtbd3JO6zKKBA6MBDv1ScY,-84.217142,2026-06-25T11:33:07Z,50564.89,"Job Description Job Description Conduct client interviews and maintain general contact with the client. Locate and interview witnesses. Answer the phone Make appointments and keep schedule. Manage active clients' files, communication with clients, insurance adjusters, opposing counsel, and doctors. Have Excellent writing and communication skills Experience Preferred; not necessary.",Paralegal,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Category,The JW Law Firm LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Tucker, DeKalb County","['US', 'Georgia', 'DeKalb County', 'Tucker']",,
https://www.adzuna.com/land/ad/5776437714?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=AA24FE2F775805788358BD41AA78F01C934C6EF1,32.726967,124996.74,1,5776437714,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzcxNCIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.yBeYv0wlH-4vDahaBvJeqZ85AY_xNScdIXJlp0PlCho,-117.164709,2026-06-25T11:33:05Z,124996.74,"Job Description Job Description Job description: OPEN CALL – CALIFORNIA STATE LICENSED ELECTRICIANS Jacumba, California IBEW Local 569 is accepting applicants for immediate work opportunities in Jacumba, CA on a large-scale energy project. Position California State Certified Electrician Project Scope Battery Energy Storage System ( BESS ) installation Solar Array ( ARRAY ) construction and installation Underground and above-ground electrical systems Equipment installation, terminations, testing…",Licensed Journeyman Electrician,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,IBEW 569,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"San Diego, San Diego County","['US', 'California', 'San Diego County', 'San Diego']",,
https://www.adzuna.com/land/ad/5776437700?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=7D08FD534E83BB2C1F190486A94ECC8F3D164E09,32.798895,93810.66,1,5776437700,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHFUT3dLeHc4UkdMU05WbXVoVXpWZyIsImkiOiI1Nzc2NDM3NzAwIn0.KBA7qyZPtMw6IRX1XFmtHh57rW3zGJXaGP-pgWAt9S0,-96.767002,2026-06-25T11:33:03Z,93810.66,"Job Description Job Description Earn What You're Worth. Build a Career, Not Just Another Job. Astar Air Conditioning, Plumbing & Electric is Growing! We're looking for a motivated, customer-focused Residential Electrical Service Technician who takes pride in their work and wants to be part of a winning team. If you're a licensed electrician who enjoys helping homeowners, solving problems, and being rewarded for your performance, we want to talk to you. Why Top Technicians Choose Astar ✅ Family-…",Electrician,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,A-Star Heat & Air,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Dallas, Texas","['US', 'Texas', 'Dallas']",,
https://www.adzuna.com/land/ad/5776437707?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=40BE9957267EB7D62B74EE61E2421DA9132BDAFE,39.103197,83260.7,1,5776437707,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzcwNyIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.i1GhjpE6pYgTrSK4wezSHUy0c1TBxfRXbwVVYVdyx5k,-84.506488,2026-06-25T11:33:03Z,83260.7,"Job Description Job Description Role And Position Objectives The company's Fuzing & Ordnance Systems (FOS) designs ruggedized electronics for a variety of military fuzing and ordnance systems. Our staff has led or supported the development, design, qualification, and manufacture of numerous Electronic and Electro-Mechanical fuzing devices for numerous large defense contractors and direct government customers. We are looking for talented, motivated and creative engineers to join our team. This E…",Lead Electrical Engineering,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,"Ohm Systems, Inc",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Cincinnati, Hamilton County","['US', 'Ohio', 'Hamilton County', 'Cincinnati']",,
https://www.adzuna.com/land/ad/5776437709?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=41E53DE68D155062B2FBC6081048E4436F52B731,35.232678,88158.05,1,5776437709,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzcwOSIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.UHLgywPpSoJ7ETFT3qGYanY1HqQiac-kafIhyxMoWDY,-80.846082,2026-06-25T11:33:03Z,88158.05,"Job Description Job Description North Star Electric is looking for an Electrician to run the Carolina projects! Plan, coordinate, and manage electrical projects, ensuring they are completed on time and within budget Review project specifications, drawings, and technical documents Lead project teams, including engineers, electricians, subcontractors, and vendors Monitor project progress and provide regular updates to stakeholders Ensure compliance with electrical codes, safety regulations, and c…",ELECTRICIAN (MULTIFAMILY),Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,"North Star Electric, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Charlotte, Mecklenburg County","['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",,
https://www.adzuna.com/land/ad/5776437694?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=9B2966CB638C8631C6F3B244C6BC9678688F9D3E,39.77745,37700.11,1,5776437694,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzY5NCIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.dhxg6n6PeoWE0A8FgZb0y9hVC0IuVNov3WXxMKzakGs,-86.109012,2026-06-25T11:33:02Z,37700.11,"Job Description Job Description Are you looking for a job with the opportunity to grow? We are a small Family owned pool company that is starting to grow fast, so we are looking for someone who enjoys working outside, is dependable and would like to grow with us. You will maintain and service residential swimming pools and adjust water chemistry on an assigned route. Requirements - Experience Preferred but not necessary - Knowledge of swimming pool cleaning, cleaning filters and water chemistry…",Swimming Pool Maintenance Tech,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Firehouse Pools LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Indianapolis, Marion County","['US', 'Indiana', 'Marion County', 'Indianapolis']",,
https://www.adzuna.com/land/ad/5776437681?se=tqTOwKxw8RGLSNVmuhUzVg&utm_medium=api&utm_source=abfa41a4&v=D5EBB6614F4B4CF56D1320A126C86CF651B35897,41.589,70964.85,1,5776437681,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NjQzNzY4MSIsInMiOiJ0cVRPd0t4dzhSR0xTTlZtdWhVelZnIn0.Cw2yP0SW88RjQGEoaYwjpttayzHEdSpkaeTpdjhL6wI,-93.6151,2026-06-25T11:33:01Z,70964.85,Job Description Job Description Benefits/Perks Flexible Scheduling Competitive Compensation Career Advancement Opportunities Job Summary We are seeking a skilled Electrician to join our team! Responsibilities: Follow all safety rules and regulations Maintain a clean and safe work environment Diagnose and repair issues Perform preventative maintenance and service repairs Listen to customer concerns and proactively solving problems. Respond to work order requests in a timely fashion. Interact wit…,Electrician Service Tech,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,R Rogers LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Des Moines, Polk County","['US', 'Iowa', 'Polk County', 'Des Moines']",,
