__CLASS__,salary_is_predicted,redirect_url,salary_min,contract_time,latitude,created,salary_max,longitude,description,id,adref,title,category.label,category.tag,category.__CLASS__,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830619277?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=63D3BCEFB1BE22D7C9CE6E79C4EE214819DFBF30,49462.89,part_time,41.543221,2026-08-06T11:18:05Z,49462.89,-88.201066,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830619277,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxOTI3NyIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.skBF-mp5IRqlpFsc1IC8bdM_6cTnLtSIOYwadX_vOgE,Drive with Uber - Earn at least $3075 in your first 210 trips with Uber.,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Shorewood, Will County","['US', 'Illinois', 'Will County', 'Shorewood']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830619079?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=FBD1462DFD6E6DE63A0907875A225E3CE63D93AB,39191.34,part_time,41.629397,2026-08-06T11:17:59Z,39191.34,-88.68163,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830619079,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE5MDc5In0.7iiHdvq_Fc-6hPWFQPezzHu_1lzGGhbBk694BhYS3iY,Flexible schedule - Earn at least $3075 by driving 210 trips with Uber,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Somonauk, DeKalb County","['US', 'Illinois', 'DeKalb County', 'Somonauk']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830619064?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=488B593687D95EEF67D8E9EAA70D9CD3B8450206,59312.92,part_time,41.952625,2026-08-06T11:17:59Z,59312.92,-87.948598,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830619064,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxOTA2NCIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.GSA1gcFtM_tU6WXyep6FwXWt9XEjvBNBlQ5XeBOhs-w,"Side gig: Earn at least $3075 in your first 210 trips with Uber, guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Bensenville, DuPage County","['US', 'Illinois', 'DuPage County', 'Bensenville']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618986?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=2947A2C76DF5CBBAFB5C7771A1FDE22768EF5E2F,53671.81,part_time,42.022295,2026-08-06T11:17:57Z,53671.81,-88.371057,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618986,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODk4NiIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.zA_xhfQ1elL8M7MS5KjZWELGlw-X-CMnJ_cLvM6nHlk,"Choose your schedule - Earn At Least $3075 For Your First 210 Trips, Guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Plato, Kane County","['US', 'Illinois', 'Kane County', 'Plato']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618975?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=10CE7979CDD9F4AAD7BB0F6B63B978854838470F,54917.83,part_time,42.00775,2026-08-06T11:17:57Z,54917.83,-87.67029,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4OTc1In0.f7rwlpGfbet7e4rUJGWcewII-KAU6Ug5IJnRxsRFZsk,"Drive with Uber: Earn at least $3075 when you complete 210 trips with Uber, guaranteed",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Rogers Park, Chicago","['US', 'Illinois', 'Cook County', 'Chicago', 'Rogers Park']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618931?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=A5919D535615FF5A17F23A7ACBA63DEEA368324F,54945.75,part_time,41.188404,2026-08-06T11:17:56Z,54945.75,-88.310242,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618931,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODkzMSIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.Lxgpgt9Dkv4LDo65FG-Y_1ONlZ-mK-WcCTpa3kv0we4,"Part-time gig: Earn at least $3075 for your first 210 trips, guaranteed.",Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,"Gardner, Grundy County","['US', 'Illinois', 'Grundy County', 'Gardner']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618922?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=3355FEC04A80F6DD0AB455F5D055C4A2941AD6E2,43097.36,part_time,41.513984,2026-08-06T11:17:56Z,43097.36,-88.110025,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618922,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4OTIyIn0.LyHnesesrMSjlfGmwg0eRPofdNNqivlg-NNZeQX9a74,Drive with Uber - Earn at least $3075 in your first 210 trips with Uber.,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Rockdale, Will County","['US', 'Illinois', 'Will County', 'Rockdale']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618874?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=0E5BBAAC91813F0BE733C44054C3920256580091,47461.69,part_time,41.693154,2026-08-06T11:17:55Z,47461.69,-87.712336,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618874,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODg3NCIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.nx3sa5AtaItv3JaHgXzuKZfAnCZqagxMSJVw5C_kids,"Drive with Uber: Earn at least $3075 when you complete 210 trips, guaranteed",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Merrionette Park, Cook County","['US', 'Illinois', 'Cook County', 'Merrionette Park']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618835?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=AC7E11C0E8451D7D1E91C6405B3A24E3966C92D5,51980.38,part_time,42.41112,2026-08-06T11:17:54Z,51980.38,-88.06464,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618835,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODgzNSIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.sNt2QQ0nUukjyNyjfCyxY6G0z2MwoskelZA7qdyIzXo,Flexible schedule - Earn at least $3075 by driving 210 trips with Uber,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Chesney Shores, Lake County","['US', 'Illinois', 'Lake County', 'Chesney Shores']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618828?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=D1E6184645B1128A77F9B302906214666353AE54,52859.06,part_time,41.74704,2026-08-06T11:17:54Z,52859.06,-87.97716,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618828,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4ODI4In0.3W5AnMvc95-0RfLZPEQf85WdoHLL0PTeK4pTbxb6KWc,"Fast Pay - Earn at least $3075 in your first 210 trips, guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Darien, DuPage County","['US', 'Illinois', 'DuPage County', 'Darien']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
