salary_max,salary_min,longitude,id,latitude,description,title,salary_is_predicted,redirect_url,created,contract_time,adref,__CLASS__,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__,category.__CLASS__,category.label,category.tag,contract_type
81529.92,81529.92,-80.031136,5883850470,32.703869,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Delivery Driver - Sign Up and Start Earning,1,https://www.adzuna.com/land/ad/5883850470?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=62A5923D7303A794D5D8841C6DA55F1B2BAA3FF0,2026-09-14T14:15:44Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDQ3MCIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.9tDQPwK7Ue8pJuByXP4dPFApxSUCCVe5h3nQArRNG4g,Adzuna::API::Response::Job,"Johns Island, Charleston County","['US', 'South Carolina', 'Charleston County', 'Johns Island']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
73960.09,73960.09,-81.183151,5883850406,34.085983,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery - Sign Up and Start Earning,1,https://www.adzuna.com/land/ad/5883850406?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=D70B4F27430ED275145E436E29A60B398468166D,2026-09-14T14:15:42Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwNDA2In0.-icltGITlbw_tA6pCmUqwQt_WGyWbyU9cE1EWCfTnuk,Adzuna::API::Response::Job,"Irmo, Richland County","['US', 'South Carolina', 'Richland County', 'Irmo']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
77229.56,77229.56,-81.036821,5883850383,33.987339,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery - Sign Up and Start Earning,1,https://www.adzuna.com/land/ad/5883850383?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=46235A849317DDBAACB984D5F73B4831EEBAEFFA,2026-09-14T14:15:42Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDM4MyIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.D3TpbvkzvvsDyLAfHLgjUpYAeREgH5gbf7JC-u8pjI4,Adzuna::API::Response::Job,"Columbia, Richland County","['US', 'South Carolina', 'Richland County', 'Columbia']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
60323.09,60323.09,-81.631,5883850368,29.502,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850368?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=18285EAE9E4BC04D5091EAE042B78F98083671BC,2026-09-14T14:15:41Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzY4In0.NpKd1eO28lmpOcN-DvGxrXZxfIb15NaJAub1hudEDOA,Adzuna::API::Response::Job,"Pomona Park, Putnam County","['US', 'Florida', 'Putnam County', 'Pomona Park']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
62400.0,52000.0,-72.801274,5883850371,41.658791,"Benefits: Competitive salary Opportunity for advancement Training & development About Us GreenHome Solutions is a leader in indoor environmental quality and restoration services. We specialize in diagnosing and improving air quality through expert mold remediation, odor control, and air purification . Our mission is to help clients breathe cleaner, safer air by combining technical expertise with compassionate, professional service. Position Summary We are seeking an experienced and dependable I…",Mold Technician/ Crew Chief,0,https://www.adzuna.com/details/5883850371?utm_medium=api&utm_source=abfa41a4,2026-09-14T14:15:41Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzcxIn0.eP2jt1x5q8N_NWKN9AgFL93Y3hxIQwWQ8KidZlOGlKM,Adzuna::API::Response::Job,"New Britain, Hartford County","['US', 'Connecticut', 'Hartford County', 'New Britain']",Adzuna::API::Response::Location,Green Home Solutions of West Hartford,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,
59842.86,59842.86,-81.073983,5883850376,33.993487,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850376?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=33BFE056273AFADC4506E3FEB6ED306E44D8F5EB,2026-09-14T14:15:41Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzc2In0.x53dDP4Rh_oguRCyP31NBbF3ds90xIU0FINH53-NR9o,Adzuna::API::Response::Job,"West Columbia, Lexington County","['US', 'South Carolina', 'Lexington County', 'West Columbia']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
64764.21,64764.21,-82.198176,5883850364,33.450416,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Delivery Driver,1,https://www.adzuna.com/land/ad/5883850364?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=F66C2780EF2AA6E9FAACD33FB320E788FA56341C,2026-09-14T14:15:41Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mzg1MDM2NCIsInMiOiJQbTlka1dxdzhSR0d2NWU2RTdBZ3h3In0.gwn4BbDTDCjmvqH9kTOD60gwv3udyGsrwdbQPm9HNbU,Adzuna::API::Response::Job,"Grovetown, Columbia County","['US', 'Georgia', 'Columbia County', 'Grovetown']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
60105.73,60105.73,-81.055889,5883850367,29.285813,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850367?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=DF369A6236E0B6A827584C60C1653081CD7AAF43,2026-09-14T14:15:41Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzY3In0.0rF-IgBhCIQMPcMN1kjZxemu67UJGD47vi0MtUIALOE,Adzuna::API::Response::Job,"Ormond Beach, Volusia County","['US', 'Florida', 'Volusia County', 'Ormond Beach']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
59882.65,59882.65,-81.315047,5883850380,29.572466,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850380?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=4EAB2E48C893FF48937B511EEEFC9D4744E31FA6,2026-09-14T14:15:41Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzgwIn0.L4XXOpg5qa1nTFBwt4Gu9Brp2_6FE9AStGMWAPVfS90,Adzuna::API::Response::Job,"Palm Coast, Flagler County","['US', 'Florida', 'Flagler County', 'Palm Coast']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
60617.37,60617.37,-82.501232,5883850336,35.430671,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850336?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=5F5E08E94613AB4D60A5519A33046A2080CDBF03,2026-09-14T14:15:40Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzM2In0.QhiLgkYylAKVEmHCq4zIWaT1RRzDCLXQWee2Q15eTyg,Adzuna::API::Response::Job,"Fletcher, Henderson County","['US', 'North Carolina', 'Henderson County', 'Fletcher']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
62015.11,62015.11,-80.003183,5883850347,32.930579,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Delivery Driver,1,https://www.adzuna.com/land/ad/5883850347?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=71DC50A617B9E2A43C7EF27F6ED44FDA0DED28B7,2026-09-14T14:15:40Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzQ3In0.x7H7HwdrotEMptbDrTPCPNdoaCXiMWw2YvDY27N2eXA,Adzuna::API::Response::Job,"Charleston, Charleston County","['US', 'South Carolina', 'Charleston County', 'Charleston']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
60780.49,60780.49,-82.533283,5883850340,35.252604,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",Restaurant Delivery,1,https://www.adzuna.com/land/ad/5883850340?se=Pm9dkWqw8RGGv5e6E7Agxw&utm_medium=api&utm_source=abfa41a4&v=772784B466DB9121856D4A8FF8B08FFA895B2AA1,2026-09-14T14:15:40Z,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUG05ZGtXcXc4UkdHdjVlNkU3QWd4dyIsImkiOiI1ODgzODUwMzQwIn0.exbYnIwnuFz2lT_D-n3G_WmQq4BId5fLoawp3IkYwH8,Adzuna::API::Response::Job,"Hendersonville, Henderson County","['US', 'North Carolina', 'Henderson County', 'Hendersonville']",Adzuna::API::Response::Location,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,
