created,description,longitude,salary_is_predicted,__CLASS__,salary_max,title,latitude,adref,salary_min,id,redirect_url,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.label,category.__CLASS__,category.tag,contract_time,contract_type
2026-06-01T14:33:35Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-88.265523,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,39.273211,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NjAxIn0.VKSOlgadIAcAgULrhTPshHg5-lYfPiB_LQyBohWbTyQ,76000.0,5747964601,https://www.adzuna.com/details/5747964601?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cumberland County', 'Sumpter']",Adzuna::API::Response::Location,"Sumpter, Cumberland County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:35Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.77514,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,39.00576,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NTg1In0.idPu61OMvcesCSssmCLzri0MdyZzshTQe-xWJFHNoII,76000.0,5747964585,https://www.adzuna.com/details/5747964585?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Crawford County', 'Eaton']",Adzuna::API::Response::Location,"Eaton, Crawford County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:35Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.6146,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.87947,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDU2NSIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.lyAWswVFbFvNkAIvUgXoQlSzRIK3UzYnn-dR24x2s8M,76000.0,5747964565,https://www.adzuna.com/details/5747964565?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago']",Adzuna::API::Response::Location,"Chicago, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:34Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.7128,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.77518,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NTA1In0.bsMFJz3Y5hwxaagGitAVm-zor9jlg54hVJAlsuksaSY,76000.0,5747964505,https://www.adzuna.com/details/5747964505?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'West Lawn']",Adzuna::API::Response::Location,"West Lawn, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:34Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.6351,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.8884,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDUzNSIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.i7MHnAgQ0HJzeqKiwObTK6-MXdMULUYesZupi4QBeN0,76000.0,5747964535,https://www.adzuna.com/details/5747964535?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'River North']",Adzuna::API::Response::Location,"River North, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:34Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.8049,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.9911,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDUwMSIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.VLqicTIaZN7ro3CtT58N8OuByRrgek9V7uU6eVOq3Y0,76000.0,5747964501,https://www.adzuna.com/details/5747964501?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'Old Norwood']",Adzuna::API::Response::Location,"Old Norwood, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:34Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.67029,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,42.00775,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDUyNyIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.5Co2YCccA-_XGaIuCAg0uM4-OYEZzNtrEnQCqtSguDU,76000.0,5747964527,https://www.adzuna.com/details/5747964527?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'Rogers Park']",Adzuna::API::Response::Location,"Rogers Park, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:33Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.6387,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.4681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0Nzk2NDQ3MSIsInMiOiJFRFR6N09sZDhSR0x3SlNHcVNJVzVBIn0.Ji8Eq78Vx6y5GjDU_Bksm2PeE3y696CyHJxroL6ca_s,76000.0,5747964471,https://www.adzuna.com/details/5747964471?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Steger']",Adzuna::API::Response::Location,"Steger, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:33Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.8691,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.805,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDQ5In0.HFSFMiDjDjjRQ42g6R0-8ZiRa2DeCiK0JfTdFNfDZTo,76000.0,5747964449,https://www.adzuna.com/details/5747964449?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'La Grange']",Adzuna::API::Response::Location,"La Grange, Cook County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
2026-06-01T14:33:33Z,"Nussbaum Transportation is now hiring OTR Dry Van Company Drivers. We are committed to offering competitive packages and fostering a culture built on faith and family. Benefits Competitive Pay: Earn between $76K - $92K in your first year, depending on experience. Bonuses: $3,000 Dry Van Transition Bonus, with $1K upon successful completion of orientation, at 3 months, and at 6 months. Insurance: Major medical, dental, and vision coverage, along with short-term disability and life insurance. Ret…",-87.6367,0,Adzuna::API::Response::Job,92000.0,OTR Dry Van Company Driver,41.8825,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRURUejdPbGQ4UkdMd0pTR3FTSVc1QSIsImkiOiI1NzQ3OTY0NDY0In0.PIyTz9Jt_rbTNRV_4eh2K6E82rQfUxDb3_x-yohbz-w,76000.0,5747964464,https://www.adzuna.com/details/5747964464?utm_medium=api&utm_source=abfa41a4,Nussbaum,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'West Loop']",Adzuna::API::Response::Location,"West Loop, Chicago",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
