id,created,longitude,redirect_url,description,salary_min,latitude,salary_is_predicted,title,salary_max,adref,__CLASS__,category.tag,category.__CLASS__,category.label,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
5777918585,2026-06-26T11:17:43Z,-124.401126,https://www.adzuna.com/land/ad/5777918585?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=1939A46E842FFECD6D23A04DECA7543C3C969720,"Vivian is looking for Travel Physical Therapist Therapys in Gold Beach, Oregon paying up to $2,726/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover job…",0.0,42.433464,0,"Travel Physical Therapist - Paying up to $2,726/week",141752.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODU4NSIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.FBPLGbFuK2d6acuNCf8m6JV_HxuQWKsicxIYcM-zmgI,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Wedderburn, Curry County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Curry County', 'Wedderburn']",Vivian Health,Adzuna::API::Response::Company,,
5777918560,2026-06-26T11:14:36Z,-122.330833,https://www.adzuna.com/land/ad/5777918560?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=EABFE5C6D921955BC1BD5B7A477C669C881A3D55,"American Traveler is seeking a travel CT Technologist for a travel job in Seattle, Washington. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 07/13/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, days Employment Type: Travel Assignment Overview Shift: Days, 4x12hrs Hours: 48 hrs/wk Start Date: Jul 13, 2026 Length: 13 weeks Openings: 1 Description American Traveler is seeking a CT Technologist with a minimum of 2 years of e…",0.0,47.606389,0,"Travel CT Technologist - $3,627 per week",188604.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NTYwIn0.xNhL1wLNPDqBFJh8mYsOIkFihLpbzWEfbaRYuhsNiII,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Times Square, King County",Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Times Square']",American Traveler,Adzuna::API::Response::Company,,
5777918559,2026-06-26T11:14:36Z,-80.821992,https://www.adzuna.com/land/ad/5777918559?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=C4B6D115CBA622DAA92C96BABB9E5DB64E5E2BF1,"American Traveler is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Titusville, Florida. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Assignment Overview Shift: Days, 3x12hrs Hours: 36 hrs/wk Start Date: Jul 27, 2026 Length: 13 weeks Openings: 1 Description American Traveler is seeking an experienced Emergency Department…",0.0,28.572257,0,"Travel Emergency Department Registered Nurse - $1,319 per week",68588.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODU1OSIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.OGhW8dEvyaIHxHJqbgWYU_8Kyr3FxjkmXe-p-w1stPg,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Titusville, Brevard County",Adzuna::API::Response::Location,"['US', 'Florida', 'Brevard County', 'Titusville']",American Traveler,Adzuna::API::Response::Company,,
5777918558,2026-06-26T11:14:35Z,-118.352039,https://www.adzuna.com/land/ad/5777918558?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=4AE97969EB5BB027225B863FE5BD065F438FBC28,"Critical Connection, inc is seeking a travel Speech Language Pathologist for a travel job in Inglewood, California. Job Description & Requirements Specialty: Speech Language Pathologist Discipline: Therapy Start Date: 06/29/2026 Duration: 26 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Schedule: Full-Time | Flexible Scheduling Options Guaranteed Hours: Yes (varies by assignment) About the Opportunity We are seeking a dedicated Speech-Language Pathologist (SLP) to provide…",0.0,33.953792,0,"Travel Speech Language Pathologist - Acute Rehab & Acute Care - $3,299 per week",171548.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODU1OCIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.d2Reua0oi1Ej7LYOu_CIINnoVAtg73gv9Wb6l-Yu38E,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Inglewood, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Inglewood']","Critical Connection, inc",Adzuna::API::Response::Company,,
5777918552,2026-06-26T11:14:33Z,,https://www.adzuna.com/land/ad/5777918552?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=0499B0190872F26CA8583576F2D955A90B1F499E,"Voca Healthcare is seeking a travel nurse RN Oncology for a travel nursing job in Nyc, New York. Job Description & Requirements Specialty: Oncology Discipline: RN Start Date: 08/03/2026 Duration: 14 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Benefits available on 1st of the month after start: Holiday pay Weekly pay Retention bonus 401k retirement plan Medical benefits Dental benefits Vision benefits Referral bonus Are you an experienced Oncology RN looking for your next exc…",0.0,,0,"Travel Radiation Oncology RN - $2,339 per week",121628.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODU1MiIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.KBwbOZk1Js05QW3KwGLtNOoBZHoKmgckmRfrXP6uX2w,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"New York City, New York",Adzuna::API::Response::Location,"['US', 'New York', 'New York City']",Voca Healthcare,Adzuna::API::Response::Company,,
5777918553,2026-06-26T11:14:33Z,-97.166562,https://www.adzuna.com/land/ad/5777918553?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=BE574F128782C151A30F32E3387F20512E70387C,"Care Career is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Wichita, Kansas. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 07/19/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Position: Travel RN – Labor & Delivery Facility: Wesley Medical Center Location: Wichita, Kansas Shift: Days (7:00 AM – 7:00 PM) Schedule: 3x12s Hours: 36 Hours/Week Contract Length: 13 Weeks (91 Days) Guaranteed…",0.0,37.640644,0,"Travel Labor & Delivery RN - $2,686 per week",139672.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0Z2M3hITng4UkdMNGFyYjJoRHRjZyIsImkiOiI1Nzc3OTE4NTUzIn0.l8BZn8xm1_nMsWNANU7HnPy1pJ2AMgfFqaN-761hTKs,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Andover, Butler County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Butler County', 'Andover']",Care Career,Adzuna::API::Response::Company,,
5777918547,2026-06-26T11:14:27Z,-89.41651,https://www.adzuna.com/land/ad/5777918547?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=99E271729C4E616265BC0EB30EB0222D85B6B10D,"Vivian is looking for Staff Physical Therapist Therapys for permanent roles at top tier hospital systems in Madison, Wisconsin and surrounding areas. Paying up to $40-60/hour, At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select y…",83200.0,43.0358,0,Physical Therapist - Paying up to $40-60/hour,124800.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODU0NyIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.OPgPR4b-WMgBkBwxMoaWFBKh86KFhqbOCR7QPlmoB_4,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Fitchburg, Dane County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Dane County', 'Fitchburg']",Vivian Health,Adzuna::API::Response::Company,,
5777918531,2026-06-26T11:14:27Z,-84.275075,https://www.adzuna.com/land/ad/5777918531?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=7C6369ED11BEC2833C4F5B0DEBF040EF2D5EDC4F,"Vivian is looking for Travel Physical Therapist Therapys in Griffin, Georgia paying up to $2,276/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs …",0.0,33.278605,0,"Travel Physical Therapist - Paying up to $2,276/week",118352.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODUzMSIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.IPCCbMNFIaNItD3LddmIjVIIeH3-gcQrz5XfCbItQy0,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Griffin, Spalding County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Spalding County', 'Griffin']",Vivian Health,Adzuna::API::Response::Company,,
5777918544,2026-06-26T11:14:27Z,-85.773183,https://www.adzuna.com/land/ad/5777918544?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=B0543512FDB1139D1FB4CC0FFE1BF2320AEFCF54,"Vivian is looking for Travel Physical Therapy Assistant Therapys in North Manchester, Indiana paying up to $1,630/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) a…",0.0,41.004617,0,"Travel Skilled Nursing Facility (SNF) Physical Therapy Assistant - Paying up to $1,630/week",84760.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODU0NCIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.0-StpU5_bJnKdqUgzuz9fVkrlxFLdtm2rVJAB98PmDM,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"North Manchester, Wabash County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Wabash County', 'North Manchester']",Vivian Health,Adzuna::API::Response::Company,,
5777918534,2026-06-26T11:14:27Z,-119.643185,https://www.adzuna.com/land/ad/5777918534?se=sFv3xHNx8RGL4arb2hDtcg&utm_medium=api&utm_source=abfa41a4&v=A9DE55F562C0A78E2804494D18EE233B7F371EAF,"Vivian is looking for Travel Occupational Therapist Therapys in Hanford, California paying up to $2,848/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discove…",0.0,36.329273,0,"Travel Skilled Nursing Facility (SNF) Occupational Therapist - Paying up to $2,848/week",148096.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NzkxODUzNCIsInMiOiJzRnYzeEhOeDhSR0w0YXJiMmhEdGNnIn0.O7QNCcaSr5111VdQpNoR1spoYJdyoTeaeozxaMpLJss,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Hanford, Kings County",Adzuna::API::Response::Location,"['US', 'California', 'Kings County', 'Hanford']",Vivian Health,Adzuna::API::Response::Company,,
