created,redirect_url,salary_is_predicted,adref,description,__CLASS__,title,salary_min,longitude,id,salary_max,contract_time,latitude,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,contract_type
2026-09-12T12:05:04Z,https://www.adzuna.com/details/5881158016?utm_medium=api&utm_source=abfa41a4,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTU4MDE2In0.qPgilDdQgggItUTO09D8dOmo9HNrf3xc2FCqbniAv7A,"If you are a CURRENT Carter's employee, do not apply via this external application. Search ""Browse Jobs"" in Workday to apply internally. Love what you do. Carter's Careers. As a Part Time Sales Manager, you will be the first face of the brand for growing families. You'll congratulate new parents and grandparents, the first to introduce our new baby essentials, and the first to help prep for the first day of school, and all the big and little moments in their parenting journey. We're looking for…",Adzuna::API::Response::Job,Sales Manager (Part Time),48318.98,-87.90474,5881158016,48318.98,part_time,44.52468,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,Adzuna::API::Response::Company,Carters,"Preble, Brown County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Brown County', 'Preble']",
2026-09-12T12:02:48Z,https://www.adzuna.com/land/ad/5881155775?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=77E87AB123A9DB58B45EAD034C59F7F6D3914F48,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE1NTc3NSIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.wIQVhSyw6dwecwCOyeIeIXZYqhvbon3lHVfwKaU-ORM,"Role : Azure Integration Architect Remote Role Description Designed and implemented enterprise integration solutions using Azure Integration Services , including Azure Logic Apps, Azure Functions, API Management, Service Bus, Event Grid, and Data Factory. Architected scalable API, event-driven, and message-based integration solutions connecting cloud, on-premises, SaaS, and legacy applications. Designed REST/SOAP APIs using Azure API Management , implementing security, authentication, throttlin…",Adzuna::API::Response::Job,Azure Integration Architect,83809.12,,5881155775,83809.12,,,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Company,P2PSoftTek Inc,US,Adzuna::API::Response::Location,['US'],
2026-09-12T11:58:27Z,https://www.adzuna.com/details/5881148330?utm_medium=api&utm_source=abfa41a4,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0ODMzMCIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.ZvnWV7oFIY_ivD5e51VwjzYox1DaFW_UHUIOD58Bp1s,"Tennessee Medication Technician Certification is Required Full-Time: 6:30am-7:00pm - Rotation includes every other weekend & two weekdays Weekend availability required ABOUT THE ROLE As a Medication Technician at Belmont Village, you will assist residents living in our Assisted Living and Memory Care community with their daily medications, monitor their responses and maintain accurate electronic medical records under the supervision of a licensed Nurse. You will support our licensed nurses with…",Adzuna::API::Response::Job,Certified Medication Technician,56102.87,-86.775514,5881148330,56102.87,full_time,36.223535,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Belmont Village Green Hills,"Northeast, Davidson County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Davidson County', 'Northeast']",
2026-09-12T11:58:26Z,https://www.adzuna.com/land/ad/5881148307?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=0517D4F442748EF6B0275B091C364837DD330B9D,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MTE0ODMwNyIsInMiOiI3SE1aazhTdThSR3czZm9PSHhKeENRIn0.o5xCxMQouToz3LwSPjx2xzzTTXDY7q-fPigtchWV67w,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2170 per week.,0.0,-95.963885,5881148307,112840.0,,41.24097,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"Omaha, Douglas County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Douglas County', 'Omaha']",
2026-09-12T11:58:26Z,https://www.adzuna.com/land/ad/5881148305?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=14B177176B76EC8DA5866ABBE1BCDA11F9C48C89,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4MzA1In0.2eQoBfEPYxezGm8hfABFqaAUh9l1AV7HUW0FCyzKpSk,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Pediatric Respiratory Unit - Respiratory Therapist - $2110 per week.,0.0,-78.57834,5881148305,109720.0,,38.0322,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"University, Charlottesville City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Charlottesville City', 'University']",
2026-09-12T11:58:26Z,https://www.adzuna.com/land/ad/5881148303?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=C5BC81DB273FE39D64B02E928E4DB50041A39599,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4MzAzIn0.TjQFb4ZZgHsN7k-873EzCTVETIL8DMAK-RBaYDn8lKQ,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2620 per week.,0.0,-78.57834,5881148303,136240.0,,38.0322,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"University, Charlottesville City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Charlottesville City', 'University']",
2026-09-12T11:58:25Z,https://www.adzuna.com/land/ad/5881148278?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=76417B2D69A8057ED045DEB2E992C0064E924EB4,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4Mjc4In0.Bqvl3zbQgVUdojT8RcRUzCmO2SpvCl7-0OzeX3z9pag,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Pediatric Respiratory Unit - Respiratory Therapist - $2110 per week.,0.0,-78.57834,5881148278,109720.0,,38.0322,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"University, Charlottesville City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Charlottesville City', 'University']",
2026-09-12T11:58:25Z,https://www.adzuna.com/land/ad/5881148276?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=667BE9FEC3FFCCFD47C661C9121E945B38D93302,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4Mjc2In0.k_Lmbc0tGxlaUq4O_G5hG2uUcH8z3CuL0zqvizZRTC4,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $1640 per week.,0.0,-80.40756,5881148276,85280.0,,25.7349,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"Tamiami, Miami-Dade County",Adzuna::API::Response::Location,"['US', 'Florida', 'Miami-Dade County', 'Tamiami']",
2026-09-12T11:58:25Z,https://www.adzuna.com/land/ad/5881148277?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=08E77ED6E13F170A026A62767D91AF19F478A832,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4Mjc3In0.C-OxqzsbrkiCfXdLBwUMyq9JNLQHAEfWjFLnsRWf_cE,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Exper…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $2770 per week.,0.0,-120.88422,5881148277,144040.0,,39.94836,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"East Quincy, Plumas County",Adzuna::API::Response::Location,"['US', 'California', 'Plumas County', 'East Quincy']",
2026-09-12T11:58:24Z,https://www.adzuna.com/land/ad/5881148222?se=7HMZk8Su8RGw3foOHxJxCQ&utm_medium=api&utm_source=abfa41a4&v=C8D3AFC53E69C38F0EFABB6128D061691867E405,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0hNWms4U3U4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgxMTQ4MjIyIn0.fuHvJvVtXGA9os9TVuZ9tl-eJ66hmak982eR_0Cj8GY,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Respiratory Unit - Respiratory Therapist - $1700 per week.,0.0,-79.9473,5881148222,88400.0,,32.786,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,Trusted Health,"James Island, Charleston County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Charleston County', 'James Island']",
