longitude,__CLASS__,redirect_url,id,adref,created,salary_max,salary_min,description,title,salary_is_predicted,latitude,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
-82.293467,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248680?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=7A87D25490FB9D90021A9CB3F6884FD6FEC6B084,5682248680,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY4MCIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.vQDDAnh7n57HhP-z4BPv2XoCq-fzVRyAHZ-yozW5L9o,2026-03-29T09:54:26Z,60122.3,60122.3,"We're building a world of health around every individual - shaping a more connected, convenient and compassionate health experience. At CVS Health , you'll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger - helping to simplify health care one person, one family and one community at a time. Position Summary: Are you a skilled Pharmacy Technician …",Advanced Pharmacy Technician - IV Infusion (Overnight),1,27.926759,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CVS Health,"Brandon, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Brandon']",Adzuna::API::Response::Location,,
-82.67755,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248684?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=FE962379528FDF00C2F81AB90777BFDB142B2A88,5682248684,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4Njg0In0.FMSzJi7ykvddOVVX6fvjOuHz23MTeeCODBJrpbp11nE,2026-03-29T09:54:26Z,48321.33,48321.33,"We're building a world of health around every individual - shaping a more connected, convenient and compassionate health experience. At CVS Health , you'll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger - helping to simplify health care one person, one family and one community at a time. Position Summary: Are you a skilled Pharmacy Technician …",Advanced Pharmacy Technician - IV Infusion (Overnight),1,27.7894,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CVS Health,"Lealman, Pinellas Couny","['US', 'Florida', 'Pinellas Couny', 'Lealman']",Adzuna::API::Response::Location,,
-97.648444,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248689?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=4290975A31530F5C7483DD0D7014E495F36D16F1,5682248689,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY4OSIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.ZZKygswx0xTPAUFj6kf9D8M0R8vcztnmpg-D6DvXH4U,2026-03-29T09:54:26Z,59158.93,59158.93,"ROCK SPRINGS BEHAVIORAL HEALTH HOSPITAL, GEORGETOWN, TX Registered Nurse (RN), Behavioral Health Job Type: PRN YOUR EXPERIENCE MATTERS At Rock Springs, Behavioral Health Hospital, we are driven by a profound commitment to prioritize your well-being so you can provide exceptional care to others. Here, you're not just valued as an employee, but as a person. As a registered nurse (RN) joining our team, you're embracing a vital mission dedicated to making communities healthier . Join us on this mea…",PRN Registered Nurse (RN) Behavioral Health,1,30.644753,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Rock Springs,"Three Point, Williamson County","['US', 'Texas', 'Williamson County', 'Three Point']",Adzuna::API::Response::Location,,
-82.455364,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248682?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=C6734CDD88D5383AF12B27D629CCCCBBA4162C6A,5682248682,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjgyIn0.naMETbhclWNjvTkL7JWe_y9x2lHuNiRHjBNlyJ4CJO0,2026-03-29T09:54:26Z,50599.09,50599.09,"We're building a world of health around every individual - shaping a more connected, convenient and compassionate health experience. At CVS Health , you'll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger - helping to simplify health care one person, one family and one community at a time. Position Summary: Are you a skilled Pharmacy Technician …",Advanced Pharmacy Technician - IV Infusion (Overnight),1,28.016985,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CVS Health,"Egypt Lake-Leto, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Egypt Lake-Leto']",Adzuna::API::Response::Location,,
-70.85328,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248678?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=2548DA44998DC71726FF2DC5A2097997CCB7BC37,5682248678,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY3OCIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.4lSXMkrCyf0N7Rj96v85HYIfAb5FctP6xkYtR86xAko,2026-03-29T09:54:26Z,58407.9,58407.9,"Futures , a part of the Sevita family , provides community and center-based Applied Behavioral Analysis (ABA) services to individuals with Autism Spectrum Disorder (ASD) and other related disorders. For over 15 years, we've provided a collaborative, team-based approach dedicated to helping children and families reach their fullest potential. If you are passionate about making a difference in the lives of individuals and families, join our mission-driven team and experience a career well lived. …",Behavior Technician,1,42.56646,Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,Adzuna::API::Response::Company,Sevita,"Beverly, Essex County","['US', 'Massachusetts', 'Essex County', 'Beverly']",Adzuna::API::Response::Location,,
-71.787101,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248681?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=2FAEF4772DCAD4F2B02228EC21883B94191A4E79,5682248681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4NjgxIn0.WyWVU4OVQ5cmllZVjjn7sRicH2fpiU0u3mb2A6KsdTA,2026-03-29T09:54:26Z,62645.44,62645.44,"Futures , a part of the Sevita family , provides community and center-based Applied Behavioral Analysis (ABA) services to individuals with Autism Spectrum Disorder (ASD) and other related disorders. For over 15 years, we've provided a collaborative, team-based approach dedicated to helping children and families reach their fullest potential. If you are passionate about making a difference in the lives of individuals and families, join our mission-driven team and experience a career well lived. …",Behavioral Technician (Part-Time),1,42.358837,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Adzuna::API::Response::Company,Sevita,"West Boylston, Worcester County","['US', 'Massachusetts', 'Worcester County', 'West Boylston']",Adzuna::API::Response::Location,,
-108.202093,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248686?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=4CA05E1A2E6E340F6D2B5943401511A1187F0538,5682248686,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4Njg2In0.mlvr-WXQi1Fldg7pgSBAt7RY4xTB4L-gqi1eLYnSz3s,2026-03-29T09:54:26Z,50921.64,50921.64,"Tungland, a part of the Sevita family, provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You'll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived. Hiring Immediately- $13.25 per hour THRIVE AS A CAREGIVER AT SEVITA. EACH DAY, YOU'LL Be proud of rewarding wo…",Direct Support Professional (PRN),1,36.41425,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Sevita,"Farmington, San Juan County","['US', 'New Mexico', 'San Juan County', 'Farmington']",Adzuna::API::Response::Location,,
-105.007314,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248677?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=816DB0308EF36ECB08827F7741B5D025288DBC80,5682248677,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY3NyIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.nGb5apcZ5XBKcGBaPUy4SSTe0zZhg4EkihA6XEugi6U,2026-03-29T09:54:26Z,76924.88,76924.88,"$31.00 - $36.01  $2-$6 shift differentials 12 hour shifts, 6:30 - 6:30 Come and grow with us! We are affiliated with Life Care Centers of America, which is a privately owned 47-year industry leader in healthcare with more than 200 locations across the U.S. We are currently seeking a qualified Licensed Practical Nurse to add to our team of professionals. We believe that every job in our company plays a vital role in our continued growth and commitment to provide quality patient care. We believe …",LPN Licensed Practical Nurse,1,39.599898,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Life Care Center of Littleton,"Littleton, Arapahoe County","['US', 'Colorado', 'Arapahoe County', 'Littleton']",Adzuna::API::Response::Location,,
-70.85328,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248679?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=C75729B5D7BF68E24357D735403481B003ABE5D7,5682248679,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUhSU0lIY3I4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgyMjQ4Njc5In0.SlpBg_3GE2y-3HGN3hVY8ZUBuIuBj73bBt7FLqkyfL0,2026-03-29T09:54:26Z,98185.2,98185.2,"Futures , a part of the Sevita family , provides community and center-based Applied Behavioral Analysis (ABA) services to individuals with Autism Spectrum Disorder (ASD) and other related disorders. For over 15 years, we've provided a collaborative, team-based approach dedicated to helping children and families reach their fullest potential. If you are passionate about making a difference in the lives of individuals and families, join our mission-driven team and experience a career well lived. …",Registered Behavior Technician,1,42.56646,Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,Adzuna::API::Response::Company,Sevita,"Beverly, Essex County","['US', 'Massachusetts', 'Essex County', 'Beverly']",Adzuna::API::Response::Location,,
-104.782053,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5682248687?se=YHRSIHcr8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=FBF5F10178417A6ABADC972CBD66953F141539CE,5682248687,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI0ODY4NyIsInMiOiJZSFJTSUhjcjhSR1NFdDlHRzZ0MjFRIn0.zPxV35rDO4EJH3e3BNbNLLKyx_YOde5EwoEF-RvHUW4,2026-03-29T09:54:26Z,82584.24,82584.24,"Come and grow with us! We are affiliated with Life Care Centers of America, which is a privately owned 47-year industry leader in healthcare with more than 200 locations across the U.S. We are currently seeking a qualified Licensed Practical Nurse to add to our team of professionals. We believe that every job in our company plays a vital role in our continued growth and commitment to provide quality patient care. We believe in providing our associates with opportunities to help them reach their…",LPN Licensed Practical Nurse,1,39.505969,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Life Care Center of Stonegate,"Parker, Douglas County","['US', 'Colorado', 'Douglas County', 'Parker']",Adzuna::API::Response::Location,,
