id,latitude,adref,salary_max,salary_min,longitude,description,title,__CLASS__,redirect_url,created,salary_is_predicted,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
5734136075,45.137092,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXVFMDdaOVQ4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzM0MTM2MDc1In0.lRDTyVpjbWBQXXWdCIwqBBWs6GQ6czt83UKFUFJwIbw,104600.37,104600.37,-122.577431,"We save lives while providing the opportunity for people to realize their healthy selves.: Clinical Director Monte Nido Clementine Lake Oswego Located in West Linn, Oregon Monte Nido Clementine Lake located in West Linn, Oregon is a 14-bed residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Clinical Director,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734136075?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=FD2C4C2FF0A4BB09F6C851FF9EC69504DEC9F18D,2026-05-19T12:28:49Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Monte Nido & Affiliates, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Clackamas County', 'Molalla']","Molalla, Clackamas County",,
5734136030,45.20954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNjAzMCIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.IosMeyuvIq-4f91btP7t43oQnRl5-ERig7828K1sg-Y,79584.49,79584.49,-122.541833,"We save lives while providing the opportunity for people to realize their healthy selves.: Assistant Clinical Director Monte Nido Clementine West Linn Located in West Linn, Oregon Monte Nido Clementine West Linn, located in West Linn, Oregon, is a 14-bed residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recov…",Assistant Clinical Director - Clementine,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734136030?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=15EC5AF36D96D4BFD4A61C675AFADF129E6264BF,2026-05-19T12:28:48Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Monte Nido & Affiliates, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Clackamas County', 'Mulino']","Mulino, Clackamas County",,
5734136054,45.176032,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNjA1NCIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.vwzfce9TlbnkkHewDu1JBVZzuZJgg5vTV3oSK0silgQ,87512.98,87512.98,-122.415524,"We save lives while providing the opportunity for people to realize their healthy selves.: Assistant Clinical Director Monte Nido Clementine Lake Oswego Located in West Linn, Oregon Monte Nido Clementine Lake Oswego, located in West Linn, Oregon, is a 14-bed residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full r…",Assistant Clinical Director - Clementine,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734136054?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=74ED885B0BD378FFD46BD2FD0CEF384FDF528F01,2026-05-19T12:28:48Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Monte Nido & Affiliates, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Clackamas County', 'Colton']","Colton, Clackamas County",,
5734136032,45.276261,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXVFMDdaOVQ4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzM0MTM2MDMyIn0._pGA12RL0ipypdpQiEjWrfL9tyOkp7YOgG2NzupCzgg,100292.98,100292.98,-123.019386,"We save lives while providing the opportunity for people to realize their healthy selves.: Clinical Director Monte Nido Clementine Lake Oswego Located in West Linn, Oregon Monte Nido Clementine Lake located in West Linn, Oregon is a 14-bed residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Clinical Director,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734136032?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=72E5F1451E6107879FE97B07AAD1B21A43A36CB2,2026-05-19T12:28:48Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Monte Nido & Affiliates, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Yamhill County', 'Dundee']","Dundee, Yamhill County",,
5734136066,45.374002,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNjA2NiIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.Ux3N9UySTBSdG9FCbBwsbpdDyoqWXcmnw2c9Trgk0AU,128415.85,128415.85,-122.767051,"We save lives while providing the opportunity for people to realize their healthy selves.: Clinical Director Monte Nido Clementine Lake Oswego Located in West Linn, Oregon Monte Nido Clementine Lake located in West Linn, Oregon is a 14-bed residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full recovery by preparin…",Clinical Director,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734136066?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=925584643DB91108AF66FEFE4020770441A9FCFF,2026-05-19T12:28:48Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Monte Nido & Affiliates, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Washington County', 'Tualatin']","Tualatin, Washington County",,
5734136050,45.428524,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNjA1MCIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.eH_2MgKN4W3ctS-FaCtVc28cBTKcYwTe7fFtKWgi9YE,72162.66,72162.66,-122.337652,"We save lives while providing the opportunity for people to realize their healthy selves.: Assistant Clinical Director Monte Nido Clementine Lake Oswego Located in West Linn, Oregon Monte Nido Clementine Lake Oswego, located in West Linn, Oregon, is a 14-bed residential treatment program exclusively for adolescents seeking treatment for Anorexia Nervosa, Bulimia Nervosa, Binge Eating Disorder, or Exercise Addiction. At Clementine , we support adolescents and their families on the path to full r…",Assistant Clinical Director - Clementine,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734136050?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=F3072B10F04BACCB58D83F56AE4BC86E7E09C38A,2026-05-19T12:28:48Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Monte Nido & Affiliates, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Clackamas County', 'Boring']","Boring, Clackamas County",,
5734135967,29.52,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXVFMDdaOVQ4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzM0MTM1OTY3In0.DZ4jeWsmrxO8IsbTxuXAQrmOV7ODpdN5kPwf4m0-E8c,52877.46,52877.46,-98.52534,"Become a part of our caring community The Medical Assistant is the first point of contact for patient care. Responsible for administrative duties in addition to patient care. The Medical Assistant performs varied activities and moderately complex administrative/operational/customer support assignments. The Medical Assistant performs clinical duties such as discussing symptoms and gathering and inputting information into the electronic medical records system, taking vital signs, giving injection…",Medical Assistant,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135967?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=1E713917082BCD63E7865CBE920DA72C11501D2E,2026-05-19T12:28:37Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Conviva Senior Primary Care,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Bexar County', 'Castle Hills']","Castle Hills, Bexar County",,
5734135981,36.136942,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZXVFMDdaOVQ4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzM0MTM1OTgxIn0.WOv1lhp-Hue7Y7Tref4Ft1Xdeon-yUGlvQuipAJdAZo,35885.16,35885.16,-81.171876,"Additional Job Info: Additional $1.50/hr. for working 10pm-6am Overview: Are you the type of person who gets your kickz from making someone's day? How about making sure our loyal Freakz have a best-in-class experience at Sheetz, EVERY time they shop with us?! If this sounds like you, come oversee our company's promise of total customer focus as an assistant manager of hospitality! In this role, you'll work behind- the-scenes to ensure that top-tier customer-service procedures are in place at ev…",Assistant Manager - Hospitality -,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135981?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=B31871DD18A59D279724C4B431AFB6A060D0C8BF,2026-05-19T12:28:37Z,1,consultancy-jobs,Adzuna::API::Response::Category,Consultancy Jobs,"Sheetz, Inc",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wilkes County', 'Goshen']","Goshen, Wilkes County",,
5734135954,37.986722,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTk1NCIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.YXwofFHG5WF_6cQuPKYKKSG3qwb3Tnlevb4CWCDeM90,37090.89,37090.89,-84.182169,"Registered Nurse (RN) - Advanced Care Unit Job Type: Full Time Nights $10,000 Sign On Bonus Schedule: 3x12 (7p-7a) Rotating Weekends Your experience matters Centerpoint - Winchester, formerly Clark Regional Medical Center, is part of Lifepoint Health, a diversified healthcare delivery network with facilities coast to coast. We are driven by a profound commitment to prioritize your well-being so you can provide exceptional care to others. As an ACU RN joining our team, you're embracing a vital m…",Registered Nurse (RN) - Advanced Care Unit,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135954?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=A1453979A0DC8E4DFD74E38EAC26D9528D463853,2026-05-19T12:28:25Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Centerpoint Health - Winchester,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Clark County', 'Winchester']","Winchester, Clark County",,
5734135956,37.986722,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNDEzNTk1NiIsInMiOiJldUUwN1o5VDhSRzhEcGc4MFcwYThnIn0.hHZoiGBFxof_WoA-709WUheZC2b1m-KuyTAKT2Nud1s,31834.3,31834.3,-84.182169,"Registered Nurse (RN) - Intensive Care Unit Job Type: Full Time Nights $10,000 Sign On Bonus Schedule: 3x12 (7p-7a) Rotating Weekends Your experience matters Centerpoint - Winchester, formerly Clark Regional Medical Center, is part of Lifepoint Health, a diversified healthcare delivery network with facilities coast to coast. We are driven by a profound commitment to prioritize your well-being so you can provide exceptional care to others. As an ICU RN joining our team, you're embracing a vital …",Registered Nurse (RN) - ICU,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5734135956?se=euE07Z9T8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=CCEA6CB7DBA16A90CB8E4FB8CCF7B21E50728D8B,2026-05-19T12:28:25Z,1,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Centerpoint Health - Winchester,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Clark County', 'Winchester']","Winchester, Clark County",,
