contract_time,salary_max,redirect_url,adref,id,created,__CLASS__,salary_min,latitude,description,salary_is_predicted,title,longitude,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,location.area,location.__CLASS__,location.display_name,contract_type
full_time,114400.0,https://www.adzuna.com/land/ad/5723058152?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=782E46BC85324BE414544E758895785C385D3926,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMzA1ODE1MiIsInMiOiIzQnZZWi01SzhSR2hOWVkwUF9kNWlBIn0.FaJLoQvEvsjK0dkmUXgyqB-yUbca97UQ580vQQAkHMw,5723058152,2026-05-08T10:41:50Z,Adzuna::API::Response::Job,104000.0,34.723432,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $2k - $2.2k per week - Hogan Transports,-82.457128,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'South Carolina', 'Greenville County', 'Piedmont']",Adzuna::API::Response::Location,"Piedmont, Greenville County",
full_time,95160.0,https://www.adzuna.com/land/ad/5723058179?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=4A0AFA1E525ADA06743AB642A4DE1674E78F2C33,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0J2WVotNUs4UkdoTllZMFBfZDVpQSIsImkiOiI1NzIzMDU4MTc5In0.pcyl8v1knGZ_B1go4khrOnh8jFbqGctHQXkWF2z8jjg,5723058179,2026-05-08T10:41:50Z,Adzuna::API::Response::Job,0.0,41.679278,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. U.S. Xpress is ready to bring motivated drivers into a dedicated role where hard work turns into real rewards. This position involves driver unloading utilizing rollers, which is why you’ll be paid at top tier rates—$0.75 CPM, plus unload pay. You’ll run predictable routes delivering everyday household essentials that keep communities across America stocked and moving. On this dedicated route, you’ll enjoy consist…",0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,-93.25486,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Iowa', 'Jasper County', 'Colfax']",Adzuna::API::Response::Location,"Colfax, Jasper County",
full_time,114400.0,https://www.adzuna.com/land/ad/5723058069?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=6FCD569598A90164BECBEEDB3A5E6507778F386D,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0J2WVotNUs4UkdoTllZMFBfZDVpQSIsImkiOiI1NzIzMDU4MDY5In0.thr-vaFiD4BRC4ST9gt87jlo9GDtN-3gYC3aElJvzg4,5723058069,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,104000.0,35.663615,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $2k - $2.2k per week - Hogan Transports,-97.496964,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Oklahoma County', 'Edmond']",Adzuna::API::Response::Location,"Edmond, Oklahoma County",
full_time,114400.0,https://www.adzuna.com/land/ad/5723058124?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=0DA8F1B6319DCD1BF3BEACED769542AB06696640,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0J2WVotNUs4UkdoTllZMFBfZDVpQSIsImkiOiI1NzIzMDU4MTI0In0.NgYgGYUpA9lZtB53Ts5LqkyPwVG0_jW1BdXUuUh-Gyk,5723058124,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,104000.0,35.11482,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $2k - $2.2k per week - Hogan Transports,-96.38238,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Hughes County', 'Holdenville']",Adzuna::API::Response::Location,"Holdenville, Hughes County",
full_time,114400.0,https://www.adzuna.com/land/ad/5723058040?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=EC45C06D4C0BB40049302742A1078F2EEB66AE15,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMzA1ODA0MCIsInMiOiIzQnZZWi01SzhSR2hOWVkwUF9kNWlBIn0.qWnxHCXXUrYeKpNB906CGzTs7Ca_2e1PSR5INAYcohc,5723058040,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,104000.0,32.180398,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $2k - $2.2k per week - Hogan Transports,-82.308253,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Toombs County', 'Santa Claus']",Adzuna::API::Response::Location,"Santa Claus, Toombs County",
full_time,57200.0,https://www.adzuna.com/land/ad/5723058081?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=E5217A9FAEC9397C89ED1B812AE2C3E45C9DE5B4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0J2WVotNUs4UkdoTllZMFBfZDVpQSIsImkiOiI1NzIzMDU4MDgxIn0.G5rddlk22PzfpZdLfdTXU5F79dp3-2GZgsYRZOE-gs4,5723058081,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,0.0,34.723432,"CDL-A Dedicated Truck Drivers: $1,100/wk with $2,000 Bonus. U.S. Xpress is now offering a DEDICATED opportunity if you live within 60 miles of Newton, NC. Average $1,100 per week $2,000 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sho…",0,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.1k per week - U.S. Xpress - Dedicated,-82.457128,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'South Carolina', 'Greenville County', 'Piedmont']",Adzuna::API::Response::Location,"Piedmont, Greenville County",
full_time,114400.0,https://www.adzuna.com/land/ad/5723058099?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=2991DA969213C4610CDFCBC87836A02A087F9A2D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMzA1ODA5OSIsInMiOiIzQnZZWi01SzhSR2hOWVkwUF9kNWlBIn0._XLnk1yu4zzKwCM-RJHKzGTOgxfoPn6Fd5la63OqwT8,5723058099,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,104000.0,35.138795,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $2k - $2.2k per week - Hogan Transports,-97.331578,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Cleveland County', 'Slaughterville']",Adzuna::API::Response::Location,"Slaughterville, Cleveland County",
full_time,114400.0,https://www.adzuna.com/land/ad/5723058062?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=6AE346683F1C57CE01A48D2CF4A26BB9AEC61684,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0J2WVotNUs4UkdoTllZMFBfZDVpQSIsImkiOiI1NzIzMDU4MDYyIn0.QriSGzlfmw_K0poSNpUIzL4rS18hpGIklQavwngzuRg,5723058062,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,104000.0,35.166114,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $2k - $2.2k per week - Hogan Transports,-96.504855,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Seminole County', 'Wewoka']",Adzuna::API::Response::Location,"Wewoka, Seminole County",
full_time,114400.0,https://www.adzuna.com/land/ad/5723058088?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=5211D4C69C516952430A66D0147503CDEA3B39A4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0J2WVotNUs4UkdoTllZMFBfZDVpQSIsImkiOiI1NzIzMDU4MDg4In0.MfKLDHJSZxMDwYR6OPKaMtLb1Cg3x3Av_BSapRMa7Vg,5723058088,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,104000.0,35.663615,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $2k - $2.2k per week - Hogan Transports,-97.496964,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Oklahoma County', 'Edmond']",Adzuna::API::Response::Location,"Edmond, Oklahoma County",
full_time,114400.0,https://www.adzuna.com/land/ad/5723058105?se=3BvYZ-5K8RGhNYY0P_d5iA&utm_medium=api&utm_source=abfa41a4&v=933908FAED125A7BDFE08F77BCA406484EF2FE51,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMzA1ODEwNSIsInMiOiIzQnZZWi01SzhSR2hOWVkwUF9kNWlBIn0.7wTTg_Lwh5r_NUuqRYYYgVVeZH-o9p5mRPSScWa4Vso,5723058105,2026-05-08T10:41:49Z,Adzuna::API::Response::Job,104000.0,35.488994,"Hiring CDL-A Drivers - Home Weekly – Earn up to $114,000 Annually!. CDL-A Truck Drivers – Home Weekly – Earn up to $114,000 Annually! $2,500 Sign-On Bonus for Experienced Drivers* Pay and Benefits: $2,000-$2,200 Weekly for Experienced Drivers $0.78-$0.82 CPM  $55 Per Stop; Starting Pay Based on Experience CPM Increases Every 6 Months (up to $0.90 CPM) $2,500 Sign-On Bonus in 10 monthly payments for Experienced Drivers Trainees average $95,000 in their first year Safe Stop Bonus Potential – Paid…",0,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $2k - $2.2k per week - Hogan Transports,-97.162818,Adzuna::API::Response::Company,Hogan Transports,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Oklahoma County', 'Harrah']",Adzuna::API::Response::Location,"Harrah, Oklahoma County",
