id,adref,redirect_url,longitude,created,latitude,salary_max,__CLASS__,salary_min,description,salary_is_predicted,title,location.area,location.display_name,location.__CLASS__,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,contract_time,contract_type
5692123991,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzOTkxIn0._Ingqr4zZ-iVtTcQC0YUVbxUjsXB3grovJs8_day_JE,https://www.adzuna.com/land/ad/5692123991?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=759AA1C05AEEF5696B1FEC11F77F8F280BC4CAA8,-90.076855,2026-04-07T10:20:37Z,29.957519,109928.0,Adzuna::API::Response::Job,0.0,"MedPro Healthcare Staffing is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in New Orleans, LA. Shift: 3x12 hr flex Start Date: 04/29/2026 Duration: 13 weeks Pay: $2114 / Week MedPro Healthcare Staffing , a Joint Commission-certified staffing agency, is seeking a quality ICU/CCU Registered Nurse for a travel assignment with one of our top healthcare clients. Requirements Active RN License Degree from accredited nursing program BLS & ACLS Certific…",0,Travel Nurse - RN - ICU - Intensive Care Unit - $2114 / Week - Hiring Now,"['US', 'Louisiana', 'Orleans Parish', 'New Orleans']","New Orleans, Orleans Parish",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,MedPro Healthcare Staffing,Adzuna::API::Response::Company,,
5692124000,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTI0MDAwIn0.1O3dnDKtuHrNqfhFCd_lin1zlwYJ0j3mt4y6pexw9EA,https://www.adzuna.com/land/ad/5692124000?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=235D8BCBDAA8346C7190561508AC6F7DEA5021D5,-97.74916,2026-04-07T10:20:37Z,30.22015,99476.0,Adzuna::API::Response::Job,0.0,"Cynet Health is seeking an experienced Coronary Care Unit Registered Nurse for an exciting Travel Nursing job in Austin, TX. Shift: 3x12 hr nights Start Date: 04/26/2026 Duration: 13 weeks Pay: $1913 / Week About Cynet Health: Ranked Best Travel Nursing Companies 2022 by BluePipes. We offer the most competitive pay for every position we fill. We understand this is a partnership. You will have no surprises. Your salary will be discussed upfront and there will be no troubling negotiation tactics.…",0,Travel Nurse - Registered Nurse - CCU - Coronary Care Unit - $1913 / Week,"['US', 'Texas', 'Travis County', 'Travis Heights']","Travis Heights, Travis County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Cynet Health,Adzuna::API::Response::Company,,
5692123970,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzOTcwIn0.5Ei8JVnD5MBvBBZYhD4oOA_f4n71QJQ_kkZj1DAMNt4,https://www.adzuna.com/land/ad/5692123970?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=9AAA123D476C657F0D3160EE1F19E07A2021839C,-97.154146,2026-04-07T10:20:36Z,32.945388,79616.0,Adzuna::API::Response::Job,0.0,"Atlas MedStaff is seeking an experienced Emergency Room Registered Nurse for an exciting Travel Nursing job in Southlake, TX. Shift: 3x12 hr nights Start Date: 04/20/2026 Duration: 13 weeks Pay: $1531.08 / Week Atlas Medstaff is currently seeking candidates in the RN, ER profession for a 13 week contract in the Southlake, Texas area. Atlas Medstaff is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellence and our consultativ…",0,Travel Nurse - RN - ER - Emergency Room - $1531.08 / Week,"['US', 'Texas', 'Tarrant County', 'South Lake']","South Lake, Tarrant County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Atlas MedStaff,Adzuna::API::Response::Company,,
5692123955,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzk1NSIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.nhhcuSVb0B-YykZQwmwp0IRHnFQ7X2R7q6IF4qlLP1o,https://www.adzuna.com/land/ad/5692123955?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=DA71DE8E720B7216D60E239A3537844D84C504FD,-99.107597,2026-04-07T10:20:36Z,40.707419,106778.0,Adzuna::API::Response::Job,0.0,"CrossMed Healthcare is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Kearney, NE. Shift: Inquire Start Date: 04/27/2026 Duration: 13 weeks Pay: $2053.44 / Week Job Details Gross Weekly Pay: $1954.08 - $2053.44 Starts: 2026-04-27 Assignment Length: 13 Weeks Shift: Overnight shift. Hours Per Week: 36 Job Quantity: 1 Type: Travel City: Kearney State: NE At CrossMed Healthcare Staffing, we aim to create lasting impressions wherever we go. Embark o…",0,Travel Nurse - RN - ICU - Intensive Care Unit - $2053.44 / Week,"['US', 'Nebraska', 'Buffalo County', 'Riverdale']","Riverdale, Buffalo County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,CrossMed Healthcare,Adzuna::API::Response::Company,,
5692123937,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzOTM3In0.sfWOddMF86TqXvrq1lP1SIK5ueGGAvR8RT3uQGmWbUo,https://www.adzuna.com/land/ad/5692123937?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=8DE7A784C46904E8F5A62DB1A8A8D11FFEEA8595,-79.471617,2026-04-07T10:20:36Z,36.069221,93184.0,Adzuna::API::Response::Job,0.0,"LRS Healthcare - Nursing is seeking an experienced Medical Surgical Registered Nurse for an exciting Travel Nursing job in Burlington, NC. Shift: Inquire Start Date: 04/27/2026 Duration: 13 weeks Pay: $1792 / Week Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! Qualifications: 2 year of recent experience in area of specialty preferred Valid license and/or cert…",0,Travel Nurse - RN - MS - Medical Surgical - $1792 / Week,"['US', 'North Carolina', 'Alamance County', 'Alamance']","Alamance, Alamance County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,LRS Healthcare - Nursing,Adzuna::API::Response::Company,,
5692123933,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzkzMyIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.gKQ9WtrwdaSbYkNZ-8IpsS-fNKqH0GwhyK5oqxBL8Ts,https://www.adzuna.com/land/ad/5692123933?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=2A5A269A76BEF32F1B4E30388831724BCAE02F7D,-96.798344,2026-04-07T10:20:36Z,32.786999,67860.0,Adzuna::API::Response::Job,0.0,"Host Healthcare is seeking an experienced OB/GYN Registered Nurse for an exciting Travel Nursing job in Dallas, TX. Shift: 12 hr nights Start Date: 04/07/2026 Duration: 13 weeks Pay: $1305 / Week About Host Healthcare: At Host Healthcare, we are dedicated to empowering the life and healthcare career you deserve. As a nurse, allied, or therapy professional, you will be matched to one of our responsive recruiters who will have your back throughout your journey. You will also be connected with a f…",0,Travel Nurse - Registered Nurse - OB/GYN - $1305 / Week,"['US', 'Texas', 'Dallas', 'Highland Park']","Highland Park, Dallas",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Host Healthcare,Adzuna::API::Response::Company,,
5692123932,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzkzMiIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.L51_h2c7wshI2bRv5-KElgePMXoEbqrI-V3PT02SNzg,https://www.adzuna.com/land/ad/5692123932?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=D91E1C819474133540C13B6B438356BEFBB63865,-77.017972,2026-04-07T10:20:36Z,38.908569,99528.0,Adzuna::API::Response::Job,0.0,"Stability Healthcare is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Washington, DC. Shift: 3x12 hr nights Start Date: 05/04/2026 Duration: 13 weeks Pay: $1914 / Week About Stability Healthcare: Stability HealthCare is a premier Per Diem and Travel Nurse Company. We provide the most qualified Nurses with great opportunities throughout the United States. We are recognized in the industry, not by our size, but the quality of our professionals, …",0,Travel Nurse - Registered Nurse - ICU - Intensive Care Unit - $1914 / Week,"['US', 'Washington, D.C.']","Washington, D.C., US",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Stability Healthcare,Adzuna::API::Response::Company,,
5692123968,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzk2OCIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.J2tCfFwpySX7utxFPhI73D9T0XQeq87qTxM5cAapYFs,https://www.adzuna.com/land/ad/5692123968?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=DCB1BE43217E7D15331DC85A0D1D35F5A0521C5F,-106.48598,2026-04-07T10:20:36Z,31.75858,130360.0,Adzuna::API::Response::Job,0.0,"Host Healthcare is seeking an experienced Cardiac Cath Lab Registered Nurse for an exciting Travel Nursing job in El Paso, TX. Shift: 8 hr days Start Date: ASAP Duration: 13 weeks Pay: $2506.94 / Week About Host Healthcare: At Host Healthcare, we are dedicated to empowering the life and healthcare career you deserve. As a nurse, allied, or therapy professional, you will be matched to one of our responsive recruiters who will have your back throughout your journey. You will also be connected wit…",0,Travel Nurse - RN - Cardiac Cath Lab - $2506.94 / Week,"['US', 'Texas', 'El Paso County', 'El Paso']","El Paso, El Paso County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Host Healthcare,Adzuna::API::Response::Company,,
5692123966,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MjEyMzk2NiIsInMiOiI4T3JMc1pBeThSR2VPNHpHU1dHeTlRIn0.0lUcIXpRZtdeOsG19Six85BGAAIbQnTaLG2D3OMCVJ8,https://www.adzuna.com/land/ad/5692123966?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=B365EDD8D83944CD7196584961B7BB2C6E56C978,-90.076855,2026-04-07T10:20:36Z,29.957519,147970.0,Adzuna::API::Response::Job,0.0,"Cynet Health is seeking an experienced Progressive Care Unit Registered Nurse for an exciting Travel Nursing job in New Orleans, LA. Shift: 4x12 hr nights Start Date: 04/27/2026 Duration: 12 weeks Pay: $2845.59 / Week About Cynet Health: Ranked Best Travel Nursing Companies 2022 by BluePipes. We offer the most competitive pay for every position we fill. We understand this is a partnership. You will have no surprises. Your salary will be discussed upfront and there will be no troubling negotiati…",0,Travel Nurse - RN - PCU - Progressive Care Unit - $2845.59 / Week - Hiring Now,"['US', 'Louisiana', 'Orleans Parish', 'New Orleans']","New Orleans, Orleans Parish",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Cynet Health,Adzuna::API::Response::Company,,
5692123957,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOE9yTHNaQXk4UkdlTzR6R1NXR3k5USIsImkiOiI1NjkyMTIzOTU3In0._5Mw0ppHSJGBLZ5U1h1c5-3Rqe3AYJYc7g9nX2SPO4c,https://www.adzuna.com/land/ad/5692123957?se=8OrLsZAy8RGeO4zGSWGy9Q&utm_medium=api&utm_source=abfa41a4&v=F3C66E0AEE4289379C8E8E95C16B99853AC9EF37,-117.861491,2026-04-07T10:20:36Z,33.746477,160316.0,Adzuna::API::Response::Job,0.0,"Stability Healthcare is seeking an experienced Neonatal Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Los Angeles, CA. Shift: 4x12 hr days Start Date: ASAP Duration: 13 weeks Pay: $3083 / Week About Stability Healthcare: Stability HealthCare is a premier Per Diem and Travel Nurse Company. We provide the most qualified Nurses with great opportunities throughout the United States. We are recognized in the industry, not by our size, but the quality of our professionals…",0,Travel Nurse - Registered Nurse - NICU - Neonatal Intensive Care Unit - $3083 / Week,"['US', 'California', 'Orange County', 'Santa Ana']","Santa Ana, Orange County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Stability Healthcare,Adzuna::API::Response::Company,,
