id,salary_is_predicted,salary_max,description,longitude,created,title,__CLASS__,latitude,salary_min,redirect_url,adref,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
5858895551,1,76449.14,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",-74.06653,2026-08-27T18:44:48Z,Sales Consultant Remote,Adzuna::API::Response::Job,41.02343,76449.14,https://www.adzuna.com/land/ad/5858895551?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=9960760A57A0C13D82CCD0E21854D37CC4EE2B8A,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NTUxIn0.KwztAKTEcyOTTW1Wbv72sF1zItjo0bqMC5vX6DIcqfg,"Woodcliff Lake, Bergen County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Bergen County', 'Woodcliff Lake']",Adzuna::API::Response::Company,HMG Careers,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
5858895530,1,134511.8,"Job Description Job Description Are you a credentialed life insurance producer who feels constrained by corporate caps, captive carrier limitations, or opaque lead structures? We are expanding our network of established financial protection specialists. This 1099 entrepreneurial partnership is tailored for self-starting professionals who want to maximize their earning potential by utilizing a diverse portfolio of over 50 premier insurance carriers alongside a fully automated backend infrastruct…",-86.550165,2026-08-27T18:44:47Z,Licensed Life Insurance Advisor - Commission Based,Adzuna::API::Response::Job,34.736449,134511.8,https://www.adzuna.com/land/ad/5858895530?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=BC03EE9920FE72D4E78C7226786465F7D270F46C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTUzMCIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.TrcljdYmMLLA-54yb1qZEKZO-cnNEaV0A3OaZbIW0mc,"Huntsville, Madison County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Madison County', 'Huntsville']",Adzuna::API::Response::Company,CEO Life,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
5858895500,0,121680.0,"White Glove Placement is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Rochester, New York. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: 09/14/2026 Duration: 17 weeks 36 hours per week Shift: 12 hours, days, evenings, nights, on call, rotating Employment Type: Travel White Glove Placement Job ID 367588. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be …",-77.6085,2026-08-27T18:44:46Z,"Travel Nurse On Call RN - OR - Operating Room - $2,340 per week",Adzuna::API::Response::Job,43.1315,0.0,https://www.adzuna.com/land/ad/5858895500?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=A6E561ED0C33EDB0A05357B96CF129D679D45901,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTUwMCIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.XClXt9CVpRqDk5OntlLojvqo4RUGj3r43iu5HgX9XC0,"Loehmanns Plaza, Monroe County",Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Loehmanns Plaza']",Adzuna::API::Response::Company,White Glove Placement,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
5858895486,1,68134.12,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",-93.664964,2026-08-27T18:44:45Z,Work From Home Sales Specialist,Adzuna::API::Response::Job,45.209964,68134.12,https://www.adzuna.com/land/ad/5858895486?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=1BD646D0EA7E3AEE1C5B7FD1F2412AE1DC38ACEF,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTQ4NiIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.3XoIc3_WSBjM4rEbH2w3kEhLyoOzGj_3NFYNKGbQVpc,"Saint Michael, Wright County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Wright County', 'Saint Michael']",Adzuna::API::Response::Company,HMG Careers,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
5858895492,0,100672.0,"American Traveler is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Overland Park, Kansas. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 09/07/2026 Duration: 12 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Assignment Overview Shift: Days, 3x12hrs Hours: 36 hrs/wk Start Date: Sep 7, 2026 Length: 12 weeks Openings: 2 Description American Traveler is hiring an experienced Emergency Dept RN fo…",-94.70778,2026-08-27T18:44:45Z,"Travel Emergency Dept RN - $1,936 per week",Adzuna::API::Response::Job,38.90112,0.0,https://www.adzuna.com/land/ad/5858895492?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=56582785DC6631053E19C74B7DADA17992F6EAFA,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTQ5MiIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.JnYGL9kdRzn967tt1eBitMxwybXVYiXRdp2D-Z0CXVY,"Quivira, Johnson County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Quivira']",Adzuna::API::Response::Company,American Traveler,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
5858895493,0,100000.0,"Jobot is seeking a Case Manager to support our Professional, Scientific & Technical Services clients and candidates. In this role, you will manage a caseload of professionals and client engagements from intake through successful placement or project completion. You will assess needs, develop tailored action plans, coordinate resources, and track outcomes using Jobot’s proprietary AI-driven tools. Working in a collaborative, tech-forward culture, you’ll partner closely with recruiters and accoun…",-118.348,2026-08-27T18:44:45Z,Case Manager,Adzuna::API::Response::Job,34.1869,80000.0,https://www.adzuna.com/land/ad/5858895493?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=0BB58F095D322A7D5485DAB6EA97E1C42836AA72,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDkzIn0.kn5GFB3Xe1uZkQA2lNSC-wnMAEgAMR2as9xZHY4towQ,"Magnolia Park, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Magnolia Park']",Adzuna::API::Response::Company,Jobot,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
5858895494,0,99632.0,"Arrow Healthcare Staffing is seeking a travel nurse RN CDU - Clinical Decision Unit for a travel nursing job in Midland, Michigan. Job Description & Requirements Specialty: CDU - Clinical Decision Unit Discipline: RN Start Date: 09/21/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Arrow Healthcare Staffing Job ID 19041576. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determi…",-84.287316,2026-08-27T18:44:45Z,"Travel Observation RN - $1,916 per week",Adzuna::API::Response::Job,43.615963,0.0,https://www.adzuna.com/land/ad/5858895494?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=E0B5CEC0FE0F9A0B9F1B091014E5A7E74BDD3D0C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTQ5NCIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.ntnRGMfBlaKjo-hX6Ut57UIAvEdfudcltKSUXxzinBU,"Midland, Midland County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Midland County', 'Midland']",Adzuna::API::Response::Company,Arrow Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
5858895453,0,52500.0,"Gopuff is hiring delivery partners to bring everyday essentials—snacks, groceries, alcohol, and home goods—directly to customers in minutes. As an independent contractor, you’ll use your own vehicle and smartphone to pick up pre-packed orders from Gopuff micro-fulfillment centers and complete last-mile deliveries across your city. You’ll follow app-based routes, ensure order accuracy, and provide a friendly, reliable experience. This flexible role is ideal for those who thrive in a fast-paced, …",-77.578763,2026-08-27T18:44:43Z,Delivery Driver,Adzuna::API::Response::Job,40.641537,41000.0,https://www.adzuna.com/land/ad/5858895453?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=EB8EFF6768285D0530CCB15B94FD19A6C29016E5,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDUzIn0.yqK02vY_9KK7vjsQXh3XyxdxWhbh6WW7-ZIk_raYUls,"Yeagertown, Mifflin County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Mifflin County', 'Yeagertown']",Adzuna::API::Response::Company,Gopuff,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
5858895448,1,43912.44,"Merchandiser PT: We are in search of a part-time Merchandiser. Merchandisers are tasked with travelling to assigned accounts to stock, rotate, and face our products. Our products include many different types of beer, wine and non-alcoholic beverages. This position is perfect for those who like to move around and do something a little different every day. What you will do as a Merchandiser: Stocking. Stock, rotate, and face merchandise at assigned accounts. Organizing. Consolidate and organize p…",-85.942001,2026-08-27T18:44:42Z,Merchandiser Part Time,Adzuna::API::Response::Job,43.467517,43912.44,https://www.adzuna.com/details/5858895448?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODg5NTQ0OCIsInMiOiJBakRWZjJxaThSRzlQYzI4LVc5ZzZ3In0.4WBcuNzLFqnX-tVc-EnrxHhqUQOS9Io6GrmI7vMiS9o,"Fremont, Newaygo County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Newaygo County', 'Fremont']",Adzuna::API::Response::Company,Alliance Beverage Distributing,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,part_time,
5858895433,0,58000.0,"Earn cash in your free time as a Gopuff delivery partner, bringing snacks, groceries, alcohol, and everyday essentials directly to customers. Using your own reliable vehicle and smartphone, you’ll pick up pre-packed orders from local Gopuff micro-fulfillment centers and deliver them quickly and accurately. Set your own availability in a fast-paced, entrepreneurial environment, support a best-in-class customer experience, and grow your earnings through efficient routing, on-time deliveries, and …",-78.387403,2026-08-27T18:44:36Z,Delivery Driver,Adzuna::API::Response::Job,40.501484,50000.0,https://www.adzuna.com/land/ad/5858895433?se=AjDVf2qi8RG9Pc28-W9g6w&utm_medium=api&utm_source=abfa41a4&v=97593FDCD220845B679FB4569EEC2FE2C6906677,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWpEVmYycWk4Ukc5UGMyOC1XOWc2dyIsImkiOiI1ODU4ODk1NDMzIn0.euMr_ZnXZKodb7Jpg6n_J4yeUBNGs0HbDvb4xjbgkcA,"Altoona, Blair County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Blair County', 'Altoona']",Adzuna::API::Response::Company,Gopuff,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
